query_idx,profile,nav_attr,recall,graph_ms,exact_ms,hops,dist,pruned,result_count,insufficient,span0,span1,span2
37,attr1_narrow,1,1,12.211693,17.394261,1027,8536,0,10,0,500000,100000,500000
38,attr2_narrow,2,1,1.787816,18.598166,1027,4417,0,10,0,500000,500000,100000
39,balanced,0,1,6.644769,11.11904,1029,11549,0,10,0,200000,200000,200000
40,attr0_narrow,0,1,4.356638,11.733119,1025,6468,0,10,0,100000,500000,500000
41,attr1_narrow,1,1,9.489512,16.449367,1029,8445,0,10,0,500000,100000,500000
42,attr2_narrow,2,1,2.141465,19.958454,1030,6421,0,10,0,500000,500000,100000
43,balanced,0,1,18.718272,8.590283,1027,6817,0,10,0,200000,200000,200000
44,attr0_narrow,0,1,10.013652,12.869877,1026,9984,0,10,0,100000,500000,500000
45,attr1_narrow,1,1,4.99786,17.753249,1030,9236,0,10,0,500000,100000,500000
46,attr2_narrow,2,1,1.750105,18.770771,1031,4089,0,10,0,500000,500000,100000
47,balanced,0,1,7.574476,9.056605,1031,7872,0,10,0,200000,200000,200000
48,attr0_narrow,0,1,6.233774,14.104789,1029,7406,0,10,0,100000,500000,500000
49,attr1_narrow,1,1,22.37566,18.260758,1026,8273,0,10,0,500000,100000,500000
50,attr2_narrow,2,1,2.363965,19.381895,1028,8322,0,10,0,500000,500000,100000
51,balanced,0,1,9.54699,13.721345,1027,8658,0,10,0,200000,200000,200000
52,attr0_narrow,0,1,3.444976,13.433892,1027,6818,0,10,0,100000,500000,500000
53,attr1_narrow,1,1,6.762332,15.834676,1028,7795,0,10,0,500000,100000,500000
54,attr2_narrow,2,1,2.151463,19.660141,1029,6723,0,10,0,500000,500000,100000
55,balanced,0,1,8.564956,11.61689,1027,9883,0,10,0,200000,200000,200000
56,attr0_narrow,0,1,6.1635,16.44001,1027,4694,0,10,0,100000,500000,500000
57,attr1_narrow,1,1,4.981798,18.355317,1030,9867,0,10,0,500000,100000,500000
58,attr2_narrow,2,1,2.247675,19.992718,1028,7629,0,10,0,500000,500000,100000
59,balanced,0,1,7.072728,8.524118,1027,8653,0,10,0,200000,200000,200000
60,attr0_narrow,0,1,4.682403,14.551091,1029,5739,0,10,0,100000,500000,500000
61,attr1_narrow,1,1,9.539567,15.559146,1027,7311,0,10,0,500000,100000,500000
62,attr2_narrow,2,1,2.165981,18.993872,1034,6786,0,10,0,500000,500000,100000
63,balanced,0,1,7.890322,10.199664,1027,11135,0,10,0,200000,200000,200000
64,attr0_narrow,0,1,4.38942,15.599201,1030,7268,0,10,0,100000,500000,500000
65,attr1_narrow,1,1,3.092952,26.486864,1027,5556,0,10,0,500000,100000,500000
66,attr2_narrow,2,1,1.990299,22.394686,1027,5760,0,10,0,500000,500000,100000
67,balanced,0,1,10.501654,14.83088,1027,10112,0,10,0,200000,200000,200000
68,attr0_narrow,0,1,3.105806,15.16414,1026,8210,0,10,0,100000,500000,500000
69,attr1_narrow,1,1,3.729805,19.573036,1027,5735,0,10,0,500000,100000,500000
70,attr2_narrow,2,1,2.221976,20.980504,1029,6808,0,10,0,500000,500000,100000
71,balanced,0,1,10.794747,13.592832,1031,10844,0,10,0,200000,200000,200000
72,attr0_narrow,0,1,3.829362,17.676174,1025,7022,0,10,0,100000,500000,500000
73,attr1_narrow,1,1,4.534975,18.414278,1029,3534,0,10,0,500000,100000,500000
74,attr2_narrow,2,1,1.89008,20.189401,1032,4458,0,10,0,500000,500000,100000
75,balanced,0,1,11.234748,9.979017,1036,10343,0,10,0,200000,200000,200000
76,attr0_narrow,0,1,4.400741,11.952283,1027,6174,0,10,0,100000,500000,500000
77,attr1_narrow,1,1,5.652626,17.609588,1032,6087,0,10,0,500000,100000,500000
78,attr2_narrow,2,1,2.161182,19.309889,1027,6341,0,10,0,500000,500000,100000
79,balanced,0,1,4.732598,12.84512,1028,6442,0,10,0,200000,200000,200000
80,attr0_narrow,0,1,3.792783,11.707201,1027,8028,0,10,0,100000,500000,500000
81,attr1_narrow,1,1,6.367466,17.115515,1027,8675,0,10,0,500000,100000,500000
82,attr2_narrow,2,1,2.468502,19.643038,1028,8403,0,10,0,500000,500000,100000
83,balanced,0,1,2.225353,9.155361,1028,2935,0,10,0,200000,200000,200000
84,attr0_narrow,0,1,2.52037,12.57531,1026,6025,0,10,0,100000,500000,500000
85,attr1_narrow,1,1,3.79609,17.629937,1029,9492,0,10,0,500000,100000,500000
86,attr2_narrow,2,1,2.399011,18.608735,1026,6341,0,10,0,500000,500000,100000
87,balanced,0,1,3.391685,23.46138,1028,9706,0,10,0,200000,200000,200000
88,attr0_narrow,0,1,2.256732,24.2187,1025,4992,0,10,0,100000,500000,500000
89,attr1_narrow,1,1,2.342545,26.421,1028,4016,0,10,0,500000,100000,500000
90,attr2_narrow,2,1,1.811331,24.569062,1028,3920,0,10,0,500000,500000,100000
91,balanced,0,1,5.45905,11.698384,1027,5895,0,10,0,200000,200000,200000
92,attr0_narrow,0,1,3.784066,20.445003,1029,5532,0,10,0,100000,500000,500000
93,attr1_narrow,1,1,7.414754,22.166374,1026,6509,0,10,0,500000,100000,500000
94,attr2_narrow,2,1,2.443775,21.757341,1029,9123,0,10,0,500000,500000,100000
95,balanced,0,1,3.869688,12.64424,1027,5368,0,10,0,200000,200000,200000
96,attr0_narrow,0,1,3.078424,15.382362,1025,6221,0,10,0,100000,500000,500000
97,attr1_narrow,1,1,9.517545,19.238214,1029,5689,0,10,0,500000,100000,500000
98,attr2_narrow,2,1,2.030185,19.726345,1025,6154,0,10,0,500000,500000,100000
99,balanced,0,1,4.557919,12.561474,1026,9063,0,10,0,200000,200000,200000
100,attr0_narrow,0,1,4.338684,14.92602,1030,8578,0,10,0,100000,500000,500000
101,attr1_narrow,1,1,5.903851,16.888085,1029,7755,0,10,0,500000,100000,500000
102,attr2_narrow,2,1,1.989748,19.263532,1030,4190,0,10,0,500000,500000,100000
103,balanced,0,1,5.263972,9.1017,1028,5129,0,10,0,200000,200000,200000
104,attr0_narrow,0,1,2.627442,14.344,1027,6146,0,10,0,100000,500000,500000
105,attr1_narrow,1,1,2.696593,17.209513,1031,3571,0,10,0,500000,100000,500000
106,attr2_narrow,2,1,1.999387,19.492995,1027,5654,0,10,0,500000,500000,100000
107,balanced,0,1,4.008841,9.362823,1028,13205,0,10,0,200000,200000,200000
108,attr0_narrow,0,1,3.371597,16.215485,1029,6437,0,10,0,100000,500000,500000
109,attr1_narrow,1,1,2.655385,16.51979,1028,2210,0,10,0,500000,100000,500000
110,attr2_narrow,2,1,2.725448,19.453841,1028,9583,0,10,0,500000,500000,100000
111,balanced,0,1,4.678867,9.162905,1026,12661,0,10,0,200000,200000,200000
112,attr0_narrow,0,1,3.920174,14.987325,1028,7558,0,10,0,100000,500000,500000
113,attr1_narrow,1,1,2.758479,18.093602,1029,3886,0,10,0,500000,100000,500000
114,attr2_narrow,2,1,2.115466,19.07235,1032,4652,0,10,0,500000,500000,100000
115,balanced,0,1,5.654109,14.428921,1026,9618,0,10,0,200000,200000,200000
116,attr0_narrow,0,1,2.654383,14.634389,1028,4515,0,10,0,100000,500000,500000
117,attr1_narrow,1,1,6.803038,16.590082,1032,5788,0,10,0,500000,100000,500000
118,attr2_narrow,2,1,2.226375,19.216793,1032,5886,0,10,0,500000,500000,100000
119,balanced,0,1,4.769478,13.441135,1027,10298,0,10,0,200000,200000,200000
120,attr0_narrow,0,1,2.491285,15.542634,1027,3544,0,10,0,100000,500000,500000
121,attr1_narrow,1,1,5.050859,21.681569,1027,8628,0,10,0,500000,100000,500000
122,attr2_narrow,2,1,2.788676,19.450986,1026,9725,0,10,0,500000,500000,100000
123,balanced,0,1,6.086405,10.788986,1027,10780,0,10,0,200000,200000,200000
124,attr0_narrow,0,1,2.889247,16.730708,1027,4488,0,10,0,100000,500000,500000
125,attr1_narrow,1,1,3.075539,19.272709,1028,4957,0,10,0,500000,100000,500000
126,attr2_narrow,2,1,2.455738,18.696641,1025,6797,0,10,0,500000,500000,100000
127,balanced,0,1,5.285342,12.206744,1026,14350,0,10,0,200000,200000,200000
128,attr0_narrow,0,1,2.888626,16.188204,1028,7398,0,10,0,100000,500000,500000
129,attr1_narrow,1,1,6.025019,17.082623,1027,7380,0,10,0,500000,100000,500000
130,attr2_narrow,2,1,2.797283,19.280263,1026,9819,0,10,0,500000,500000,100000
131,balanced,0,1,7.38661,26.060849,1027,11516,0,10,0,200000,200000,200000
132,attr0_narrow,0,1,3.037857,17.01238,1028,9312,0,10,0,100000,500000,500000
133,attr1_narrow,1,1,23.479284,18.099062,1031,9805,0,10,0,500000,100000,500000
134,attr2_narrow,2,1,3.776773,19.303437,1026,7182,0,10,0,500000,500000,100000
135,balanced,0,1,2.830586,13.721605,1029,7177,0,10,0,200000,200000,200000
136,attr0_narrow,0,1,1.914506,16.530419,1025,3190,0,10,0,100000,500000,500000
137,attr1_narrow,1,1,6.659157,17.072333,1027,9015,0,10,0,500000,100000,500000
138,attr2_narrow,2,1,8.75232,19.462517,1027,7430,0,10,0,500000,500000,100000
139,balanced,0,1,4.886619,13.721034,1027,7904,0,10,0,200000,200000,200000
140,attr0_narrow,0,1,4.144628,13.360082,1030,6743,0,10,0,100000,500000,500000
141,attr1_narrow,1,1,10.842006,19.165927,1030,5818,0,10,0,500000,100000,500000
142,attr2_narrow,2,1,3.745504,18.159607,1027,7250,0,10,0,500000,500000,100000
143,balanced,0,1,7.416017,11.007729,1032,8747,0,10,0,200000,200000,200000
144,attr0_narrow,0,1,2.797654,14.970494,1030,4352,0,10,0,100000,500000,500000
145,attr1_narrow,1,1,3.547039,17.349186,1030,4654,0,10,0,500000,100000,500000
146,attr2_narrow,2,1,2.65786,18.170478,1030,3977,0,10,0,500000,500000,100000
147,balanced,0,1,3.32495,10.99743,1028,8344,0,10,0,200000,200000,200000
148,attr0_narrow,0,1,3.237965,12.490149,1035,2881,0,10,0,100000,500000,500000
149,attr1_narrow,1,1,5.214268,16.615751,1027,4142,0,10,0,500000,100000,500000
150,attr2_narrow,2,1,3.043728,19.795356,1029,8135,0,10,0,500000,500000,100000
151,balanced,0,1,4.358311,23.09114,1027,11646,0,10,0,200000,200000,200000
152,attr0_narrow,0,1,6.766109,11.093802,1028,5812,0,10,0,100000,500000,500000
153,attr1_narrow,1,1,8.553114,19.131572,1032,8534,0,10,0,500000,100000,500000
154,attr2_narrow,2,1,8.434108,19.795867,1027,6218,0,10,0,500000,500000,100000
155,balanced,0,1,3.620367,8.713336,1029,4988,0,10,0,200000,200000,200000
156,attr0_narrow,0,1,2.363974,14.731393,1035,6229,0,10,0,100000,500000,500000
157,attr1_narrow,1,1,3.169657,16.991701,1027,6558,0,10,0,500000,100000,500000
158,attr2_narrow,2,1,7.404113,19.700637,1027,7809,0,10,0,500000,500000,100000
159,balanced,0,1,3.265257,9.838532,1027,6892,0,10,0,200000,200000,200000
160,attr0_narrow,0,1,2.50981,14.485838,1029,7501,0,10,0,100000,500000,500000
161,attr1_narrow,1,1,4.952985,18.476255,1027,6035,0,10,0,500000,100000,500000
162,attr2_narrow,2,1,7.89432,19.98275,1027,5529,0,10,0,500000,500000,100000
163,balanced,0,0.9,3.889295,10.779138,1027,14422,0,10,0,200000,200000,200000
164,attr0_narrow,0,1,2.719696,14.484296,1027,8437,0,10,0,100000,500000,500000
165,attr1_narrow,1,1,7.121701,16.168055,1028,8304,0,10,0,500000,100000,500000
166,attr2_narrow,2,1,7.073299,19.033737,1048,3956,0,10,0,500000,500000,100000
167,balanced,0,1,2.079287,13.359492,1030,3615,0,10,0,200000,200000,200000
168,attr0_narrow,0,1,2.892924,11.549372,1028,5297,0,10,0,100000,500000,500000
169,attr1_narrow,1,1,3.006768,18.382528,1026,6553,0,10,0,500000,100000,500000
170,attr2_narrow,2,1,11.445727,18.238146,1025,5389,0,10,0,500000,500000,100000
171,balanced,0,1,2.736548,25.108891,1026,7610,0,10,0,200000,200000,200000
172,attr0_narrow,0,1,2.477198,13.507661,1028,6468,0,10,0,100000,500000,500000
173,attr1_narrow,1,1,2.5733,18.544003,1030,5107,0,10,0,500000,100000,500000
174,attr2_narrow,2,1,7.2644,19.825644,1028,7075,0,10,0,500000,500000,100000
175,balanced,0,1,2.756567,12.284521,1028,7504,0,10,0,200000,200000,200000
176,attr0_narrow,0,1,1.813385,15.611724,1029,3560,0,10,0,100000,500000,500000
177,attr1_narrow,1,1,8.710872,17.247965,1031,5985,0,10,0,500000,100000,500000
178,attr2_narrow,2,1,6.759376,19.021364,1036,6073,0,10,0,500000,500000,100000
179,balanced,0,1,3.746405,9.42457,1029,16026,0,10,0,200000,200000,200000
180,attr0_narrow,0,1,2.657649,13.609593,1028,5673,0,10,0,100000,500000,500000
181,attr1_narrow,1,1,3.701911,16.357083,1027,6311,0,10,0,500000,100000,500000
182,attr2_narrow,2,1,12.724602,18.74365,1026,7544,0,10,0,500000,500000,100000
183,balanced,0,1,2.135403,14.371572,1029,3618,0,10,0,200000,200000,200000
184,attr0_narrow,0,1,2.161812,14.918546,1027,5196,0,10,0,100000,500000,500000
185,attr1_narrow,1,1,4.628451,18.358422,1027,6872,0,10,0,500000,100000,500000
186,attr2_narrow,2,1,7.55593,19.218036,1026,3703,0,10,0,500000,500000,100000
187,balanced,0,1,3.260588,11.326462,1029,11341,0,10,0,200000,200000,200000
188,attr0_narrow,0,1,2.537342,12.34202,1028,8285,0,10,0,100000,500000,500000
189,attr1_narrow,1,1,2.815587,16.844162,1025,5175,0,10,0,500000,100000,500000
190,attr2_narrow,2,1,6.192095,19.447219,1026,5985,0,10,0,500000,500000,100000
191,balanced,0,1,1.967757,10.578349,1025,3470,0,10,0,200000,200000,200000
192,attr0_narrow,0,1,3.731687,10.940112,1037,7551,0,10,0,100000,500000,500000
193,attr1_narrow,1,1,5.18374,26.978973,1027,5662,0,10,0,500000,100000,500000
194,attr2_narrow,2,1,11.787101,19.784155,1026,5089,0,10,0,500000,500000,100000
195,balanced,0,1,3.199633,8.085251,1027,7821,0,10,0,200000,200000,200000
196,attr0_narrow,0,1,1.993605,13.991474,1030,4490,0,10,0,100000,500000,500000
197,attr1_narrow,1,1,11.148345,17.694318,1027,5719,0,10,0,500000,100000,500000
198,attr2_narrow,2,1,10.74841,18.983323,1026,6137,0,10,0,500000,500000,100000
199,balanced,0,1,2.939592,12.640674,1027,8940,0,10,0,200000,200000,200000
200,attr0_narrow,0,1,2.072804,16.0061,1028,4527,0,10,0,100000,500000,500000
201,attr1_narrow,1,1,5.21033,18.096628,1028,9094,0,10,0,500000,100000,500000
202,attr2_narrow,2,1,15.501597,18.703343,1029,6207,0,10,0,500000,500000,100000
203,balanced,0,1,2.578039,10.615218,1030,8031,0,10,0,200000,200000,200000
204,attr0_narrow,0,1,1.929644,15.877126,1025,3693,0,10,0,100000,500000,500000
205,attr1_narrow,1,1,4.070157,16.793436,1030,6134,0,10,0,500000,100000,500000
206,attr2_narrow,2,1,17.104675,19.464982,1025,5080,0,10,0,500000,500000,100000
207,balanced,0,1,2.458693,11.644452,1027,6670,0,10,0,200000,200000,200000
208,attr0_narrow,0,1,2.211617,15.638054,1027,6186,0,10,0,100000,500000,500000
209,attr1_narrow,1,1,6.974984,17.680091,1027,5340,0,10,0,500000,100000,500000
210,attr2_narrow,2,1,16.643153,29.577842,1027,5916,0,10,0,500000,500000,100000
211,balanced,0,1,2.700911,12.838737,1027,8726,0,10,0,200000,200000,200000
212,attr0_narrow,0,1,2.035184,15.437766,1027,5214,0,10,0,100000,500000,500000
213,attr1_narrow,1,1,3.025383,17.188242,1026,7364,0,10,0,500000,100000,500000
214,attr2_narrow,2,1,16.845676,20.122775,1026,5207,0,10,0,500000,500000,100000
215,balanced,0,1,2.370497,9.951615,1032,6289,0,10,0,200000,200000,200000
216,attr0_narrow,0,1,2.431673,12.874785,1026,5853,0,10,0,100000,500000,500000
217,attr1_narrow,1,1,12.093219,15.677429,1029,7909,0,10,0,500000,100000,500000
218,attr2_narrow,2,1,16.496776,19.851081,1029,7624,0,10,0,500000,500000,100000
219,balanced,0,1,2.984417,12.027115,1027,11059,0,10,0,200000,200000,200000
220,attr0_narrow,0,1,2.609819,10.928951,1028,7212,0,10,0,100000,500000,500000
221,attr1_narrow,1,1,3.046313,16.637713,1028,7683,0,10,0,500000,100000,500000
222,attr2_narrow,2,1,15.522517,19.318085,1027,7009,0,10,0,500000,500000,100000
223,balanced,0,1,2.314932,8.572771,1029,5491,0,10,0,200000,200000,200000
224,attr0_narrow,0,1,2.596213,16.501035,1027,7962,0,10,0,100000,500000,500000
225,attr1_narrow,1,1,2.730377,18.353443,1028,5942,0,10,0,500000,100000,500000
226,attr2_narrow,2,1,15.271212,19.376495,1026,7446,0,10,0,500000,500000,100000
227,balanced,0,1,2.045403,12.192798,1028,4089,0,10,0,200000,200000,200000
228,attr0_narrow,0,1,1.884589,14.723818,1028,3842,0,10,0,100000,500000,500000
229,attr1_narrow,1,1,6.890904,25.005547,1028,7280,0,10,0,500000,100000,500000
230,attr2_narrow,2,1,19.019451,19.214509,1027,3524,0,10,0,500000,500000,100000
231,balanced,0,1,2.475375,12.332451,1028,6289,0,10,0,200000,200000,200000
232,attr0_narrow,0,1,2.469283,15.791735,1027,7684,0,10,0,100000,500000,500000
233,attr1_narrow,1,1,2.679171,17.659402,1026,6070,0,10,0,500000,100000,500000
234,attr2_narrow,2,1,17.500281,19.020332,1027,4079,0,10,0,500000,500000,100000
235,balanced,0,1,2.460347,9.187241,1028,5638,0,10,0,200000,200000,200000
236,attr0_narrow,0,1,2.348335,13.142531,1026,6089,0,10,0,100000,500000,500000
237,attr1_narrow,1,1,3.104243,17.343085,1025,8938,0,10,0,500000,100000,500000
238,attr2_narrow,2,1,19.044157,19.665762,1028,6348,0,10,0,500000,500000,100000
239,balanced,0,1,2.261782,13.586249,1029,5411,0,10,0,200000,200000,200000
240,attr0_narrow,0,1,2.039552,16.160832,1027,4570,0,10,0,100000,500000,500000
241,attr1_narrow,1,0.9,4.167852,18.681943,1026,9180,0,10,0,500000,100000,500000
242,attr2_narrow,2,1,16.727091,19.69134,1029,2138,0,10,0,500000,500000,100000
243,balanced,0,1,3.030544,13.286153,1028,11942,0,10,0,200000,200000,200000
244,attr0_narrow,0,1,2.619578,23.980731,1026,9182,0,10,0,100000,500000,500000
245,attr1_narrow,1,1,4.332833,16.216527,1027,7900,0,10,0,500000,100000,500000
246,attr2_narrow,2,1,19.330238,18.717851,1028,2910,0,10,0,500000,500000,100000
247,balanced,0,1,3.198531,10.603476,1027,12820,0,10,0,200000,200000,200000
248,attr0_narrow,0,1,2.444207,11.591081,1030,8277,0,10,0,100000,500000,500000
249,attr1_narrow,1,1,2.93856,16.802013,1027,8432,0,10,0,500000,100000,500000
250,attr2_narrow,2,1,19.069745,21.923135,1033,7592,0,10,0,500000,500000,100000
251,balanced,0,1,2.187892,13.069474,1029,4572,0,10,0,200000,200000,200000
252,attr0_narrow,0,1,2.030766,12.936332,1029,4784,0,10,0,100000,500000,500000
253,attr1_narrow,1,1,5.071398,15.967757,1026,6959,0,10,0,500000,100000,500000
254,attr2_narrow,2,1,18.66439,19.449102,1033,4431,0,10,0,500000,500000,100000
255,balanced,0,1,2.707744,10.034832,1027,9237,0,10,0,200000,200000,200000
256,attr0_narrow,0,1,1.862257,16.025576,1028,4253,0,10,0,100000,500000,500000
257,attr1_narrow,1,1,2.565025,16.900208,1032,5193,0,10,0,500000,100000,500000
258,attr2_narrow,2,1,18.699707,19.751243,1029,3788,0,10,0,500000,500000,100000
259,balanced,0,1,12.647717,8.574634,1028,11228,0,10,0,200000,200000,200000
260,attr0_narrow,0,1,2.461148,12.162721,1026,8333,0,10,0,100000,500000,500000
261,attr1_narrow,1,1,4.011316,17.328738,1033,6484,0,10,0,500000,100000,500000
262,attr2_narrow,2,1,23.453776,18.772183,1029,7558,0,10,0,500000,500000,100000
263,balanced,0,1,2.338236,9.496566,1027,5856,0,10,0,200000,200000,200000
264,attr0_narrow,0,1,1.799028,11.7281,1029,3632,0,10,0,100000,500000,500000
265,attr1_narrow,1,1,2.27187,17.435439,1025,4260,0,10,0,500000,100000,500000
266,attr2_narrow,2,1,23.106169,19.691841,1033,6633,0,10,0,500000,500000,100000
267,balanced,0,1,3.144389,13.813198,1029,12163,0,10,0,200000,200000,200000
268,attr0_narrow,0,1,2.759983,15.839435,1028,9639,0,10,0,100000,500000,500000
269,attr1_narrow,1,1,3.758849,16.285176,1029,7083,0,10,0,500000,100000,500000
270,attr2_narrow,2,1,21.824929,18.282179,1028,6496,0,10,0,500000,500000,100000
271,balanced,0,1,2.19184,9.162054,1036,4995,0,10,0,200000,200000,200000
272,attr0_narrow,0,1,2.539897,16.82171,1027,8355,0,10,0,100000,500000,500000
273,attr1_narrow,1,1,2.440198,16.917701,1027,5703,0,10,0,500000,100000,500000
274,attr2_narrow,2,1,23.835076,19.620115,1027,7080,0,10,0,500000,500000,100000
275,balanced,0,1,2.730277,11.15613,1027,8895,0,10,0,200000,200000,200000
276,attr0_narrow,0,1,2.764141,27.865588,1027,8838,0,10,0,100000,500000,500000
277,attr1_narrow,1,1,5.682993,18.059658,1032,6539,0,10,0,500000,100000,500000
278,attr2_narrow,2,1,30.58832,19.678857,1028,3769,0,10,0,500000,500000,100000
279,balanced,0,1,2.219853,9.751607,1029,4444,0,10,0,200000,200000,200000
280,attr0_narrow,0,1,2.347664,12.907458,1030,7203,0,10,0,100000,500000,500000
281,attr1_narrow,1,1,2.856976,16.529939,1026,5341,0,10,0,500000,100000,500000
282,attr2_narrow,2,0.9,56.875847,18.461086,1028,9530,0,10,0,500000,500000,100000
283,balanced,0,1,2.958869,9.036898,1026,10371,0,10,0,200000,200000,200000
284,attr0_narrow,0,1,2.605421,13.528781,1026,8425,0,10,0,100000,500000,500000
285,attr1_narrow,1,1,3.129882,17.252724,1029,5491,0,10,0,500000,100000,500000
286,attr2_narrow,2,1,42.383467,18.492786,1028,5775,0,10,0,500000,500000,100000
287,balanced,0,1,3.141714,13.556243,1027,12062,0,10,0,200000,200000,200000
288,attr0_narrow,0,1,1.805239,16.306257,1029,3422,0,10,0,100000,500000,500000
289,attr1_narrow,1,1,3.054509,15.887506,1027,6569,0,10,0,500000,100000,500000
290,attr2_narrow,2,1,19.035871,18.442201,1028,6273,0,10,0,500000,500000,100000
291,balanced,0,1,2.848981,14.553496,1027,10231,0,10,0,200000,200000,200000
292,attr0_narrow,0,1,11.445166,14.928074,1028,6433,0,10,0,100000,500000,500000
293,attr1_narrow,1,1,2.873708,18.190145,1030,4021,0,10,0,500000,100000,500000
294,attr2_narrow,2,1,51.821462,19.358651,1027,8045,0,10,0,500000,500000,100000
295,balanced,0,1,2.706141,12.914231,1031,9154,0,10,0,200000,200000,200000
296,attr0_narrow,0,1,2.075139,12.66481,1026,5574,0,10,0,100000,500000,500000
297,attr1_narrow,1,1,5.695958,18.348653,1028,8245,0,10,0,500000,100000,500000
298,attr2_narrow,2,1,33.464873,18.769068,1027,4162,0,10,0,500000,500000,100000
299,balanced,0,1,2.173465,12.624893,1036,4423,0,10,0,200000,200000,200000
300,attr0_narrow,0,1,1.829055,13.954064,1028,3505,0,10,0,100000,500000,500000
301,attr1_narrow,1,1,7.790904,16.409882,1028,7552,0,10,0,500000,100000,500000
302,attr2_narrow,2,1,43.135878,19.605387,1027,6819,0,10,0,500000,500000,100000
303,balanced,0,1,2.988635,10.733071,1031,7510,0,10,0,200000,200000,200000
304,attr0_narrow,0,1,2.407146,11.294872,1026,6993,0,10,0,100000,500000,500000
305,attr1_narrow,1,1,7.835688,16.241935,1028,8800,0,10,0,500000,100000,500000
306,attr2_narrow,2,1,49.365242,29.095621,1029,7638,0,10,0,500000,500000,100000
307,balanced,0,1,2.598548,9.734565,1033,8114,0,10,0,200000,200000,200000
308,attr0_narrow,0,1,1.703247,11.438393,1026,3391,0,10,0,100000,500000,500000
309,attr1_narrow,1,1,6.937453,16.78492,1027,4826,0,10,0,500000,100000,500000
310,attr2_narrow,2,1,35.358439,19.382817,1033,4744,0,10,0,500000,500000,100000
311,balanced,0,1,2.967985,11.239368,1028,10997,0,10,0,200000,200000,200000
312,attr0_narrow,0,1,1.731029,16.47759,1035,3110,0,10,0,100000,500000,500000
313,attr1_narrow,1,1,6.758785,17.009295,1031,5906,0,10,0,500000,100000,500000
314,attr2_narrow,2,1,47.159938,19.884334,1027,6480,0,10,0,500000,500000,100000
