query_idx,profile,primary_attr,attr0_low,attr0_high,attr1_low,attr1_high,attr2_low,attr2_high,attr3_low,attr3_high,expected_top10
91,attr1_nav_sel0.1,1,0,56233,0,56233,28207,84440,21066,77299,
92,attr2_nav_sel0.1,2,37904,94137,43766,99999,0,56233,0,56233,
93,attr3_nav_sel0.1,3,21111,77344,234,56467,21707,77940,13768,70001,
94,balanced_sel0.1,0,0,56233,0,56233,0,56233,0,56233,
95,attr0_nav_sel0.1,0,21805,78038,43766,99999,0,56233,10918,67151,
96,attr1_nav_sel0.1,1,43766,99999,28120,84353,27479,83712,43766,99999,
97,attr2_nav_sel0.1,2,36700,92933,43766,99999,0,56233,13323,69556,
98,attr3_nav_sel0.1,3,0,56233,40270,96503,8857,65090,0,56233,
99,balanced_sel0.1,0,43011,99244,0,56233,11850,68083,43766,99999,
100,attr0_nav_sel0.1,0,16314,72547,43766,99999,43766,99999,34137,90370,
101,attr1_nav_sel0.1,1,0,56233,43766,99999,36049,92282,23760,79993,
102,attr2_nav_sel0.1,2,0,56233,43766,99999,16546,72779,0,56233,
103,attr3_nav_sel0.1,3,43766,99999,15347,71580,27009,83242,35090,91323,
104,balanced_sel0.1,0,43766,99999,42688,98921,36760,92993,43766,99999,
105,attr0_nav_sel0.1,0,29173,85406,23840,80073,37901,94134,29058,85291,
106,attr1_nav_sel0.1,1,0,56233,43766,99999,25709,81942,43766,99999,
107,attr2_nav_sel0.1,2,9154,65387,614,56847,4522,60755,43766,99999,
108,attr3_nav_sel0.1,3,43766,99999,0,56233,0,56233,27392,83625,
109,balanced_sel0.1,0,43766,99999,43766,99999,0,56233,912,57145,
110,attr0_nav_sel0.1,0,43766,99999,21301,77534,37869,94102,0,56233,
111,attr1_nav_sel0.1,1,0,56233,0,56233,43766,99999,0,56233,
112,attr2_nav_sel0.1,2,42551,98784,43766,99999,34657,90890,0,56233,
113,attr3_nav_sel0.1,3,32075,88308,43766,99999,31527,87760,43766,99999,
114,balanced_sel0.1,0,0,56233,0,56233,40661,96894,17824,74057,
115,attr0_nav_sel0.1,0,43766,99999,0,56233,26905,83138,6052,62285,
116,attr1_nav_sel0.1,1,39182,95415,15404,71637,43766,99999,43766,99999,
117,attr2_nav_sel0.1,2,43766,99999,0,56233,0,56233,16409,72642,
118,attr3_nav_sel0.1,3,0,56233,18151,74384,5092,61325,43766,99999,
119,balanced_sel0.1,0,0,56233,42122,98355,43766,99999,9280,65513,
120,attr0_nav_sel0.1,0,43766,99999,0,56233,0,56233,2429,58662,
121,attr1_nav_sel0.1,1,43766,99999,33901,90134,0,56233,33330,89563,
122,attr2_nav_sel0.1,2,0,56233,43766,99999,43766,99999,37682,93915,
123,attr3_nav_sel0.1,3,0,56233,10316,66549,0,56233,20716,76949,
124,balanced_sel0.1,0,0,56233,0,56233,0,56233,43766,99999,
125,attr0_nav_sel0.1,0,15516,71749,0,56233,373,56606,43766,99999,
126,attr1_nav_sel0.1,1,21929,78162,36068,92301,43766,99999,20255,76488,
127,attr2_nav_sel0.1,2,43766,99999,22571,78804,43766,99999,29739,85972,
128,attr3_nav_sel0.1,3,37567,93800,43766,99999,20823,77056,24922,81155,
129,balanced_sel0.1,0,43766,99999,6720,62953,43766,99999,36592,92825,
130,attr0_nav_sel0.1,0,0,56233,43766,99999,30048,86281,26948,83181,
131,attr1_nav_sel0.1,1,33415,89648,0,56233,10438,66671,36999,93232,
132,attr2_nav_sel0.1,2,19134,75367,39892,96125,43766,99999,32198,88431,
133,attr3_nav_sel0.1,3,0,56233,27465,83698,30310,86543,0,56233,
134,balanced_sel0.1,0,0,56233,43766,99999,19317,75550,43766,99999,
135,attr0_nav_sel0.1,0,43766,99999,43766,99999,43766,99999,27135,83368,
136,attr1_nav_sel0.1,1,0,56233,0,56233,20116,76349,43766,99999,
137,attr2_nav_sel0.1,2,1342,57575,43766,99999,8422,64655,26655,82888,
138,attr3_nav_sel0.1,3,43766,99999,32037,88270,43766,99999,0,56233,
139,balanced_sel0.1,0,30868,87101,0,56233,43766,99999,40237,96470,
140,attr0_nav_sel0.1,0,28390,84623,20635,76868,39658,95891,0,56233,
141,attr1_nav_sel0.1,1,11962,68195,16487,72720,43766,99999,33684,89917,
142,attr2_nav_sel0.1,2,24221,80454,43766,99999,43766,99999,0,56233,
143,attr3_nav_sel0.1,3,1490,57723,43766,99999,43766,99999,43592,99825,
144,balanced_sel0.1,0,0,56233,43766,99999,20206,76439,43766,99999,
145,attr0_nav_sel0.1,0,14128,70361,0,56233,0,56233,40164,96397,
146,attr1_nav_sel0.1,1,43766,99999,41749,97982,28535,84768,43766,99999,
147,attr2_nav_sel0.1,2,0,56233,43766,99999,43766,99999,0,56233,
148,attr3_nav_sel0.1,3,38406,94639,0,56233,4265,60498,33487,89720,
149,balanced_sel0.1,0,20962,77195,35513,91746,43766,99999,0,56233,
150,attr0_nav_sel0.1,0,43309,99542,0,56233,11633,67866,32399,88632,
151,attr1_nav_sel0.1,1,43766,99999,43766,99999,43766,99999,43766,99999,
152,attr2_nav_sel0.1,2,25693,81926,43766,99999,42717,98950,590,56823,
153,attr3_nav_sel0.1,3,43766,99999,43766,99999,0,56233,0,56233,
154,balanced_sel0.1,0,41269,97502,43766,99999,43766,99999,35073,91306,
155,attr0_nav_sel0.1,0,43766,99999,0,56233,0,56233,0,56233,
156,attr1_nav_sel0.1,1,43766,99999,0,56233,43766,99999,0,56233,
157,attr2_nav_sel0.1,2,43766,99999,0,56233,14961,71194,43766,99999,
158,attr3_nav_sel0.1,3,43766,99999,43766,99999,6156,62389,43766,99999,
159,balanced_sel0.1,0,25191,81424,43766,99999,43766,99999,36741,92974,
160,attr0_nav_sel0.1,0,2001,58234,4881,61114,25394,81627,9882,66115,
161,attr1_nav_sel0.1,1,13331,69564,39373,95606,0,56233,43766,99999,
162,attr2_nav_sel0.1,2,12501,68734,43766,99999,18076,74309,12729,68962,
163,attr3_nav_sel0.1,3,0,56233,10009,66242,0,56233,0,56233,
164,balanced_sel0.1,0,43766,99999,9024,65257,10617,66850,18790,75023,
165,attr0_nav_sel0.1,0,30730,86963,0,56233,21760,77993,0,56233,
166,attr1_nav_sel0.1,1,0,56233,0,56233,43766,99999,0,56233,
167,attr2_nav_sel0.1,2,0,56233,43766,99999,0,56233,43766,99999,
168,attr3_nav_sel0.1,3,33336,89569,43766,99999,0,56233,8069,64302,
169,balanced_sel0.1,0,393,56626,35767,92000,43766,99999,0,56233,
170,attr0_nav_sel0.1,0,36029,92262,41688,97921,43766,99999,43766,99999,
171,attr1_nav_sel0.1,1,0,56233,43766,99999,0,56233,17442,73675,
172,attr2_nav_sel0.1,2,0,56233,1750,57983,35480,91713,0,56233,
173,attr3_nav_sel0.1,3,0,56233,0,56233,0,56233,43766,99999,
174,balanced_sel0.1,0,2616,58849,43766,99999,31585,87818,43766,99999,
175,attr0_nav_sel0.1,0,43766,99999,30466,86699,0,56233,43766,99999,
176,attr1_nav_sel0.1,1,0,56233,0,56233,0,56233,20898,77131,
177,attr2_nav_sel0.1,2,43766,99999,43766,99999,43766,99999,18253,74486,
178,attr3_nav_sel0.1,3,36244,92477,43766,99999,3742,59975,43766,99999,
179,balanced_sel0.1,0,11185,67418,21967,78200,43766,99999,19650,75883,
180,attr0_nav_sel0.1,0,35621,91854,1056,57289,14039,70272,21155,77388,
181,attr1_nav_sel0.1,1,43766,99999,0,56233,3624,59857,0,56233,
182,attr2_nav_sel0.1,2,9094,65327,42416,98649,23741,79974,43766,99999,
183,attr3_nav_sel0.1,3,0,56233,43766,99999,10946,67179,18422,74655,
184,balanced_sel0.1,0,43766,99999,43766,99999,0,56233,41058,97291,
185,attr0_nav_sel0.1,0,43766,99999,43766,99999,43766,99999,43766,99999,
186,attr1_nav_sel0.1,1,43766,99999,34476,90709,43766,99999,0,56233,
187,attr2_nav_sel0.1,2,43766,99999,32794,89027,22450,78683,27948,84181,
188,attr3_nav_sel0.1,3,6207,62440,43766,99999,29818,86051,0,56233,
189,balanced_sel0.1,0,7069,63302,0,56233,43766,99999,0,56233,
190,attr0_nav_sel0.1,0,0,56233,39122,95355,24988,81221,43766,99999,
191,attr1_nav_sel0.1,1,0,56233,41216,97449,25277,81510,8158,64391,
192,attr2_nav_sel0.1,2,43766,99999,43766,99999,43766,99999,43766,99999,
193,attr3_nav_sel0.1,3,39019,95252,0,56233,43766,99999,0,56233,
194,balanced_sel0.1,0,1555,57788,0,56233,43766,99999,23475,79708,
195,attr0_nav_sel0.1,0,0,56233,0,56233,43766,99999,43766,99999,
196,attr1_nav_sel0.1,1,43766,99999,30564,86797,19021,75254,28967,85200,
197,attr2_nav_sel0.1,2,0,56233,0,56233,43766,99999,27873,84106,
198,attr3_nav_sel0.1,3,0,56233,43766,99999,4172,60405,43766,99999,
199,balanced_sel0.1,0,43766,99999,2262,58495,0,56233,0,56233,
200,attr0_nav_sel0.1,0,12565,68798,43766,99999,17498,73731,0,56233,
201,attr1_nav_sel0.1,1,0,56233,43766,99999,28685,84918,32788,89021,
202,attr2_nav_sel0.1,2,21569,77802,10135,66368,30595,86828,21258,77491,
203,attr3_nav_sel0.1,3,39390,95623,0,56233,3491,59724,43766,99999,
204,balanced_sel0.1,0,10630,66863,0,56233,5807,62040,43766,99999,
205,attr0_nav_sel0.1,0,43766,99999,0,56233,0,56233,29399,85632,
206,attr1_nav_sel0.1,1,34092,90325,24126,80359,31121,87354,27092,83325,
207,attr2_nav_sel0.1,2,0,56233,43766,99999,43766,99999,0,56233,
208,attr3_nav_sel0.1,3,28193,84426,0,56233,12157,68390,42782,99015,
209,balanced_sel0.1,0,43766,99999,0,56233,43766,99999,23624,79857,
210,attr0_nav_sel0.1,0,29589,85822,43766,99999,43766,99999,43766,99999,
211,attr1_nav_sel0.1,1,9560,65793,43766,99999,33331,89564,13480,69713,
212,attr2_nav_sel0.1,2,43766,99999,0,56233,43766,99999,34903,91136,
213,attr3_nav_sel0.1,3,0,56233,5631,61864,43766,99999,35722,91955,
214,balanced_sel0.1,0,0,56233,37341,93574,43766,99999,43766,99999,
215,attr0_nav_sel0.1,0,0,56233,43766,99999,0,56233,20309,76542,
216,attr1_nav_sel0.1,1,31905,88138,33225,89458,43766,99999,0,56233,
217,attr2_nav_sel0.1,2,15856,72089,12641,68874,6583,62816,0,56233,
218,attr3_nav_sel0.1,3,0,56233,43766,99999,0,56233,43766,99999,
219,balanced_sel0.1,0,12113,68346,169,56402,11117,67350,0,56233,
220,attr0_nav_sel0.1,0,39729,95962,43766,99999,0,56233,43766,99999,
221,attr1_nav_sel0.1,1,0,56233,1673,57906,0,56233,25578,81811,
222,attr2_nav_sel0.1,2,43766,99999,43766,99999,11016,67249,0,56233,
223,attr3_nav_sel0.1,3,43766,99999,43766,99999,15594,71827,0,56233,
224,balanced_sel0.1,0,43766,99999,31919,88152,43766,99999,43766,99999,
225,attr0_nav_sel0.1,0,43766,99999,0,56233,0,56233,43766,99999,
226,attr1_nav_sel0.1,1,5886,62119,0,56233,31634,87867,43766,99999,
227,attr2_nav_sel0.1,2,14729,70962,43766,99999,43766,99999,0,56233,
228,attr3_nav_sel0.1,3,36534,92767,12650,68883,43766,99999,43766,99999,
229,balanced_sel0.1,0,43766,99999,43766,99999,26551,82784,43766,99999,
230,attr0_nav_sel0.1,0,43766,99999,31511,87744,13782,70015,0,56233,
231,attr1_nav_sel0.1,1,43766,99999,40777,97010,34840,91073,8794,65027,
232,attr2_nav_sel0.1,2,42789,99022,2172,58405,0,56233,39705,95938,
233,attr3_nav_sel0.1,3,43766,99999,18746,74979,43766,99999,35756,91989,
234,balanced_sel0.1,0,43766,99999,0,56233,15650,71883,0,56233,
235,attr0_nav_sel0.1,0,43766,99999,21720,77953,22180,78413,43766,99999,
236,attr1_nav_sel0.1,1,11065,67298,34547,90780,23733,79966,43766,99999,
237,attr2_nav_sel0.1,2,0,56233,28989,85222,0,56233,43766,99999,
238,attr3_nav_sel0.1,3,43766,99999,43766,99999,18996,75229,22469,78702,
239,balanced_sel0.1,0,28622,84855,3120,59353,23996,80229,6600,62833,
240,attr0_nav_sel0.1,0,7583,63816,0,56233,39877,96110,32265,88498,
241,attr1_nav_sel0.1,1,6445,62678,18987,75220,43766,99999,30232,86465,
242,attr2_nav_sel0.1,2,8575,64808,16518,72751,40066,96299,39346,95579,
243,attr3_nav_sel0.1,3,43766,99999,43766,99999,29900,86133,22476,78709,
244,balanced_sel0.1,0,32466,88699,43766,99999,43766,99999,0,56233,
245,attr0_nav_sel0.1,0,8993,65226,0,56233,37269,93502,43766,99999,
246,attr1_nav_sel0.1,1,14993,71226,43766,99999,19305,75538,0,56233,
247,attr2_nav_sel0.1,2,37482,93715,32637,88870,43766,99999,21419,77652,
248,attr3_nav_sel0.1,3,0,56233,43766,99999,25007,81240,0,56233,
249,balanced_sel0.1,0,0,56233,43766,99999,0,56233,5685,61918,
250,attr0_nav_sel0.1,0,27350,83583,37706,93939,10051,66284,9739,65972,
251,attr1_nav_sel0.1,1,43766,99999,8444,64677,0,56233,26790,83023,
252,attr2_nav_sel0.1,2,0,56233,0,56233,26733,82966,37747,93980,
253,attr3_nav_sel0.1,3,0,56233,43766,99999,0,56233,43766,99999,
254,balanced_sel0.1,0,43766,99999,25500,81733,32747,88980,43766,99999,
255,attr0_nav_sel0.1,0,11977,68210,30776,87009,37636,93869,0,56233,
256,attr1_nav_sel0.1,1,0,56233,0,56233,0,56233,0,56233,
257,attr2_nav_sel0.1,2,0,56233,0,56233,0,56233,43766,99999,
258,attr3_nav_sel0.1,3,33525,89758,0,56233,18933,75166,22297,78530,
259,balanced_sel0.1,0,29350,85583,43766,99999,23136,79369,43766,99999,
260,attr0_nav_sel0.1,0,43766,99999,0,56233,1894,58127,30195,86428,
261,attr1_nav_sel0.1,1,0,56233,20583,76816,1081,57314,43766,99999,
262,attr2_nav_sel0.1,2,43766,99999,0,56233,25908,82141,43766,99999,
263,attr3_nav_sel0.1,3,43766,99999,43766,99999,27872,84105,6848,63081,
264,balanced_sel0.1,0,0,56233,16960,73193,43766,99999,43766,99999,
265,attr0_nav_sel0.1,0,41096,97329,30345,86578,12783,69016,43766,99999,
266,attr1_nav_sel0.1,1,20774,77007,0,56233,0,56233,0,56233,
267,attr2_nav_sel0.1,2,43766,99999,40610,96843,0,56233,24572,80805,
268,attr3_nav_sel0.1,3,17683,73916,27221,83454,11421,67654,0,56233,
269,balanced_sel0.1,0,0,56233,37305,93538,39736,95969,43766,99999,
270,attr0_nav_sel0.1,0,43766,99999,0,56233,22429,78662,43766,99999,
271,attr1_nav_sel0.1,1,17037,73270,43766,99999,39923,96156,43766,99999,
272,attr2_nav_sel0.1,2,41249,97482,43766,99999,43766,99999,36727,92960,
273,attr3_nav_sel0.1,3,28290,84523,0,56233,43766,99999,32955,89188,
274,balanced_sel0.1,0,0,56233,10066,66299,43766,99999,0,56233,
275,attr0_nav_sel0.1,0,43766,99999,8118,64351,11035,67268,0,56233,
276,attr1_nav_sel0.1,1,43766,99999,41224,97457,0,56233,0,56233,
277,attr2_nav_sel0.1,2,26913,83146,34787,91020,43766,99999,7178,63411,
278,attr3_nav_sel0.1,3,0,56233,43766,99999,0,56233,21980,78213,
279,balanced_sel0.1,0,0,56233,43766,99999,0,56233,0,56233,
280,attr0_nav_sel0.1,0,16351,72584,43766,99999,20145,76378,43766,99999,
281,attr1_nav_sel0.1,1,20992,77225,0,56233,43766,99999,1177,57410,
282,attr2_nav_sel0.1,2,0,56233,7864,64097,0,56233,42100,98333,
283,attr3_nav_sel0.1,3,0,56233,0,56233,4493,60726,43766,99999,
284,balanced_sel0.1,0,43766,99999,0,56233,3585,59818,43766,99999,
285,attr0_nav_sel0.1,0,0,56233,10789,67022,43766,99999,24052,80285,
286,attr1_nav_sel0.1,1,27256,83489,29210,85443,15297,71530,0,56233,
287,attr2_nav_sel0.1,2,0,56233,43766,99999,3101,59334,13878,70111,
288,attr3_nav_sel0.1,3,0,56233,0,56233,32968,89201,0,56233,
289,balanced_sel0.1,0,43766,99999,43766,99999,3943,60176,0,56233,
290,attr0_nav_sel0.1,0,938,57171,0,56233,37549,93782,22170,78403,
291,attr1_nav_sel0.1,1,43766,99999,43766,99999,43766,99999,9961,66194,
292,attr2_nav_sel0.1,2,23278,79511,27468,83701,43766,99999,43766,99999,
293,attr3_nav_sel0.1,3,43766,99999,0,56233,43395,99628,33102,89335,
294,balanced_sel0.1,0,5246,61479,12913,69146,0,56233,43766,99999,
295,attr0_nav_sel0.1,0,43766,99999,0,56233,43766,99999,0,56233,
296,attr1_nav_sel0.1,1,22416,78649,21012,77245,26360,82593,35593,91826,
297,attr2_nav_sel0.1,2,43766,99999,32885,89118,4715,60948,32241,88474,
298,attr3_nav_sel0.1,3,0,56233,24765,80998,0,56233,0,56233,
299,balanced_sel0.1,0,43766,99999,41198,97431,13088,69321,22486,78719,
300,attr0_nav_sel0.1,0,43766,99999,43766,99999,16917,73150,43766,99999,
301,attr1_nav_sel0.1,1,13578,69811,0,56233,43766,99999,19368,75601,
302,attr2_nav_sel0.1,2,0,56233,43766,99999,15192,71425,43766,99999,
303,attr3_nav_sel0.1,3,11432,67665,0,56233,43766,99999,37288,93521,
304,balanced_sel0.1,0,0,56233,43766,99999,43766,99999,9402,65635,
305,attr0_nav_sel0.1,0,0,56233,0,56233,4557,60790,2318,58551,
306,attr1_nav_sel0.1,1,0,56233,0,56233,19490,75723,36717,92950,
307,attr2_nav_sel0.1,2,0,56233,0,56233,43766,99999,0,56233,
308,attr3_nav_sel0.1,3,26596,82829,43766,99999,43766,99999,0,56233,
309,balanced_sel0.1,0,1625,57858,43766,99999,0,56233,0,56233,
310,attr0_nav_sel0.1,0,8746,64979,43766,99999,10671,66904,0,56233,
311,attr1_nav_sel0.1,1,43766,99999,43766,99999,26116,82349,43766,99999,
312,attr2_nav_sel0.1,2,43766,99999,8904,65137,43766,99999,0,56233,
313,attr3_nav_sel0.1,3,0,56233,0,56233,43766,99999,25713,81946,
314,balanced_sel0.1,0,43766,99999,14893,71126,36584,92817,39028,95261,
315,attr0_nav_sel0.1,0,43766,99999,193,56426,0,56233,0,56233,
316,attr1_nav_sel0.1,1,43766,99999,21416,77649,43766,99999,36031,92264,
317,attr2_nav_sel0.1,2,43766,99999,40316,96549,1765,57998,0,56233,
318,attr3_nav_sel0.1,3,43766,99999,43766,99999,0,56233,43766,99999,
319,balanced_sel0.1,0,22754,78987,4627,60860,20572,76805,43766,99999,
320,attr0_nav_sel0.1,0,43766,99999,43766,99999,41551,97784,43766,99999,
321,attr1_nav_sel0.1,1,43766,99999,0,56233,43766,99999,0,56233,
322,attr2_nav_sel0.1,2,30120,86353,0,56233,43766,99999,43766,99999,
323,attr3_nav_sel0.1,3,43766,99999,1327,57560,22922,79155,33190,89423,
324,balanced_sel0.1,0,16865,73098,8677,64910,0,56233,38787,95020,
325,attr0_nav_sel0.1,0,43766,99999,6782,63015,43766,99999,15332,71565,
326,attr1_nav_sel0.1,1,43766,99999,19162,75395,34012,90245,43710,99943,
327,attr2_nav_sel0.1,2,35443,91676,32541,88774,0,56233,43766,99999,
328,attr3_nav_sel0.1,3,42650,98883,43766,99999,10354,66587,43766,99999,
329,balanced_sel0.1,0,0,56233,2714,58947,43766,99999,43766,99999,
330,attr0_nav_sel0.1,0,43766,99999,43766,99999,0,56233,43766,99999,
331,attr1_nav_sel0.1,1,43766,99999,0,56233,0,56233,0,56233,
332,attr2_nav_sel0.1,2,43766,99999,0,56233,26585,82818,20236,76469,
333,attr3_nav_sel0.1,3,0,56233,21836,78069,25644,81877,10104,66337,
334,balanced_sel0.1,0,43766,99999,43766,99999,43766,99999,13621,69854,
335,attr0_nav_sel0.1,0,3299,59532,9391,65624,0,56233,0,56233,
336,attr1_nav_sel0.1,1,43766,99999,0,56233,43766,99999,0,56233,
337,attr2_nav_sel0.1,2,892,57125,43766,99999,13623,69856,4158,60391,
338,attr3_nav_sel0.1,3,0,56233,25346,81579,38459,94692,10973,67206,
339,balanced_sel0.1,0,0,56233,5394,61627,43766,99999,43766,99999,
340,attr0_nav_sel0.1,0,43014,99247,32465,88698,37561,93794,0,56233,
341,attr1_nav_sel0.1,1,20283,76516,0,56233,0,56233,10080,66313,
342,attr2_nav_sel0.1,2,0,56233,0,56233,40444,96677,23447,79680,
