query_idx,profile,primary_attr,attr0_low,attr0_high,attr1_low,attr1_high,attr2_low,attr2_high,expected_top10
181,attr2_narrow,2,0,499999,0,499999,90634,190633,
182,balanced,0,529093,729092,529093,729092,529093,729092,
183,broad,0,172070,672069,172070,672069,172070,672069,
184,tiny_all,0,854640,859639,854640,859639,854640,859639,
185,small_all,0,485361,495360,485361,495360,485361,495360,
186,medium_all,0,923587,973586,923587,973586,923587,973586,
187,attr0_narrow,0,502513,602512,302513,802512,302513,802512,
188,attr1_narrow,1,500000,999999,791343,891342,500000,999999,
189,attr2_narrow,2,0,499999,0,499999,159937,259936,
190,balanced,0,451212,651211,451212,651211,451212,651211,
191,broad,0,500000,999999,500000,999999,500000,999999,
192,tiny_all,0,908050,913049,908050,913049,908050,913049,
193,small_all,0,912233,922232,912233,922232,912233,922232,
194,medium_all,0,560290,610289,560290,610289,560290,610289,
195,attr0_narrow,0,494013,594012,294013,794012,294013,794012,
196,attr1_narrow,1,37156,537155,237156,337155,37156,537155,
197,attr2_narrow,2,0,499999,0,499999,37244,137243,
198,balanced,0,800000,999999,800000,999999,800000,999999,
199,broad,0,500000,999999,500000,999999,500000,999999,
200,tiny_all,0,93296,98295,93296,98295,93296,98295,
201,small_all,0,777870,787869,777870,787869,777870,787869,
202,medium_all,0,626055,676054,626055,676054,626055,676054,
203,attr0_narrow,0,464868,564867,264868,764867,264868,764867,
204,attr1_narrow,1,444220,944219,644220,744219,444220,944219,
205,attr2_narrow,2,3061,503060,3061,503060,203061,303060,
206,balanced,0,800000,999999,800000,999999,800000,999999,
207,broad,0,0,499999,0,499999,0,499999,
208,tiny_all,0,840218,845217,840218,845217,840218,845217,
209,small_all,0,410144,420143,410144,420143,410144,420143,
210,medium_all,0,274263,324262,274263,324262,274263,324262,
211,attr0_narrow,0,108934,208933,0,499999,0,499999,
212,attr1_narrow,1,444409,944408,644409,744408,444409,944408,
213,attr2_narrow,2,0,499999,0,499999,42691,142690,
214,balanced,0,226986,426985,226986,426985,226986,426985,
215,broad,0,0,499999,0,499999,0,499999,
216,tiny_all,0,206252,211251,206252,211251,206252,211251,
217,small_all,0,615896,625895,615896,625895,615896,625895,
218,medium_all,0,317320,367319,317320,367319,317320,367319,
219,attr0_narrow,0,505865,605864,305865,805864,305865,805864,
220,attr1_narrow,1,171434,671433,371434,471433,171434,671433,
221,attr2_narrow,2,0,499999,0,499999,128727,228726,
222,balanced,0,255899,455898,255899,455898,255899,455898,
223,broad,0,0,499999,0,499999,0,499999,
224,tiny_all,0,139756,144755,139756,144755,139756,144755,
225,small_all,0,707082,717081,707082,717081,707082,717081,
226,medium_all,0,15391,65390,15391,65390,15391,65390,
227,attr0_narrow,0,44921,144920,0,499999,0,499999,
228,attr1_narrow,1,500000,999999,808477,908476,500000,999999,
229,attr2_narrow,2,500000,999999,500000,999999,711179,811178,
230,balanced,0,800000,999999,800000,999999,800000,999999,
231,broad,0,206294,706293,206294,706293,206294,706293,
232,tiny_all,0,968433,973432,968433,973432,968433,973432,
233,small_all,0,405473,415472,405473,415472,405473,415472,
234,medium_all,0,359955,409954,359955,409954,359955,409954,
235,attr0_narrow,0,75393,175392,0,499999,0,499999,
236,attr1_narrow,1,500000,999999,879020,979019,500000,999999,
237,attr2_narrow,2,186785,686784,186785,686784,386785,486784,
238,balanced,0,103724,303723,103724,303723,103724,303723,
239,broad,0,59186,559185,59186,559185,59186,559185,
240,tiny_all,0,16333,21332,16333,21332,16333,21332,
241,small_all,0,669171,679170,669171,679170,669171,679170,
242,medium_all,0,273649,323648,273649,323648,273649,323648,
243,attr0_narrow,0,705704,805703,500000,999999,500000,999999,
244,attr1_narrow,1,0,499999,159708,259707,0,499999,
245,attr2_narrow,2,500000,999999,500000,999999,900000,999999,
246,balanced,0,0,199999,0,199999,0,199999,
247,broad,0,0,499999,0,499999,0,499999,
248,tiny_all,0,652108,657107,652108,657107,652108,657107,
249,small_all,0,587505,597504,587505,597504,587505,597504,
250,medium_all,0,405412,455411,405412,455411,405412,455411,
251,attr0_narrow,0,868971,968970,500000,999999,500000,999999,
252,attr1_narrow,1,500000,999999,886643,986642,500000,999999,
253,attr2_narrow,2,500000,999999,500000,999999,718949,818948,
254,balanced,0,69309,269308,69309,269308,69309,269308,
255,broad,0,225814,725813,225814,725813,225814,725813,
256,tiny_all,0,919397,924396,919397,924396,919397,924396,
257,small_all,0,234416,244415,234416,244415,234416,244415,
258,medium_all,0,845399,895398,845399,895398,845399,895398,
259,attr0_narrow,0,549963,649962,349963,849962,349963,849962,
260,attr1_narrow,1,500000,999999,844368,944367,500000,999999,
261,attr2_narrow,2,500000,999999,500000,999999,821699,921698,
262,balanced,0,618599,818598,618599,818598,618599,818598,
263,broad,0,0,499999,0,499999,0,499999,
264,tiny_all,0,762972,767971,762972,767971,762972,767971,
265,small_all,0,628378,638377,628378,638377,628378,638377,
266,medium_all,0,0,49999,0,49999,0,49999,
267,attr0_narrow,0,867817,967816,500000,999999,500000,999999,
268,attr1_narrow,1,56084,556083,256084,356083,56084,556083,
269,attr2_narrow,2,446755,946754,446755,946754,646755,746754,
270,balanced,0,0,199999,0,199999,0,199999,
271,broad,0,203873,703872,203873,703872,203873,703872,
272,tiny_all,0,358036,363035,358036,363035,358036,363035,
273,small_all,0,107083,117082,107083,117082,107083,117082,
274,medium_all,0,658078,708077,658078,708077,658078,708077,
275,attr0_narrow,0,253020,353019,53020,553019,53020,553019,
276,attr1_narrow,1,500000,999999,845185,945184,500000,999999,
277,attr2_narrow,2,22532,522531,22532,522531,222532,322531,
278,balanced,0,365823,565822,365823,565822,365823,565822,
279,broad,0,500000,999999,500000,999999,500000,999999,
280,tiny_all,0,725760,730759,725760,730759,725760,730759,
281,small_all,0,964698,974697,964698,974697,964698,974697,
282,medium_all,0,186047,236046,186047,236046,186047,236046,
283,attr0_narrow,0,454478,554477,254478,754477,254478,754477,
284,attr1_narrow,1,120007,620006,320007,420006,120007,620006,
285,attr2_narrow,2,500000,999999,500000,999999,810903,910902,
286,balanced,0,386293,586292,386293,586292,386293,586292,
287,broad,0,500000,999999,500000,999999,500000,999999,
288,tiny_all,0,261881,266880,261881,266880,261881,266880,
289,small_all,0,348426,358425,348426,358425,348426,358425,
290,medium_all,0,625248,675247,625248,675247,625248,675247,
291,attr0_narrow,0,210533,310532,10533,510532,10533,510532,
292,attr1_narrow,1,500000,999999,756394,856393,500000,999999,
293,attr2_narrow,2,99512,599511,99512,599511,299512,399511,
294,balanced,0,778833,978832,778833,978832,778833,978832,
295,broad,0,411776,911775,411776,911775,411776,911775,
296,tiny_all,0,588993,593992,588993,593992,588993,593992,
297,small_all,0,81645,91644,81645,91644,81645,91644,
298,medium_all,0,680659,730658,680659,730658,680659,730658,
299,attr0_narrow,0,727062,827061,500000,999999,500000,999999,
300,attr1_narrow,1,118925,618924,318925,418924,118925,618924,
301,attr2_narrow,2,119757,619756,119757,619756,319757,419756,
302,balanced,0,151501,351500,151501,351500,151501,351500,
303,broad,0,500000,999999,500000,999999,500000,999999,
304,tiny_all,0,788781,793780,788781,793780,788781,793780,
305,small_all,0,296327,306326,296327,306326,296327,306326,
306,medium_all,0,208823,258822,208823,258822,208823,258822,
307,attr0_narrow,0,669639,769638,469639,969638,469639,969638,
308,attr1_narrow,1,0,499999,125829,225828,0,499999,
309,attr2_narrow,2,0,499999,0,499999,12881,112880,
310,balanced,0,142613,342612,142613,342612,142613,342612,
311,broad,0,500000,999999,500000,999999,500000,999999,
312,tiny_all,0,749913,754912,749913,754912,749913,754912,
313,small_all,0,132752,142751,132752,142751,132752,142751,
314,medium_all,0,950000,999999,950000,999999,950000,999999,
315,attr0_narrow,0,900000,999999,500000,999999,500000,999999,
316,attr1_narrow,1,495656,995655,695656,795655,495656,995655,
317,attr2_narrow,2,129123,629122,129123,629122,329123,429122,
318,balanced,0,338216,538215,338216,538215,338216,538215,
319,broad,0,270135,770134,270135,770134,270135,770134,
320,tiny_all,0,624396,629395,624396,629395,624396,629395,
321,small_all,0,529054,539053,529054,539053,529054,539053,
322,medium_all,0,404993,454992,404993,454992,404993,454992,
323,attr0_narrow,0,0,99999,0,499999,0,499999,
324,attr1_narrow,1,0,499999,129842,229841,0,499999,
325,attr2_narrow,2,0,499999,0,499999,47098,147097,
326,balanced,0,800000,999999,800000,999999,800000,999999,
327,broad,0,381923,881922,381923,881922,381923,881922,
328,tiny_all,0,643513,648512,643513,648512,643513,648512,
329,small_all,0,508914,518913,508914,518913,508914,518913,
330,medium_all,0,950000,999999,950000,999999,950000,999999,
331,attr0_narrow,0,536751,636750,336751,836750,336751,836750,
332,attr1_narrow,1,0,499999,134191,234190,0,499999,
333,attr2_narrow,2,216832,716831,216832,716831,416832,516831,
334,balanced,0,318058,518057,318058,518057,318058,518057,
335,broad,0,117140,617139,117140,617139,117140,617139,
336,tiny_all,0,595527,600526,595527,600526,595527,600526,
337,small_all,0,50435,60434,50435,60434,50435,60434,
338,medium_all,0,950000,999999,950000,999999,950000,999999,
339,attr0_narrow,0,678063,778062,478063,978062,478063,978062,
340,attr1_narrow,1,500000,999999,900000,999999,500000,999999,
341,attr2_narrow,2,16813,516812,16813,516812,216813,316812,
342,balanced,0,324835,524834,324835,524834,324835,524834,
343,broad,0,0,499999,0,499999,0,499999,
344,tiny_all,0,2789,7788,2789,7788,2789,7788,
345,small_all,0,823309,833308,823309,833308,823309,833308,
346,medium_all,0,540551,590550,540551,590550,540551,590550,
347,attr0_narrow,0,629009,729008,429009,929008,429009,929008,
348,attr1_narrow,1,0,499999,86723,186722,0,499999,
349,attr2_narrow,2,500000,999999,500000,999999,795664,895663,
350,balanced,0,665787,865786,665787,865786,665787,865786,
351,broad,0,294658,794657,294658,794657,294658,794657,
352,tiny_all,0,398412,403411,398412,403411,398412,403411,
353,small_all,0,236425,246424,236425,246424,236425,246424,
354,medium_all,0,297318,347317,297318,347317,297318,347317,
355,attr0_narrow,0,648402,748401,448402,948401,448402,948401,
356,attr1_narrow,1,500000,999999,723803,823802,500000,999999,
357,attr2_narrow,2,0,499999,0,499999,150028,250027,
358,balanced,0,526461,726460,526461,726460,526461,726460,
359,broad,0,394598,894597,394598,894597,394598,894597,
360,tiny_all,0,573223,578222,573223,578222,573223,578222,
361,small_all,0,64970,74969,64970,74969,64970,74969,
362,medium_all,0,239973,289972,239973,289972,239973,289972,
363,attr0_narrow,0,767672,867671,500000,999999,500000,999999,
364,attr1_narrow,1,191555,691554,391555,491554,191555,691554,
365,attr2_narrow,2,498499,998498,498499,998498,698499,798498,
366,balanced,0,497600,697599,497600,697599,497600,697599,
367,broad,0,500000,999999,500000,999999,500000,999999,
368,tiny_all,0,89096,94095,89096,94095,89096,94095,
369,small_all,0,746955,756954,746955,756954,746955,756954,
370,medium_all,0,910246,960245,910246,960245,910246,960245,
371,attr0_narrow,0,463228,563227,263228,763227,263228,763227,
372,attr1_narrow,1,500000,999999,900000,999999,500000,999999,
373,attr2_narrow,2,500000,999999,500000,999999,863262,963261,
374,balanced,0,710096,910095,710096,910095,710096,910095,
375,broad,0,468506,968505,468506,968505,468506,968505,
376,tiny_all,0,46408,51407,46408,51407,46408,51407,
377,small_all,0,172243,182242,172243,182242,172243,182242,
378,medium_all,0,462185,512184,462185,512184,462185,512184,
379,attr0_narrow,0,125092,225091,0,499999,0,499999,
380,attr1_narrow,1,198573,698572,398573,498572,198573,698572,
381,attr2_narrow,2,500000,999999,500000,999999,775905,875904,
382,balanced,0,114749,314748,114749,314748,114749,314748,
383,broad,0,218827,718826,218827,718826,218827,718826,
384,tiny_all,0,307065,312064,307065,312064,307065,312064,
385,small_all,0,689877,699876,689877,699876,689877,699876,
386,medium_all,0,808520,858519,808520,858519,808520,858519,
387,attr0_narrow,0,295925,395924,95925,595924,95925,595924,
388,attr1_narrow,1,94272,594271,294272,394271,94272,594271,
389,attr2_narrow,2,0,499999,0,499999,0,99999,
390,balanced,0,414899,614898,414899,614898,414899,614898,
391,broad,0,500000,999999,500000,999999,500000,999999,
392,tiny_all,0,779261,784260,779261,784260,779261,784260,
393,small_all,0,733942,743941,733942,743941,733942,743941,
394,medium_all,0,54001,104000,54001,104000,54001,104000,
395,attr0_narrow,0,106221,206220,0,499999,0,499999,
396,attr1_narrow,1,423428,923427,623428,723427,423428,923427,
397,attr2_narrow,2,285840,785839,285840,785839,485840,585839,
398,balanced,0,480190,680189,480190,680189,480190,680189,
399,broad,0,500000,999999,500000,999999,500000,999999,
400,tiny_all,0,995000,999999,995000,999999,995000,999999,
401,small_all,0,25135,35134,25135,35134,25135,35134,
402,medium_all,0,812032,862031,812032,862031,812032,862031,
403,attr0_narrow,0,174490,274489,0,499999,0,499999,
404,attr1_narrow,1,275845,775844,475845,575844,275845,775844,
405,attr2_narrow,2,120050,620049,120050,620049,320050,420049,
406,balanced,0,779927,979926,779927,979926,779927,979926,
407,broad,0,0,499999,0,499999,0,499999,
408,tiny_all,0,306892,311891,306892,311891,306892,311891,
409,small_all,0,125051,135050,125051,135050,125051,135050,
410,medium_all,0,335808,385807,335808,385807,335808,385807,
411,attr0_narrow,0,443581,543580,243581,743580,243581,743580,
412,attr1_narrow,1,344548,844547,544548,644547,344548,844547,
413,attr2_narrow,2,280401,780400,280401,780400,480401,580400,
414,balanced,0,800000,999999,800000,999999,800000,999999,
415,broad,0,25453,525452,25453,525452,25453,525452,
416,tiny_all,0,48728,53727,48728,53727,48728,53727,
417,small_all,0,715600,725599,715600,725599,715600,725599,
418,medium_all,0,832442,882441,832442,882441,832442,882441,
419,attr0_narrow,0,394955,494954,194955,694954,194955,694954,
420,attr1_narrow,1,0,499999,9602,109601,0,499999,
421,attr2_narrow,2,302212,802211,302212,802211,502212,602211,
422,balanced,0,603312,803311,603312,803311,603312,803311,
423,broad,0,0,499999,0,499999,0,499999,
424,tiny_all,0,988037,993036,988037,993036,988037,993036,
425,small_all,0,714391,724390,714391,724390,714391,724390,
426,medium_all,0,642499,692498,642499,692498,642499,692498,
427,attr0_narrow,0,205294,305293,5294,505293,5294,505293,
428,attr1_narrow,1,370157,870156,570157,670156,370157,870156,
429,attr2_narrow,2,500000,999999,500000,999999,900000,999999,
430,balanced,0,0,199999,0,199999,0,199999,
431,broad,0,427889,927888,427889,927888,427889,927888,
432,tiny_all,0,778785,783784,778785,783784,778785,783784,
433,small_all,0,45967,55966,45967,55966,45967,55966,
434,medium_all,0,584445,634444,584445,634444,584445,634444,
435,attr0_narrow,0,782611,882610,500000,999999,500000,999999,
436,attr1_narrow,1,64630,564629,264630,364629,64630,564629,
437,attr2_narrow,2,420084,920083,420084,920083,620084,720083,
438,balanced,0,528666,728665,528666,728665,528666,728665,
439,broad,0,500000,999999,500000,999999,500000,999999,
440,tiny_all,0,578083,583082,578083,583082,578083,583082,
441,small_all,0,582162,592161,582162,592161,582162,592161,
442,medium_all,0,6731,56730,6731,56730,6731,56730,
443,attr0_narrow,0,431048,531047,231048,731047,231048,731047,
444,attr1_narrow,1,0,499999,0,99999,0,499999,
445,attr2_narrow,2,0,499999,0,499999,171672,271671,
446,balanced,0,107726,307725,107726,307725,107726,307725,
447,broad,0,379021,879020,379021,879020,379021,879020,
448,tiny_all,0,168406,173405,168406,173405,168406,173405,
449,small_all,0,852328,862327,852328,862327,852328,862327,
450,medium_all,0,0,49999,0,49999,0,49999,
451,attr0_narrow,0,702132,802131,500000,999999,500000,999999,
452,attr1_narrow,1,0,499999,122547,222546,0,499999,
453,attr2_narrow,2,493961,993960,493961,993960,693961,793960,
454,balanced,0,436154,636153,436154,636153,436154,636153,
455,broad,0,367646,867645,367646,867645,367646,867645,
456,tiny_all,0,647014,652013,647014,652013,647014,652013,
457,small_all,0,541875,551874,541875,551874,541875,551874,
458,medium_all,0,743820,793819,743820,793819,743820,793819,
459,attr0_narrow,0,669011,769010,469011,969010,469011,969010,
460,attr1_narrow,1,500000,999999,861845,961844,500000,999999,
461,attr2_narrow,2,0,499999,0,499999,171776,271775,
462,balanced,0,142022,342021,142022,342021,142022,342021,
463,broad,0,500000,999999,500000,999999,500000,999999,
464,tiny_all,0,663773,668772,663773,668772,663773,668772,
465,small_all,0,960178,970177,960178,970177,960178,970177,
466,medium_all,0,936048,986047,936048,986047,936048,986047,
467,attr0_narrow,0,284512,384511,84512,584511,84512,584511,
468,attr1_narrow,1,298793,798792,498793,598792,298793,798792,
469,attr2_narrow,2,0,499999,0,499999,76008,176007,
470,balanced,0,726175,926174,726175,926174,726175,926174,
471,broad,0,0,499999,0,499999,0,499999,
472,tiny_all,0,590544,595543,590544,595543,590544,595543,
473,small_all,0,357978,367977,357978,367977,357978,367977,
474,medium_all,0,904977,954976,904977,954976,904977,954976,
475,attr0_narrow,0,685073,785072,485073,985072,485073,985072,
476,attr1_narrow,1,152920,652919,352920,452919,152920,652919,
477,attr2_narrow,2,390150,890149,390150,890149,590150,690149,
478,balanced,0,473847,673846,473847,673846,473847,673846,
479,broad,0,0,499999,0,499999,0,499999,
480,tiny_all,0,166685,171684,166685,171684,166685,171684,
481,small_all,0,754906,764905,754906,764905,754906,764905,
482,medium_all,0,825647,875646,825647,875646,825647,875646,
483,attr0_narrow,0,197994,297993,0,499999,0,499999,
484,attr1_narrow,1,42800,542799,242800,342799,42800,542799,
485,attr2_narrow,2,0,499999,0,499999,33163,133162,
486,balanced,0,800000,999999,800000,999999,800000,999999,
487,broad,0,0,499999,0,499999,0,499999,
488,tiny_all,0,113301,118300,113301,118300,113301,118300,
