query_idx,profile,primary_attr,attr0_low,attr0_high,attr1_low,attr1_high,attr2_low,attr2_high,expected_top10
54,attr2_narrow,2,0,499999,0,499999,593124,693123,
55,balanced,0,199661,399660,534815,734814,261319,461318,
56,attr0_narrow,0,521947,621946,500000,999999,500000,999999,
57,attr1_narrow,1,0,499999,420093,520092,0,499999,
58,attr2_narrow,2,287763,787762,149884,649883,475386,575385,
59,balanced,0,0,199999,19731,219730,274623,474622,
60,attr0_narrow,0,680113,780112,473948,973947,500000,999999,
61,attr1_narrow,1,490065,990064,900000,999999,0,499999,
62,attr2_narrow,2,500000,999999,356756,856755,304883,404882,
63,balanced,0,87103,287102,353245,553244,670445,870444,
64,attr0_narrow,0,373167,473166,332141,832140,500000,999999,
65,attr1_narrow,1,125542,625541,277628,377627,0,499999,
66,attr2_narrow,2,0,499999,500000,999999,796937,896936,
67,balanced,0,502928,702927,723537,923536,704778,904777,
68,attr0_narrow,0,134952,234951,256157,756156,321372,821371,
69,attr1_narrow,1,500000,999999,338228,438227,494292,994291,
70,attr2_narrow,2,34708,534707,0,499999,554495,654494,
71,balanced,0,576559,776558,55350,255349,45784,245783,
72,attr0_narrow,0,559108,659107,0,499999,500000,999999,
73,attr1_narrow,1,234515,734514,710825,810824,228417,728416,
74,attr2_narrow,2,298611,798610,500000,999999,511314,611313,
75,balanced,0,730272,930271,800000,999999,442799,642798,
76,attr0_narrow,0,7104,107103,183081,683080,500000,999999,
77,attr1_narrow,1,57818,557817,769913,869912,131659,631658,
78,attr2_narrow,2,77926,577925,205706,705705,0,99999,
79,balanced,0,619861,819860,272317,472316,724917,924916,
80,attr0_narrow,0,0,99999,462471,962470,0,499999,
81,attr1_narrow,1,0,499999,187026,287025,0,499999,
82,attr2_narrow,2,0,499999,201756,701755,377093,477092,
83,balanced,0,0,199999,311070,511069,49396,249395,
84,attr0_narrow,0,69321,169320,490657,990656,83514,583513,
85,attr1_narrow,1,0,499999,302606,402605,339203,839202,
86,attr2_narrow,2,500000,999999,463008,963007,180588,280587,
87,balanced,0,18373,218372,375823,575822,800000,999999,
88,attr0_narrow,0,76075,176074,0,499999,392291,892290,
89,attr1_narrow,1,500000,999999,282303,382302,279981,779980,
90,attr2_narrow,2,0,499999,179957,679956,0,99999,
91,balanced,0,751281,951280,100821,300820,642951,842950,
92,attr0_narrow,0,395148,495147,398315,898314,0,499999,
93,attr1_narrow,1,500000,999999,503957,603956,500000,999999,
94,attr2_narrow,2,0,499999,335212,835211,478063,578062,
95,balanced,0,666951,866950,627435,827434,111861,311860,
96,attr0_narrow,0,185192,285191,500000,999999,0,499999,
97,attr1_narrow,1,0,499999,615754,715753,441280,941279,
98,attr2_narrow,2,28188,528187,0,499999,857448,957447,
99,balanced,0,652210,852209,421046,621045,800000,999999,
100,attr0_narrow,0,281366,381365,500000,999999,211389,711388,
101,attr1_narrow,1,0,499999,850606,950605,0,499999,
102,attr2_narrow,2,191370,691369,39785,539784,81672,181671,
103,balanced,0,800000,999999,619127,819126,272675,472674,
104,attr0_narrow,0,726941,826940,231808,731807,500000,999999,
105,attr1_narrow,1,0,499999,186999,286998,59567,559566,
106,attr2_narrow,2,466037,966036,433252,933251,652960,752959,
107,balanced,0,0,199999,0,199999,453781,653780,
108,attr0_narrow,0,415547,515546,142294,642293,179426,679425,
109,attr1_narrow,1,0,499999,68260,168259,100075,600074,
110,attr2_narrow,2,168879,668878,0,499999,279450,379449,
111,balanced,0,20418,220417,710087,910086,775910,975909,
112,attr0_narrow,0,689707,789706,0,499999,500000,999999,
113,attr1_narrow,1,500000,999999,292206,392205,500000,999999,
114,attr2_narrow,2,466184,966183,500000,999999,710659,810658,
115,balanced,0,497157,697156,598569,798568,6577,206576,
116,attr0_narrow,0,689895,789894,257680,757679,500000,999999,
117,attr1_narrow,1,0,499999,66944,166943,444994,944993,
118,attr2_narrow,2,500000,999999,471091,971090,602246,702245,
119,balanced,0,423162,623161,724423,924422,800000,999999,
120,attr0_narrow,0,354001,454000,97813,597812,447987,947986,
121,attr1_narrow,1,0,499999,435527,535526,500000,999999,
122,attr2_narrow,2,500000,999999,0,499999,391473,491472,
123,balanced,0,193663,393662,716647,916646,277746,477745,
124,attr0_narrow,0,518789,618788,0,499999,230857,730856,
125,attr1_narrow,1,457986,957985,443688,543687,0,499999,
126,attr2_narrow,2,500000,999999,0,499999,791261,891260,
127,balanced,0,260348,460347,438582,638581,773161,973160,
128,attr0_narrow,0,571292,671291,0,499999,0,499999,
129,attr1_narrow,1,33726,533725,165694,265693,25066,525065,
130,attr2_narrow,2,349904,849903,320206,820205,118895,218894,
131,balanced,0,502095,702094,257248,457247,785147,985146,
132,attr0_narrow,0,526233,626232,500000,999999,500000,999999,
133,attr1_narrow,1,21051,521050,597346,697345,214186,714185,
134,attr2_narrow,2,500000,999999,0,499999,630044,730043,
135,balanced,0,504913,704912,785328,985327,204976,404975,
136,attr0_narrow,0,508369,608368,206266,706265,500000,999999,
137,attr1_narrow,1,339008,839007,172462,272461,0,499999,
138,attr2_narrow,2,7610,507609,116251,616250,300095,400094,
139,balanced,0,374968,574967,603520,803519,773785,973784,
140,attr0_narrow,0,182027,282026,266628,766627,395314,895313,
141,attr1_narrow,1,157774,657773,506412,606411,0,499999,
142,attr2_narrow,2,500000,999999,0,499999,861130,961129,
143,balanced,0,680693,880692,729527,929526,125742,325741,
144,attr0_narrow,0,329489,429488,0,499999,500000,999999,
145,attr1_narrow,1,184211,684210,214860,314859,500000,999999,
146,attr2_narrow,2,0,499999,500000,999999,900000,999999,
147,balanced,0,679838,879837,0,199999,644672,844671,
148,attr0_narrow,0,89084,189083,80534,580533,101517,601516,
149,attr1_narrow,1,500000,999999,106405,206404,281830,781829,
150,attr2_narrow,2,99708,599707,94833,594832,820742,920741,
151,balanced,0,298180,498179,620233,820232,224020,424019,
152,attr0_narrow,0,900000,999999,0,499999,0,499999,
153,attr1_narrow,1,127374,627373,528144,628143,0,499999,
154,attr2_narrow,2,112498,612497,492557,992556,469368,569367,
155,balanced,0,800000,999999,244992,444991,288558,488557,
156,attr0_narrow,0,322182,422181,500000,999999,63542,563541,
157,attr1_narrow,1,500000,999999,207823,307822,0,499999,
158,attr2_narrow,2,198861,698860,74112,574111,293110,393109,
159,balanced,0,43104,243103,344211,544210,428831,628830,
160,attr0_narrow,0,299943,399942,500000,999999,0,499999,
161,attr1_narrow,1,135187,635186,395992,495991,360449,860448,
162,attr2_narrow,2,48576,548575,68850,568849,560825,660824,
163,balanced,0,215313,415312,48442,248441,800000,999999,
164,attr0_narrow,0,284271,384270,500000,999999,0,499999,
165,attr1_narrow,1,500000,999999,38162,138161,0,499999,
166,attr2_narrow,2,500000,999999,0,499999,333567,433566,
167,balanced,0,398294,598293,716979,916978,409142,609141,
168,attr0_narrow,0,0,99999,333697,833696,500000,999999,
169,attr1_narrow,1,14171,514170,405525,505524,440746,940745,
170,attr2_narrow,2,500000,999999,500000,999999,59727,159726,
171,balanced,0,515029,715028,800000,999999,800000,999999,
172,attr0_narrow,0,200287,300286,6261,506260,45604,545603,
173,attr1_narrow,1,0,499999,426765,526764,0,499999,
174,attr2_narrow,2,500000,999999,0,499999,805169,905168,
175,balanced,0,635084,835083,0,199999,503013,703012,
176,attr0_narrow,0,605135,705134,0,499999,368125,868124,
177,attr1_narrow,1,0,499999,808052,908051,500000,999999,
178,attr2_narrow,2,328874,828873,351238,851237,830898,930897,
179,balanced,0,0,199999,577344,777343,534021,734020,
180,attr0_narrow,0,766624,866623,500000,999999,352145,852144,
181,attr1_narrow,1,500000,999999,69849,169848,90987,590986,
182,attr2_narrow,2,385993,885992,500000,999999,16262,116261,
183,balanced,0,416292,616291,422080,622079,607258,807257,
184,attr0_narrow,0,666543,766542,0,499999,251838,751837,
185,attr1_narrow,1,500000,999999,534554,634553,175741,675740,
186,attr2_narrow,2,37426,537425,0,499999,742211,842210,
187,balanced,0,258590,458589,39358,239357,721439,921438,
188,attr0_narrow,0,74996,174995,228592,728591,500000,999999,
189,attr1_narrow,1,141160,641159,99792,199791,131972,631971,
190,attr2_narrow,2,80966,580965,0,499999,756446,856445,
191,balanced,0,111963,311962,395459,595458,647106,847105,
192,attr0_narrow,0,900000,999999,420354,920353,394507,894506,
193,attr1_narrow,1,31119,531118,801832,901831,32536,532535,
194,attr2_narrow,2,98829,598828,344338,844337,629038,729037,
195,balanced,0,800000,999999,800000,999999,276923,476922,
196,attr0_narrow,0,246119,346118,0,499999,500000,999999,
197,attr1_narrow,1,500000,999999,663789,763788,0,499999,
198,attr2_narrow,2,0,499999,0,499999,842911,942910,
199,balanced,0,325658,525657,684697,884696,530843,730842,
200,attr0_narrow,0,401673,501672,333280,833279,84048,584047,
201,attr1_narrow,1,0,499999,320043,420042,0,499999,
202,attr2_narrow,2,346382,846381,443729,943728,31602,131601,
203,balanced,0,172623,372622,221939,421938,77962,277961,
204,attr0_narrow,0,406225,506224,0,499999,500000,999999,
205,attr1_narrow,1,0,499999,821514,921513,0,499999,
206,attr2_narrow,2,500000,999999,500000,999999,222834,322833,
207,balanced,0,232396,432395,633009,833008,184839,384838,
208,attr0_narrow,0,376814,476813,39606,539605,0,499999,
209,attr1_narrow,1,227029,727028,709330,809329,500000,999999,
210,attr2_narrow,2,202882,702881,103040,603039,6630,106629,
211,balanced,0,598021,798020,694962,894961,800000,999999,
212,attr0_narrow,0,369190,469189,64275,564274,292238,792237,
213,attr1_narrow,1,500000,999999,268700,368699,283521,783520,
214,attr2_narrow,2,93898,593897,161419,661418,373374,473373,
215,balanced,0,152837,352836,0,199999,34338,234337,
216,attr0_narrow,0,815438,915437,66386,566385,241452,741451,
217,attr1_narrow,1,500000,999999,900000,999999,323763,823762,
218,attr2_narrow,2,54580,554579,430526,930525,691002,791001,
219,balanced,0,667353,867352,586333,786332,603466,803465,
220,attr0_narrow,0,900000,999999,149917,649916,365145,865144,
221,attr1_narrow,1,500000,999999,163755,263754,500000,999999,
222,attr2_narrow,2,0,499999,0,499999,376156,476155,
223,balanced,0,794682,994681,157361,357360,800000,999999,
224,attr0_narrow,0,470988,570987,500000,999999,0,499999,
225,attr1_narrow,1,466974,966973,412137,512136,0,499999,
226,attr2_narrow,2,0,499999,0,499999,634091,734090,
227,balanced,0,343454,543453,0,199999,0,199999,
228,attr0_narrow,0,676911,776910,340895,840894,390570,890569,
229,attr1_narrow,1,500000,999999,0,99999,391796,891795,
230,attr2_narrow,2,500000,999999,328280,828279,336677,436676,
231,balanced,0,284496,484495,371829,571828,800000,999999,
232,attr0_narrow,0,374323,474322,500000,999999,500000,999999,
233,attr1_narrow,1,75844,575843,252961,352960,0,499999,
234,attr2_narrow,2,340567,840566,500000,999999,209524,309523,
235,balanced,0,800000,999999,496470,696469,124733,324732,
236,attr0_narrow,0,806899,906898,0,499999,0,499999,
237,attr1_narrow,1,336422,836421,137368,237367,0,499999,
238,attr2_narrow,2,461926,961925,202303,702302,405634,505633,
239,balanced,0,371353,571352,357300,557299,113462,313461,
240,attr0_narrow,0,554023,654022,0,499999,500000,999999,
241,attr1_narrow,1,426536,926535,540777,640776,500000,999999,
242,attr2_narrow,2,500000,999999,500000,999999,417351,517350,
243,balanced,0,535125,735124,800000,999999,701218,901217,
244,attr0_narrow,0,330015,430014,0,499999,490671,990670,
245,attr1_narrow,1,466860,966859,0,99999,167569,667568,
246,attr2_narrow,2,406913,906912,436756,936755,887685,987684,
247,balanced,0,688423,888422,0,199999,0,199999,
248,attr0_narrow,0,7189,107188,0,499999,0,499999,
249,attr1_narrow,1,134162,634161,121536,221535,0,499999,
250,attr2_narrow,2,0,499999,0,499999,425658,525657,
251,balanced,0,392962,592961,0,199999,183673,383672,
252,attr0_narrow,0,0,99999,500000,999999,0,499999,
253,attr1_narrow,1,500000,999999,900000,999999,500000,999999,
254,attr2_narrow,2,3198,503197,327913,827912,688685,788684,
255,balanced,0,70198,270197,389244,589243,0,199999,
256,attr0_narrow,0,574430,674429,439922,939921,296016,796015,
257,attr1_narrow,1,0,499999,102072,202071,0,499999,
258,attr2_narrow,2,369490,869489,314122,814121,617120,717119,
259,balanced,0,0,199999,766649,966648,723731,923730,
260,attr0_narrow,0,49504,149503,337324,837323,41681,541680,
261,attr1_narrow,1,233735,733734,755418,855417,224895,724894,
262,attr2_narrow,2,500000,999999,183344,683343,848118,948117,
263,balanced,0,72819,272818,122895,322894,800000,999999,
264,attr0_narrow,0,0,99999,280505,780504,0,499999,
265,attr1_narrow,1,219565,719564,210518,310517,144541,644540,
266,attr2_narrow,2,0,499999,0,499999,442762,542761,
267,balanced,0,394274,594273,337559,537558,479616,679615,
268,attr0_narrow,0,406959,506958,500000,999999,119242,619241,
269,attr1_narrow,1,211206,711205,900000,999999,316979,816978,
270,attr2_narrow,2,500000,999999,322288,822287,900000,999999,
271,balanced,0,800000,999999,440522,640521,193111,393110,
272,attr0_narrow,0,499559,599558,227124,727123,0,499999,
273,attr1_narrow,1,108485,608484,111085,211084,215432,715431,
274,attr2_narrow,2,6496,506495,481629,981628,315159,415158,
275,balanced,0,236805,436804,0,199999,800000,999999,
276,attr0_narrow,0,577339,677338,500000,999999,0,499999,
277,attr1_narrow,1,379274,879273,647856,747855,74373,574372,
278,attr2_narrow,2,227844,727843,0,499999,654261,754260,
279,balanced,0,35409,235408,380526,580525,170919,370918,
280,attr0_narrow,0,821810,921809,323748,823747,193452,693451,
281,attr1_narrow,1,0,499999,861287,961286,383545,883544,
282,attr2_narrow,2,500000,999999,0,499999,90559,190558,
283,balanced,0,43206,243205,70446,270445,0,199999,
284,attr0_narrow,0,211935,311934,0,499999,500000,999999,
285,attr1_narrow,1,0,499999,759055,859054,117933,617932,
286,attr2_narrow,2,0,499999,2237,502236,12952,112951,
287,balanced,0,361162,561161,483721,683720,344941,544940,
288,attr0_narrow,0,438394,538393,358273,858272,500000,999999,
289,attr1_narrow,1,500000,999999,0,99999,207987,707986,
290,attr2_narrow,2,500000,999999,169916,669915,882765,982764,
291,balanced,0,487614,687613,600952,800951,480739,680738,
292,attr0_narrow,0,331579,431578,287718,787717,500000,999999,
293,attr1_narrow,1,0,499999,564928,664927,87636,587635,
294,attr2_narrow,2,0,499999,0,499999,220446,320445,
295,balanced,0,310363,510362,460360,660359,466561,666560,
296,attr0_narrow,0,831271,931270,303226,803225,394696,894695,
297,attr1_narrow,1,365912,865911,326139,426138,204858,704857,
298,attr2_narrow,2,66347,566346,129994,629993,900000,999999,
299,balanced,0,314786,514785,276615,476614,509506,709505,
300,attr0_narrow,0,730108,830107,185218,685217,500000,999999,
301,attr1_narrow,1,0,499999,28597,128596,161783,661782,
302,attr2_narrow,2,189650,689649,249981,749980,392030,492029,
303,balanced,0,134670,334669,347423,547422,271682,471681,
304,attr0_narrow,0,900000,999999,500000,999999,108365,608364,
305,attr1_narrow,1,223422,723421,0,99999,471713,971712,
306,attr2_narrow,2,194605,694604,0,499999,768525,868524,
307,balanced,0,52796,252795,363387,563386,0,199999,
308,attr0_narrow,0,0,99999,349415,849414,11572,511571,
309,attr1_narrow,1,500000,999999,184700,284699,500000,999999,
310,attr2_narrow,2,0,499999,291864,791863,321128,421127,
311,balanced,0,206680,406679,320507,520506,745107,945106,
312,attr0_narrow,0,501820,601819,370032,870031,7680,507679,
313,attr1_narrow,1,139812,639811,133911,233910,0,499999,
314,attr2_narrow,2,424181,924180,76083,576082,564278,664277,
315,balanced,0,489531,689530,684443,884442,93690,293689,
316,attr0_narrow,0,652341,752340,500000,999999,0,499999,
317,attr1_narrow,1,126390,626389,314878,414877,500000,999999,
318,attr2_narrow,2,239372,739371,39391,539390,639648,739647,
319,balanced,0,679817,879816,542361,742360,620021,820020,
320,attr0_narrow,0,261370,361369,176036,676035,500000,999999,
321,attr1_narrow,1,500000,999999,270409,370408,0,499999,
322,attr2_narrow,2,0,499999,20107,520106,107475,207474,
323,balanced,0,0,199999,0,199999,36767,236766,
324,attr0_narrow,0,821404,921403,192006,692005,0,499999,
325,attr1_narrow,1,500000,999999,555869,655868,110731,610730,
326,attr2_narrow,2,20973,520972,0,499999,809241,909240,
327,balanced,0,194821,394820,257721,457720,800000,999999,
328,attr0_narrow,0,411446,511445,0,499999,0,499999,
329,attr1_narrow,1,360892,860891,381733,481732,0,499999,
330,attr2_narrow,2,330254,830253,500000,999999,263784,363783,
331,balanced,0,335846,535845,735056,935055,121232,321231,
332,attr0_narrow,0,562898,662897,147697,647696,0,499999,
333,attr1_narrow,1,500000,999999,287759,387758,0,499999,
334,attr2_narrow,2,24683,524682,318282,818281,0,99999,
335,balanced,0,538978,738977,92023,292022,800000,999999,
336,attr0_narrow,0,176181,276180,0,499999,0,499999,
337,attr1_narrow,1,488434,988433,779188,879187,0,499999,
338,attr2_narrow,2,0,499999,0,499999,491430,591429,
339,balanced,0,396803,596802,795448,995447,624011,824010,
340,attr0_narrow,0,462369,562368,500000,999999,117688,617687,
341,attr1_narrow,1,364186,864185,348946,448945,454706,954705,
342,attr2_narrow,2,259396,759395,98928,598927,842847,942846,
343,balanced,0,800000,999999,800000,999999,80277,280276,
344,attr0_narrow,0,671343,771342,500000,999999,0,499999,
345,attr1_narrow,1,0,499999,539652,639651,185963,685962,
346,attr2_narrow,2,340698,840697,0,499999,235836,335835,
347,balanced,0,112098,312097,376422,576421,380011,580010,
348,attr0_narrow,0,0,99999,0,499999,149168,649167,
349,attr1_narrow,1,0,499999,298482,398481,253635,753634,
350,attr2_narrow,2,0,499999,500000,999999,106617,206616,
351,balanced,0,443372,643371,249803,449802,145287,345286,
352,attr0_narrow,0,266003,366002,376323,876322,183846,683845,
353,attr1_narrow,1,262921,762920,469694,569693,0,499999,
354,attr2_narrow,2,475401,975400,0,499999,657807,757806,
355,balanced,0,311693,511692,746804,946803,237046,437045,
356,attr0_narrow,0,647883,747882,304951,804950,0,499999,
357,attr1_narrow,1,0,499999,522877,622876,0,499999,
358,attr2_narrow,2,0,499999,0,499999,7455,107454,
359,balanced,0,7271,207270,54850,254849,225399,425398,
360,attr0_narrow,0,335949,435948,0,499999,500000,999999,
361,attr1_narrow,1,500000,999999,498269,598268,0,499999,
362,attr2_narrow,2,94176,594175,5721,505720,444286,544285,
363,balanced,0,626692,826691,642405,842404,139366,339365,
364,attr0_narrow,0,661589,761588,0,499999,0,499999,
365,attr1_narrow,1,500000,999999,15863,115862,500000,999999,
366,attr2_narrow,2,162563,662562,0,499999,288531,388530,
367,balanced,0,8959,208958,337769,537768,620678,820677,
368,attr0_narrow,0,700191,800190,85249,585248,4255,504254,
369,attr1_narrow,1,500000,999999,317393,417392,500000,999999,
370,attr2_narrow,2,0,499999,149310,649309,408785,508784,
371,balanced,0,388693,588692,153791,353790,582600,782599,
372,attr0_narrow,0,135818,235817,500000,999999,284714,784713,
373,attr1_narrow,1,0,499999,311831,411830,500000,999999,
374,attr2_narrow,2,375490,875489,320616,820615,894121,994120,
375,balanced,0,800000,999999,800000,999999,238907,438906,
376,attr0_narrow,0,517086,617085,495464,995463,0,499999,
377,attr1_narrow,1,500000,999999,872749,972748,25998,525997,
378,attr2_narrow,2,270443,770442,0,499999,148313,248312,
379,balanced,0,0,199999,663907,863906,120941,320940,
380,attr0_narrow,0,34640,134639,93541,593540,133668,633667,
381,attr1_narrow,1,0,499999,0,99999,130925,630924,
382,attr2_narrow,2,382442,882441,350603,850602,413546,513545,
383,balanced,0,121370,321369,279223,479222,299145,499144,
384,attr0_narrow,0,333442,433441,148199,648198,500000,999999,
385,attr1_narrow,1,500000,999999,118619,218618,500000,999999,
386,attr2_narrow,2,500000,999999,390802,890801,4030,104029,
387,balanced,0,502262,702261,111998,311997,579105,779104,
388,attr0_narrow,0,168504,268503,70003,570002,298802,798801,
389,attr1_narrow,1,500000,999999,309753,409752,500000,999999,
390,attr2_narrow,2,332899,832898,148023,648022,0,99999,
391,balanced,0,192027,392026,341825,541824,0,199999,
392,attr0_narrow,0,465680,565679,500000,999999,0,499999,
393,attr1_narrow,1,500000,999999,737943,837942,500000,999999,
394,attr2_narrow,2,382066,882065,9529,509528,339142,439141,
395,balanced,0,800000,999999,371689,571688,755263,955262,
396,attr0_narrow,0,347356,447355,0,499999,500000,999999,
397,attr1_narrow,1,277320,777319,516613,616612,0,499999,
398,attr2_narrow,2,500000,999999,167167,667166,0,99999,
399,balanced,0,800000,999999,674650,874649,457476,657475,
400,attr0_narrow,0,448482,548481,487611,987610,500000,999999,
401,attr1_narrow,1,78365,578364,742113,842112,397531,897530,
402,attr2_narrow,2,419238,919237,229946,729945,72880,172879,
403,balanced,0,217750,417749,693655,893654,145856,345855,
404,attr0_narrow,0,472856,572855,428554,928553,0,499999,
405,attr1_narrow,1,294142,794141,726279,826278,37370,537369,
406,attr2_narrow,2,500000,999999,500000,999999,586614,686613,
407,balanced,0,453780,653779,800000,999999,405852,605851,
408,attr0_narrow,0,881063,981062,500000,999999,0,499999,
409,attr1_narrow,1,500000,999999,270994,370993,0,499999,
410,attr2_narrow,2,0,499999,500000,999999,446403,546402,
411,balanced,0,512861,712860,178169,378168,800000,999999,
412,attr0_narrow,0,508044,608043,269738,769737,0,499999,
413,attr1_narrow,1,105175,605174,270548,370547,0,499999,
414,attr2_narrow,2,318040,818039,214378,714377,692027,792026,
415,balanced,0,0,199999,113226,313225,0,199999,
416,attr0_narrow,0,900000,999999,0,499999,0,499999,
417,attr1_narrow,1,153873,653872,150781,250780,0,499999,
418,attr2_narrow,2,500000,999999,500000,999999,312454,412453,
419,balanced,0,298454,498453,800000,999999,452871,652870,
420,attr0_narrow,0,177357,277356,129108,629107,431068,931067,
421,attr1_narrow,1,500000,999999,634015,734014,173014,673013,
422,attr2_narrow,2,25450,525449,0,499999,111599,211598,
423,balanced,0,0,199999,427136,627135,0,199999,
424,attr0_narrow,0,102218,202217,310952,810951,403643,903642,
425,attr1_narrow,1,59541,559540,223447,323446,0,499999,
426,attr2_narrow,2,500000,999999,0,499999,136988,236987,
427,balanced,0,131402,331401,509863,709862,667407,867406,
428,attr0_narrow,0,744303,844302,0,499999,395207,895206,
429,attr1_narrow,1,386604,886603,302210,402209,496136,996135,
430,attr2_narrow,2,354935,854934,249480,749479,687554,787553,
431,balanced,0,305477,505476,726654,926653,538585,738584,
432,attr0_narrow,0,769546,869545,0,499999,500000,999999,
433,attr1_narrow,1,333158,833157,900000,999999,0,499999,
434,attr2_narrow,2,0,499999,0,499999,193627,293626,
435,balanced,0,800000,999999,800000,999999,0,199999,
436,attr0_narrow,0,607883,707882,500000,999999,0,499999,
437,attr1_narrow,1,0,499999,684010,784009,0,499999,
438,attr2_narrow,2,0,499999,114329,614328,310379,410378,
439,balanced,0,361574,561573,760920,960919,153929,353928,
440,attr0_narrow,0,763177,863176,500000,999999,220568,720567,
441,attr1_narrow,1,453165,953164,900000,999999,0,499999,
442,attr2_narrow,2,500000,999999,481564,981563,51531,151530,
443,balanced,0,218988,418987,296893,496892,800000,999999,
444,attr0_narrow,0,696477,796476,258789,758788,500000,999999,
445,attr1_narrow,1,115382,615381,303895,403894,357955,857954,
446,attr2_narrow,2,188331,688330,0,499999,396190,496189,
447,balanced,0,748367,948366,212164,412163,3820,203819,
448,attr0_narrow,0,0,99999,500000,999999,500000,999999,
449,attr1_narrow,1,500000,999999,0,99999,500000,999999,
450,attr2_narrow,2,500000,999999,0,499999,477667,577666,
451,balanced,0,566882,766881,164107,364106,0,199999,
452,attr0_narrow,0,460792,560791,481414,981413,500000,999999,
453,attr1_narrow,1,0,499999,62930,162929,500000,999999,
454,attr2_narrow,2,500000,999999,349948,849947,205647,305646,
455,balanced,0,0,199999,266511,466510,460823,660822,
456,attr0_narrow,0,188850,288849,44963,544962,0,499999,
457,attr1_narrow,1,500000,999999,156297,256296,239348,739347,
458,attr2_narrow,2,500000,999999,500000,999999,657593,757592,
459,balanced,0,800000,999999,217356,417355,370332,570331,
460,attr0_narrow,0,220339,320338,500000,999999,104064,604063,
461,attr1_narrow,1,428454,928453,635012,735011,500000,999999,
462,attr2_narrow,2,166243,666242,500000,999999,0,99999,
463,balanced,0,0,199999,272623,472622,237804,437803,
464,attr0_narrow,0,570502,670501,500000,999999,500000,999999,
465,attr1_narrow,1,0,499999,329619,429618,237440,737439,
466,attr2_narrow,2,500000,999999,500000,999999,0,99999,
467,balanced,0,397580,597579,0,199999,800000,999999,
468,attr0_narrow,0,0,99999,500000,999999,346812,846811,
469,attr1_narrow,1,500000,999999,877008,977007,0,499999,
470,attr2_narrow,2,281029,781028,500000,999999,795963,895962,
