"path","bytes","sha256","all_metric_lines"
"bigvectorbench_app_reviews/router_p0/fixed_attr0.log","781","5d2719bd4e249c251b41e7dc2ac7cb8ecaa0bb903890bd89cda8b3b86f40d23b","1"
"bigvectorbench_app_reviews/router_p0/fixed_attr1_per_query.csv","756596","9d915c451dbe5a57952d051410ca9a48c080c477e637d51072a66f1dc574f65d","0"
"bigvectorbench_app_reviews/router_p0/fixed_attr1.log","779","e0854406a457d7ffc154d8af8f9a640e408c7890f51b9698e18ff4e50cc802df","1"
"bigvectorbench_app_reviews/router_p0/fixed_attr2_per_query.csv","770864","f4a663df39887fff4581551fd1fe1453e59615f0d395a3e938dc4dfc41d6f7e6","0"
"bigvectorbench_app_reviews/router_p0/fixed_attr2.log","781","f1f6da6f53b392fb3b26b96103c56f514e70625e8efc59d2c26d6dbc623c52d5","1"
"bigvectorbench_app_reviews/router_p0/oracle_grid_summary.txt","1223","c7f4667f25dd8d59e8b0dffd9a8aafb81408c5ee44dc04df3e86406489dd364e","0"
"bigvectorbench_app_reviews/router_p0/run.log","2009","29a053ac5b0ddee5e229fd47fdc3f563054d8573ed6d1b81aab3ceb12733e89e","4"
"bigvectorbench_app_reviews/router_p0/weighted_per_query.csv","754556","c2a9d3eeb400e5fa93452490a3cfdf9bbf65d9d0c868c5783a7e8d33f55cdec7","0"
"bigvectorbench_app_reviews/router_p0/weighted.log","769","7ddf5ccb3ff34aaa20282c01149fb55df4714dd659fa3a8f4e5ea13c5996e0ab","1"
"bigvectorbench_app_reviews/topk/dsg_ef4096_k1.log","769","e4139e03d3420e8b9814034708bc419d2cae65e7f7eea6a0c2a7278170e9d025","1"
"bigvectorbench_app_reviews/topk/dsg_ef4096_k10.log","769","535f6c31a3c14297e0c163e03b7db04be927d73726fd60725eb12f5b0c72dbff","1"
"bigvectorbench_app_reviews/topk/dsg_ef4096_k100.log","769","c366a00ef839677e0b204e77472579fadee6ad7606ce9cdd26f8b7d8a3efcad3","1"
"bigvectorbench_app_reviews/topk/dsg_ef4096_k50.log","769","31b9fa31a624061cb86e32e99dc335da37c09447314ca41a1b0b29630d5f0f14","1"
"deep_10m_96d/build_dsg/attr0.log","1969","63c0a62e0fcc332f744da49041e42fdfd87e3395b694420f2e57cd6c9dce228d","0"
"deep_10m_96d/build_dsg/attr1.log","1970","28ed7a97e5179c55b8645900294542292d654afdbda75956c2a7603b72f68e02","0"
"deep_10m_96d/build_dsg/attr2.log","1961","bfa7228eddfe61b07af01c1886ed5fef2328702f482ee4b5b6cb392639fa33c2","0"
"deep_10m_96d/build_hnsw/M16.log","1175","69dcf1abc138566d6d32450443ecae9f7543c9fb0e1c06117e2ee29fbabc0b7e","0"
"deep_10m_96d/dynamic/count1000.log","1090","095648e9143c48f377709c2bb45efd365c7ebebced60f49abe18a2616a419b40","0"
"deep_10m_96d/dynamic/count10000.log","1098","be2aad995b1e7075815f0cd5d301ba8a2695fee1dfb3ced0d7456ae4f1cd7261","0"
"deep_10m_96d/dynamic/count20000.log","1098","176a04d7ad8699bf2ff9148aac2cc9b1ef074bb98c8b313e912fdd5dcb912ed9","0"
"deep_10m_96d/dynamic/count5000.log","1095","730878af773657536d868eec6ee2d040900821d338e2295d3532a1794ddfd207","0"
"deep_10m_96d/followup/dynamic_cost_breakdown/delta0.log","2662","e3321609fada918a7dfe2c9ae478a707d066430b308327d9fa854e3e2fe68f52","0"
"deep_10m_96d/followup/dynamic_cost_breakdown/delta100000.log","2703","e564f76cc7fe0fd378a45538a44ba98e5eb18d6b8fb3a1a7b65ad9e26ace3482","0"
"deep_10m_96d/followup/dynamic_cost_breakdown/delta50000.log","2690","cba4be200d4ab74bb512128c5e58224c013f2239e5a697c25a293edb51e620b2","0"
"deep_10m_96d/followup/dynamic_delta/count.log","1345","210b49ad50d74bebbca3dcb37f75a8563e678aa68519863844d7ffaafe73c48f","0"
"deep_10m_96d/followup/dynamic_delta/count100000.log","2420","be8ec1c9e95849b8d60050c2e49df971aff7747e7c2f2a7f79b118b39a176c1a","0"
"deep_10m_96d/followup/dynamic_delta/count25000.log","2412","a9d74ffea1bc98dc4a3c95eb368de9204d15f22c83680f5da44b9efac2a95465","0"
"deep_10m_96d/followup/dynamic_delta/count50000.log","2414","dbb90624661d8ad0021d4818688a3ca564d51765cd4cf269077d7c80545818dd","0"
"deep_10m_96d/followup/dynamic_delta/master.log","65","66a2ff0ac54f6bb5578676392d128b24393921449ffe2d0fc99a6a8f22481a57","0"
"deep_10m_96d/followup/dynamic_threshold/tau005_count100000.log","2417","f488436c8ca6ba963a5c66da27f5117156a4b8b4fb7e506425bd548c3223d806","0"
"deep_10m_96d/followup/dynamic_threshold/tau01_count100000.log","2415","5718c6e30f049519e3b8b39a7ace24e238673e188650615dbf3d3ab98e7288bc","0"
"deep_10m_96d/followup/dynamic_threshold/tau02_count100000.log","2413","7ce0096b632cbac6913769f20fbdd01c09550da627d0ca05875b8ee00204804c","0"
"deep_10m_96d/followup/dynamic_threshold/tau10_count100000.log","2411","ac7c87a62960e400782910e2110c83d386f6915f757fff459a085c425afb264d","0"
"deep_10m_96d/prefilter_hybrid/generate_filters.log","86","d228792c49c60e45ddb18683018dbdc6f974f64b4db2d6fdc3461c3152c7bfe2","0"
"deep_10m_96d/prefilter_hybrid/hybrid_estimation_error_thresholds.txt","6476","6d53552990305ebe405c319744a06afa6af2c6a3bedf0ab84b7781cee60248ce","0"
"deep_10m_96d/prefilter_hybrid/hybrid_thresholds_ef1024.txt","3022","41ae213040263dc8c169a7c9e36fd99c2077aa6a469606b196ac2a012b1a1e55","0"
"deep_10m_96d/prefilter_hybrid/multi_dsg_selectivity_ef1024.log","2104","1dc74374390b502432711bb5bba2ffce46112850b36466b0301f3d59f014ddee","1"
"deep_10m_96d/prefilter_hybrid/prefilter_selectivity.log","1152","5113b065e498d07a673f961d1efb4fb420803519bbca67ac6e92fe8eb45abfef","1"
"deep_10m_96d/prepare/reorder.log","1777","4e00640672443cd271bad8da5efb307f0b54e67d130f082801c5ae7921644a73","0"
"deep_10m_96d/prepare/workload.log","3698","b3c8c71631159a14e5591a45188bb87b700163937512d10598e3fa86105b452b","0"
"deep_10m_96d/query/anomaly/ef1024_first.log","1534","fe71333650e2e6cadad457835e967ea513a9c7bb3a0e461435e4490005f44bb7","1"
"deep_10m_96d/query/hnsw_insearch/ef128.log","913","0595439dc854d5847951e40517e4fdba7ed29b9100abff96bf9a90602dca9341","1"
"deep_10m_96d/query/hnsw_insearch/ef256.log","917","b77586cb34913a143a5e2f1d413e92aa8518230c352d9cd0802205b036bf541a","1"
"deep_10m_96d/query/hnsw_insearch/ef512.log","918","e0abdbe675928a83b0d71fed279e3354d57e4cf17615e3687ac5bfd3ef331846","1"
"deep_10m_96d/query/hnsw_insearch/ef64.log","897","5badd851ecd1fcb69797da34e37ec9d1c3ebff4a7ee493f9988b406a51e76a5c","1"
"deep_10m_96d/query/hnsw_postfilter/c16384.log","925","2bf3cbdde5b889d4256445797708af9636350366c1f94ea2164e3a83089a3f12","1"
"deep_10m_96d/query/hnsw_postfilter/c32768.log","925","d58c0001cc2ed7766da0b408e657efee18f100d2b3ab2ae163e8ea40704a2fba","1"
"deep_10m_96d/query/hnsw_postfilter/c4096.log","906","5fa98751de17f4a27a8b6d4beaa3fb51f09452049085a5099f298a6204826bdd","1"
"deep_10m_96d/query/hnsw_postfilter/c8192.log","912","65ea0c4d13bdfc0fd7d73a0ef83d866520ace7f6a3d21351386d9a5569914e4f","1"
"deep_10m_96d/query/indexed_attrs_ablation/attrs0_ef1024.log","1315","4eaaf999acb4a2657949741492b4c2693dd20e9d03d6fd018cef0ad0a480f612","1"
"deep_10m_96d/query/indexed_attrs_ablation/attrs01_ef1024.log","1424","14b9a6ed202e85b707b76894b0290f722b43f0757a7f3c656d4047efe7792447","1"
"deep_10m_96d/query/indexed_attrs_ablation/attrs012_ef1024.log","1534","a0391fd338c43a10d783239137e6f4c74388e9a98533389052843ed89b0697fa","1"
"deep_10m_96d/query/interference_20260624/dsg_ef1024_run1.log","1534","0b0d9d260121119278bb56c335e5b8da3a60d3067e644641bbf45f4050792c59","1"
"deep_10m_96d/query/interference_20260624/dsg_ef1024_run2.log","301","f70b8f4171b411f466ca3a5db7c62200a69ccee47866a4cab2847f5ea9fde322","0"
"deep_10m_96d/query/multi_dsg/ef1024.log","1534","3eea4cfcc52b4685f4e7ea03ba2ed0a331754f22ff59a824299b63991f8ea2b4","1"
"deep_10m_96d/query/multi_dsg/ef1536.log","1534","4d13562da8e4e15535f1fa3706eb679c8517287e7b1457d1614a0e43ce98ae0e","1"
"deep_10m_96d/query/multi_dsg/ef768.log","1518","706b134ca4c52afe25fa2a9537fae831c0ce2db40babb6f594958c857fc9d3b6","1"
"deep_10m_96d/query/repeat_clean/dsg_ef1024_run1.log","1534","b6ec8611c3e8a38f1dd0922cf0f372aae303bcf82f00a6eacdb6524906779da8","1"
"deep_10m_96d/query/repeat_clean/dsg_ef1024_run2.log","1534","ad973288127914fd3da3540eaacc6ae65c883e62fa05aef0436b7b3bd6914c8e","1"
"deep_10m_96d/query/repeat_clean/dsg_ef1024_run3.log","1534","c6bb6283542c1618bc13772e3e1d4387eaaa7a2c35f5ca7763fb92710e605e14","1"
"deep_10m_96d/query/repeat_clean/insearch_ef256_run1.log","917","c58f2ca27271db46ad26793695a8da242f76329164abea2006f80f8c58e6a0d0","1"
"deep_10m_96d/query/repeat_clean/insearch_ef256_run2.log","917","949907f46a3db147f24844912787dd299a67d3faaf5ededca92170b3d8b12851","1"
"deep_10m_96d/query/repeat_clean/insearch_ef256_run3.log","917","27de83dafe77e0869d41678669436cdfbb873ae1ccd53de97b391c204c9f095b","1"
"deep_10m_96d/query/repeat_clean/post_c16384_run1.log","925","9dfd0db797d91fe851709373f26a55eeeae25a1637c0e233b07dc99fc9aff297","1"
"deep_10m_96d/query/repeat_clean/post_c16384_run2.log","925","bedfe367270c4b19e8d35a140a8762d6967cf93bcdc668d09b40929701c9a551","1"
"deep_10m_96d/query/repeat_clean/post_c16384_run3.log","925","39f6b314bdd09130138d505f60d2248b3be2dec24d5754928ce2d539357c8de0","1"
"deep_10m_96d/query/repeat_clean/summary_std_p95.txt","372","517a497a2d56be6a371432c8fc75224877789880538006a5c6dedad64c795d58","0"
"deep_10m_96d/query/routing_ablation/adaptive_ef1024.log","403","a6264fd364e300e64a08b0736b5374c849898d74a335313d984f8a5c55f82504","0"
"deep_10m_96d/query/routing_ablation/fixed_attr0_ef1024.log","1541","7563c82fbb6cf698e3e6cd99db0c921f4a93d5b8df43ca96352ecbd71368c42a","1"
"deep_10m_96d/query/routing_ablation/fixed_attr1_ef1024.log","1541","07f48759224a19dd087b4a7e091326f1450225d6a158272275b903f2177c4f7c","1"
"deep_10m_96d/query/routing_ablation/fixed_attr2_ef1024.log","1541","b25f5f4c3d61d002a522f03ce4b1e08736ea21d06625a023829c8a9e28c42127","1"
"deep_10m_96d/topk_high_ef/k100_ef1536_q500.log","1533","bbf9387424365faa919bc56976d4f164c44d7bb9953cf8ccc554a3e2f79adb50","1"
"deep_10m_96d/topk_high_ef/k100_ef2048_q500.log","1533","9098476f058caeec013dab0f495e9cf10b8cc319d86e61ddd435f773a5ab3d9d","1"
"deep_10m_96d/topk_high_ef/k100_ef3072_q500.log","1533","18cc6630c5c2a3b3793ac198bb1f42466421efc3eb464b658b4c844e03b23e00","1"
"deep_10m_96d/topk_high_ef/k100_ef4096_q500.log","1533","fc0c511333f3a943f7f4692bc78d028ec1ab92dfb55ea03e1a9169837e330656","1"
"deep_10m_96d/topk/dsg_ef1024_k1_q1000.log","1534","94d7f9c6554a9f66e40ce351836921fa10dd8a33fb6986774707fa0b1df5879b","1"
"deep_10m_96d/topk/dsg_ef1024_k10_q1000.log","1534","4e8e9c096e1564b75eb2ffe4e7f6aa3d0caa537c6c8448d535019a328e0b7188","1"
"deep_10m_96d/topk/dsg_ef1024_k100_q500.log","1533","d25e7cc255d715a597bdb4047f819bd1f3bd06f34427c6d6a572c4767204040f","1"
"deep_10m_96d/topk/dsg_ef1024_k50_q500.log","1533","2cc944265817b14f9c63542f70235480961d4f5d3e305fef4c3d8b7d8820e663","1"
"deep_1m_96d/build/attr0.log","1927","68fef054650938c5ef1fee545a144517f66508fe9bdc744aa347a3393f7e5178","0"
"deep_1m_96d/build/attr1.log","1928","40ba6469bd2c67828430b6c93a3192a7556e64c648368f298578ceee63422465","0"
"deep_1m_96d/build/attr2.log","1928","099f1f54e45403235d09db8047bf6b2d857d895a4844d1a9e37149b7dc11c273","0"
"deep_1m_96d/dynamic/count1000.log","1089","228cac578aa2d5e26ae7031de45a979ec50e281f4676439294105f776bd84ebf","0"
"deep_1m_96d/dynamic/count10000.log","1097","0f74d381666640a9236b5849cd1db383afd745d594aa6e586fd9e257b5070dd3","0"
"deep_1m_96d/dynamic/count20000.log","1098","0ac76396d8cda5d951dbe896e70ea78a26ed0f16964db84ca4d77a60388814e1","0"
"deep_1m_96d/dynamic/count5000.log","1094","6100203a0116e582afdcc2a5924b2c7012e367f5853a989d4ebdc399cca01d57","0"
"deep_1m_96d/followup/attr_scaling/attr4_attr5_chain_fixed.log","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","0"
"deep_1m_96d/followup/attr_scaling/attr4_attr5_chain.log","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","0"
"deep_1m_96d/followup/attr_scaling/build_attr.log","355","00f2f3dcffd8ac8bec788bd11ba6c6c5d25ffa578efdaff47c37b7399fc73382","0"
"deep_1m_96d/followup/attr_scaling/build_attr3.log","883","18fd1d8ebc1d0377c1e56b064c160ed48ac5f42268cadd8a5ced53793a314d3b","0"
"deep_1m_96d/followup/attr_scaling/build_attr4.log","894","826a721e72c9fa058c594d7d75599f2fae338af373272b9db221018fbdbe8a56","0"
"deep_1m_96d/followup/attr_scaling/build_attr5.log","894","0b556ec5f03eed5e88513de4b7cdf2668a40b883ef2b20ef41de80f943c06250","0"
"deep_1m_96d/followup/attr_scaling/high_ef/chain.log","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","0"
"deep_1m_96d/followup/attr_scaling/high_ef/m4_ef1024.log","1641","16c505a01f3c73b56e42fec574aeb89ed248f67ce98dbd05773619d51c3bb3d6","1"
"deep_1m_96d/followup/attr_scaling/high_ef/m4_ef1536.log","1643","ebb45688d96568b5b67c118bd1fb4af2888e6dce0a0dbefc0872841a76337fca","1"
"deep_1m_96d/followup/attr_scaling/high_ef/m4_ef768.log","1631","798d255ba433328a9261255276a387f3669b4ace735657e4777acba5fb969aa2","1"
"deep_1m_96d/followup/attr_scaling/high_ef/m5_ef1024.log","1757","fc05fbd22386e1ca116f1021cf5f3e654af6dc5d8acfb5146af870f8a4a3b0cc","1"
"deep_1m_96d/followup/attr_scaling/high_ef/m5_ef1536.log","1759","d4b25ea27f1241f5a79cf14e15bbddb0944962f6e047dc089afb45d3ea462363","1"
"deep_1m_96d/followup/attr_scaling/high_ef/m5_ef2048.log","1764","5ca99eb2dc6f0719e181d7bddf5e672311cbb90683468bfb3e788335ff37e000","1"
"deep_1m_96d/followup/attr_scaling/high_ef/m5_ef768.log","1747","0dad147c91e9e7fc871f55c708361b810b1315fe7485d78569bc308c2ca29eaf","1"
"deep_1m_96d/followup/attr_scaling/high_ef/m6_ef1024.log","1875","d3c5ea4bd202d82ea9d26ffb3f83162cc9495789045e19ddf18f6d5c489ed94d","1"
"deep_1m_96d/followup/attr_scaling/high_ef/m6_ef1536.log","1875","d56b521ac183cec2179331922a65b726176ebccace4735d70d77eb32facbf2f4","1"
"deep_1m_96d/followup/attr_scaling/high_ef/m6_ef2048.log","1880","5ba9fc881fca481c7aa20a78834409578e9c7b251254b0ea4551db7cf8ab7393","1"
"deep_1m_96d/followup/attr_scaling/high_ef/m6_ef3072.log","1882","4e9082f9c1fa3771c432f19843592bbdc1a2ed8afb949735f5f60fd9d70c14be","1"
"deep_1m_96d/followup/attr_scaling/high_ef/m6_ef4096.log","1880","0ee60c02e93059c7d3bab47b0a753fe2bc29ae56a7358e5785fd1b1d81b1a88b","1"
"deep_1m_96d/followup/attr_scaling/high_ef/m6_ef768.log","1867","92ab3775b7c5f85d0c7898ed5e6f54e6cb9d35570a49144d65b036ddeca0ddab","1"
"deep_1m_96d/followup/attr_scaling/job.log","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","0"
"deep_1m_96d/followup/attr_scaling/prepare_compatible.log","1565","48cefdb3c7a8fd35eed8110cdf64029ef5a8f9fd50fa72df8fb60cb924e88efd","0"
"deep_1m_96d/followup/attr_scaling/prepare.log","4202","52673beecb7289a7862ab98143bd6d955ac3a9775bd86cc7549062cc45a37125","0"
"deep_1m_96d/followup/attr_scaling/query_chain.log","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","0"
"deep_1m_96d/followup/attr_scaling/query_m1.log","1280","b080281dfadbfb033a5563b263f8e6393a4e51399b5d49c1ed7a56a7fecf78cc","1"
"deep_1m_96d/followup/attr_scaling/query_m2.log","1397","2639722e5869baacf09c981654ce9bbc16e1b871b68f83b06cba405033b343f9","1"
"deep_1m_96d/followup/attr_scaling/query_m3.log","1515","ef8f35dafd6d0779f8e793bc19fded74d4993031b0fdb02c3cdcbc8c58f4bbe4","1"
"deep_1m_96d/followup/attr_scaling/query_m4.log","1631","facc37a5476f1581d0baa6ef9c349e2571d536f79d7adefcde6c72c957e9c9cb","1"
"deep_1m_96d/followup/attr_scaling/query_m5.log","1747","a06ff048d7001304451076c95e72fb1c9be7e69d1f9f1b81bf013ea7a0801760","1"
"deep_1m_96d/followup/attr_scaling/query_m6.log","1865","d699df843cee9a9d7fe1c14f12f670807616e8afa2e0297e45476a735c52c230","1"
"deep_1m_96d/followup/dynamic_threshold/f_n.log","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","0"
"deep_1m_96d/followup/dynamic_threshold/f0.01_n5000.log","1199","a58286f3f58be173211f3fd3a3649de55df5323297e968e6faf630012c14051b","0"
"deep_1m_96d/followup/dynamic_threshold/f0.05_n5000.log","1094","a517c6e5dc43ca2dbe29b6ee46efc3b4eab77090a6d09df85b3326c3cfaead5b","0"
"deep_1m_96d/followup/dynamic_threshold/f0.10_n5000.log","1094","cde138fa582ab75938ba8c26f5ca24805ee7b9e7022ff05a16b7e57f03f12f33","0"
"deep_1m_96d/followup/storage/index_sizes.txt","468","5f1d409981a419a322929ce33fa9df604037de489420d34fe4d8c893dc1bc1ff","0"
"deep_1m_96d/hnsw/build/M16.log","1184","9ab708fca547dc7aa7d6ef16faf85e47a0a893b905fe59b1b59b84af54e1e2d5","0"
"deep_1m_96d/hnsw/insearch/multi_only_ef128.log","917","380a6a21659685ad8d943f4fa54e36567ade971b1bede117abc8f7793b61f9d8","1"
"deep_1m_96d/hnsw/insearch/multi_only_ef256.log","921","4c699d33445f04ae4d8e5647004c12f45a8987c16e1e851a2cd06b4b0ecad18b","1"
"deep_1m_96d/hnsw/insearch/multi_only_ef64.log","901","a2dfbabd4fa2c75c950783fc1ed7fb5eded1c52213e2e8e44a1c3e3e60d5c22b","1"
"deep_1m_96d/hnsw/postfilter/multi_only_candidate1024.log","910","7a534bfa91abe556ac570d6239101a3715eb121bf43eefbc4a7a4ef540600889","1"
"deep_1m_96d/hnsw/postfilter/multi_only_candidate16384.log","929","8a0345f6e046f851bacad116659e628a3a54ff94329dbf061d21a694404383f2","1"
"deep_1m_96d/hnsw/postfilter/multi_only_candidate2048.log","907","13056165d3c1199630381765b2fe37bd4b2f7d253ae1003bcdeacdf39b013b3f","1"
"deep_1m_96d/hnsw/postfilter/multi_only_candidate4096.log","910","6c6e368454e76a30dc5995358cfdf31325e40585477502cbbd9e754c9922d629","1"
"deep_1m_96d/hnsw/postfilter/multi_only_candidate512.log","901","58eb02855beb2b548633d0bd80087cd87b399b9d8ee26bf2a10e2beb3784905d","1"
"deep_1m_96d/hnsw/postfilter/multi_only_candidate8192.log","916","f201680339d97de803928c2104dba88a14ebef7b610d9aef830586b66bddbc2b","1"
"deep_1m_96d/prefilter_hybrid/dsg_selectivity_ef768.log","2071","02ae02fad09a3b27a6e806967765bfb52bed24679e3a4b6caf109957b7804760","1"
"deep_1m_96d/prefilter_hybrid/generate_selectivity.log","85","7212f36d33e3ba46c97b6abe2351df82a2bd0479ba6e80f188b28629a051aabd","0"
"deep_1m_96d/prefilter_hybrid/hybrid_threshold5000.txt","900","51baf49b340ec3309b16098b2af250bf7197417f03a52c9ceee430c4b1fbc156","0"
"deep_1m_96d/prefilter_hybrid/prefilter_selectivity.log","1131","5acee5c40fd4145ba83c1e9b59cf311578d16b23f1682a85f8d6640cc9426cb1","1"
"deep_1m_96d/prepare/reorder.log","1759","b97f9354552bf4abad0ac3c0189a8be4eb041d2a01847ac1947f1e4e3c680a3e","0"
"deep_1m_96d/prepare/workload.log","2640","415ece4467ce72acba44544ffac806cc2176a18419787dacc0c02f001e6c209b","0"
"deep_1m_96d/query_paper_compat/dsg_ef1024.log","1861","b5b7070967d1bd1c8ba2b755ec26b70476cb6e0c85db2f366b867f270d46fbc4","1"
"deep_1m_96d/query_paper_compat/dsg_ef512.log","1848","fba0d3a0f0f76016cc49fa858e4c5f58ea46170a3d24a1027c0a98e6cc4327b0","1"
