query_idx,profile,primary_attr,attr0_low,attr0_high,attr1_low,attr1_high,attr2_low,attr2_high,attr3_low,attr3_high,expected_top10
73,attr3_nav_sel0.01,3,511658,827885,17714,333941,606387,922614,635045,951272,
74,balanced_sel0.01,0,59030,375257,392306,708533,157282,473509,683772,999999,
75,attr0_nav_sel0.01,0,683772,999999,683772,999999,183109,499336,517705,833932,
76,attr1_nav_sel0.01,1,277387,593614,206768,522995,197525,513752,663797,980024,
77,attr2_nav_sel0.01,2,196459,512686,0,316227,470750,786977,502124,818351,
78,attr3_nav_sel0.01,3,495916,812143,265447,581674,683772,999999,0,316227,
79,balanced_sel0.01,0,0,316227,571686,887913,683772,999999,420440,736667,
80,attr0_nav_sel0.01,0,628850,945077,476236,792463,50663,366890,675849,992076,
81,attr1_nav_sel0.01,1,132585,448812,291266,607493,608957,925184,421324,737551,
82,attr2_nav_sel0.01,2,203262,519489,683772,999999,661435,977662,683772,999999,
83,attr3_nav_sel0.01,3,0,316227,683772,999999,0,316227,151747,467974,
84,balanced_sel0.01,0,486154,802381,242200,558427,209871,526098,454863,771090,
85,attr0_nav_sel0.01,0,172039,488266,125975,442202,0,316227,152733,468960,
86,attr1_nav_sel0.01,1,0,316227,193722,509949,683772,999999,345180,661407,
87,attr2_nav_sel0.01,2,683772,999999,461869,778096,0,316227,240665,556892,
88,attr3_nav_sel0.01,3,558652,874879,672878,989105,0,316227,149241,465468,
89,balanced_sel0.01,0,328766,644993,446323,762550,0,316227,378973,695200,
90,attr0_nav_sel0.01,0,356730,672957,513330,829557,270590,586817,277927,594154,
91,attr1_nav_sel0.01,1,623765,939992,683772,999999,462545,778772,453104,769331,
92,attr2_nav_sel0.01,2,646867,963094,51086,367313,510269,826496,554793,871020,
93,attr3_nav_sel0.01,3,586245,902472,238252,554479,156340,472567,636362,952589,
94,balanced_sel0.01,0,26950,343177,0,316227,683772,999999,496525,812752,
95,attr0_nav_sel0.01,0,618700,934927,28989,345216,0,316227,0,316227,
96,attr1_nav_sel0.01,1,683772,999999,356886,673113,421885,738112,71611,387838,
97,attr2_nav_sel0.01,2,188213,504440,256280,572507,217221,533448,683772,999999,
98,attr3_nav_sel0.01,3,679844,996071,683772,999999,0,316227,683772,999999,
99,balanced_sel0.01,0,121544,437771,137013,453240,181466,497693,572168,888395,
100,attr0_nav_sel0.01,0,0,316227,75057,391284,237415,553642,0,316227,
101,attr1_nav_sel0.01,1,280827,597054,32570,348797,613006,929233,0,316227,
102,attr2_nav_sel0.01,2,0,316227,683772,999999,623469,939696,0,316227,
103,attr3_nav_sel0.01,3,332963,649190,104710,420937,0,316227,444424,760651,
104,balanced_sel0.01,0,223677,539904,180829,497056,119071,435298,524332,840559,
105,attr0_nav_sel0.01,0,601262,917489,380798,697025,621791,938018,436522,752749,
106,attr1_nav_sel0.01,1,138998,455225,48627,364854,501074,817301,528392,844619,
107,attr2_nav_sel0.01,2,683772,999999,570461,886688,683772,999999,0,316227,
108,attr3_nav_sel0.01,3,168120,484347,0,316227,318118,634345,683772,999999,
109,balanced_sel0.01,0,683772,999999,683772,999999,0,316227,109981,426208,
110,attr0_nav_sel0.01,0,246777,563004,56063,372290,600588,916815,683772,999999,
111,attr1_nav_sel0.01,1,0,316227,436944,753171,301598,617825,683772,999999,
112,attr2_nav_sel0.01,2,364191,680418,131881,448108,347244,663471,683772,999999,
113,attr3_nav_sel0.01,3,306271,622498,490753,806980,103648,419875,0,316227,
114,balanced_sel0.01,0,100525,416752,190336,506563,683772,999999,23936,340163,
115,attr0_nav_sel0.01,0,56735,372962,634745,950972,683772,999999,683772,999999,
116,attr1_nav_sel0.01,1,380365,696592,360867,677094,519802,836029,349406,665633,
117,attr2_nav_sel0.01,2,525808,842035,0,316227,0,316227,24445,340672,
118,attr3_nav_sel0.01,3,683772,999999,683772,999999,683772,999999,624726,940953,
119,balanced_sel0.01,0,0,316227,636710,952937,0,316227,598548,914775,
120,attr0_nav_sel0.01,0,197903,514130,456397,772624,227131,543358,0,316227,
121,attr1_nav_sel0.01,1,374177,690404,683772,999999,0,316227,615383,931610,
122,attr2_nav_sel0.01,2,0,316227,484641,800868,594763,910990,375842,692069,
123,attr3_nav_sel0.01,3,134639,450866,508969,825196,489327,805554,124585,440812,
124,balanced_sel0.01,0,330689,646916,528062,844289,0,316227,178940,495167,
125,attr0_nav_sel0.01,0,328561,644788,399487,715714,206056,522283,586353,902580,
126,attr1_nav_sel0.01,1,683772,999999,200259,516486,0,316227,683772,999999,
127,attr2_nav_sel0.01,2,664166,980393,550364,866591,683772,999999,432095,748322,
128,attr3_nav_sel0.01,3,5391,321618,367658,683885,381059,697286,377919,694146,
129,balanced_sel0.01,0,454151,770378,561529,877756,0,316227,187216,503443,
130,attr0_nav_sel0.01,0,24037,340264,479062,795289,683772,999999,683772,999999,
131,attr1_nav_sel0.01,1,657671,973898,95203,411430,66559,382786,369772,685999,
132,attr2_nav_sel0.01,2,205485,521712,647674,963901,564052,880279,327279,643506,
133,attr3_nav_sel0.01,3,418264,734491,0,316227,556501,872728,0,316227,
134,balanced_sel0.01,0,410040,726267,591840,908067,271543,587770,528518,844745,
135,attr0_nav_sel0.01,0,6226,322453,128992,445219,206896,523123,683772,999999,
136,attr1_nav_sel0.01,1,683772,999999,340043,656270,683772,999999,0,316227,
137,attr2_nav_sel0.01,2,352409,668636,663661,979888,325565,641792,0,316227,
138,attr3_nav_sel0.01,3,0,316227,322699,638926,66017,382244,603282,919509,
139,balanced_sel0.01,0,672820,989047,560715,876942,630962,947189,0,316227,
140,attr0_nav_sel0.01,0,227720,543947,564613,880840,303188,619415,354392,670619,
141,attr1_nav_sel0.01,1,30110,346337,0,316227,0,316227,234835,551062,
142,attr2_nav_sel0.01,2,506649,822876,11739,327966,440587,756814,534102,850329,
143,attr3_nav_sel0.01,3,524318,840545,0,316227,88680,404907,683772,999999,
144,balanced_sel0.01,0,526912,843139,0,316227,683772,999999,50753,366980,
145,attr0_nav_sel0.01,0,359078,675305,5147,321374,0,316227,0,316227,
146,attr1_nav_sel0.01,1,678587,994814,502886,819113,0,316227,633608,949835,
147,attr2_nav_sel0.01,2,683772,999999,298684,614911,229411,545638,683772,999999,
148,attr3_nav_sel0.01,3,0,316227,305352,621579,95060,411287,110518,426745,
149,balanced_sel0.01,0,382015,698242,571968,888195,110926,427153,0,316227,
150,attr0_nav_sel0.01,0,548758,864985,65124,381351,82283,398510,0,316227,
151,attr1_nav_sel0.01,1,683772,999999,179477,495704,488832,805059,367230,683457,
152,attr2_nav_sel0.01,2,0,316227,19965,336192,613789,930016,644704,960931,
153,attr3_nav_sel0.01,3,5686,321913,0,316227,128233,444460,368481,684708,
154,balanced_sel0.01,0,444103,760330,22684,338911,388409,704636,307989,624216,
155,attr0_nav_sel0.01,0,0,316227,235678,551905,39048,355275,683772,999999,
156,attr1_nav_sel0.01,1,199015,515242,0,316227,166581,482808,32816,349043,
157,attr2_nav_sel0.01,2,683772,999999,85707,401934,47422,363649,0,316227,
158,attr3_nav_sel0.01,3,340533,656760,683772,999999,596542,912769,34152,350379,
159,balanced_sel0.01,0,481795,798022,63672,379899,389159,705386,0,316227,
160,attr0_nav_sel0.01,0,23997,340224,390269,706496,0,316227,353889,670116,
161,attr1_nav_sel0.01,1,678153,994380,222702,538929,407965,724192,358337,674564,
162,attr2_nav_sel0.01,2,263010,579237,263981,580208,120549,436776,683772,999999,
163,attr3_nav_sel0.01,3,86097,402324,683772,999999,683772,999999,683772,999999,
164,balanced_sel0.01,0,0,316227,176431,492658,670780,987007,0,316227,
165,attr0_nav_sel0.01,0,632232,948459,124471,440698,683772,999999,669738,985965,
166,attr1_nav_sel0.01,1,109217,425444,343741,659968,207289,523516,223313,539540,
167,attr2_nav_sel0.01,2,183312,499539,588006,904233,683772,999999,0,316227,
168,attr3_nav_sel0.01,3,550736,866963,385255,701482,683772,999999,586582,902809,
169,balanced_sel0.01,0,37769,353996,330247,646474,236485,552712,683772,999999,
170,attr0_nav_sel0.01,0,271905,588132,494015,810242,167751,483978,130346,446573,
171,attr1_nav_sel0.01,1,672990,989217,294274,610501,592361,908588,483364,799591,
172,attr2_nav_sel0.01,2,0,316227,0,316227,509571,825798,683772,999999,
173,attr3_nav_sel0.01,3,515419,831646,683772,999999,294808,611035,617247,933474,
174,balanced_sel0.01,0,96160,412387,683772,999999,333961,650188,0,316227,
175,attr0_nav_sel0.01,0,20059,336286,213215,529442,103553,419780,194090,510317,
176,attr1_nav_sel0.01,1,229664,545891,254329,570556,116630,432857,70525,386752,
177,attr2_nav_sel0.01,2,266001,582228,224220,540447,195015,511242,379239,695466,
178,attr3_nav_sel0.01,3,579147,895374,683772,999999,178705,494932,492500,808727,
179,balanced_sel0.01,0,521354,837581,683772,999999,0,316227,646957,963184,
180,attr0_nav_sel0.01,0,123617,439844,0,316227,644734,960961,83905,400132,
181,attr1_nav_sel0.01,1,493800,810027,683772,999999,21420,337647,623968,940195,
182,attr2_nav_sel0.01,2,74736,390963,0,316227,683772,999999,0,316227,
183,attr3_nav_sel0.01,3,103276,419503,336256,652483,683772,999999,105051,421278,
184,balanced_sel0.01,0,683772,999999,582704,898931,78135,394362,683772,999999,
185,attr0_nav_sel0.01,0,433049,749276,683772,999999,305899,622126,0,316227,
186,attr1_nav_sel0.01,1,191392,507619,398562,714789,0,316227,147903,464130,
187,attr2_nav_sel0.01,2,683772,999999,683772,999999,166572,482799,262369,578596,
188,attr3_nav_sel0.01,3,0,316227,180480,496707,89712,405939,682302,998529,
189,balanced_sel0.01,0,456487,772714,406226,722453,683772,999999,409442,725669,
190,attr0_nav_sel0.01,0,596655,912882,683772,999999,683772,999999,0,316227,
191,attr1_nav_sel0.01,1,0,316227,428976,745203,478267,794494,137670,453897,
192,attr2_nav_sel0.01,2,0,316227,540228,856455,683772,999999,310015,626242,
193,attr3_nav_sel0.01,3,683772,999999,0,316227,683772,999999,491598,807825,
194,balanced_sel0.01,0,683772,999999,143280,459507,312899,629126,683772,999999,
195,attr0_nav_sel0.01,0,682773,999000,334760,650987,0,316227,435829,752056,
196,attr1_nav_sel0.01,1,252038,568265,480534,796761,340784,657011,631825,948052,
197,attr2_nav_sel0.01,2,136562,452789,683772,999999,289826,606053,683772,999999,
198,attr3_nav_sel0.01,3,572994,889221,252962,569189,521706,837933,302108,618335,
199,balanced_sel0.01,0,180093,496320,141397,457624,53468,369695,683772,999999,
200,attr0_nav_sel0.01,0,0,316227,444321,760548,683772,999999,188399,504626,
201,attr1_nav_sel0.01,1,683772,999999,76210,392437,683772,999999,683772,999999,
202,attr2_nav_sel0.01,2,0,316227,609192,925419,0,316227,0,316227,
203,attr3_nav_sel0.01,3,288530,604757,683772,999999,683772,999999,0,316227,
204,balanced_sel0.01,0,240960,557187,0,316227,276166,592393,0,316227,
205,attr0_nav_sel0.01,0,683772,999999,326485,642712,616526,932753,314057,630284,
206,attr1_nav_sel0.01,1,559887,876114,671710,987937,0,316227,0,316227,
207,attr2_nav_sel0.01,2,664014,980241,446907,763134,194339,510566,0,316227,
208,attr3_nav_sel0.01,3,554798,871025,320434,636661,683772,999999,0,316227,
209,balanced_sel0.01,0,468022,784249,460897,777124,0,316227,276050,592277,
210,attr0_nav_sel0.01,0,102559,418786,683772,999999,519446,835673,201223,517450,
211,attr1_nav_sel0.01,1,0,316227,683772,999999,643712,959939,683772,999999,
212,attr2_nav_sel0.01,2,244499,560726,73546,389773,523726,839953,0,316227,
213,attr3_nav_sel0.01,3,683772,999999,296470,612697,36783,353010,683772,999999,
214,balanced_sel0.01,0,0,316227,568964,885191,683772,999999,0,316227,
215,attr0_nav_sel0.01,0,53145,369372,435391,751618,152758,468985,683772,999999,
216,attr1_nav_sel0.01,1,124687,440914,320871,637098,0,316227,409557,725784,
217,attr2_nav_sel0.01,2,89844,406071,0,316227,228831,545058,0,316227,
218,attr3_nav_sel0.01,3,272361,588588,683772,999999,467738,783965,315880,632107,
219,balanced_sel0.01,0,207769,523996,306790,623017,29597,345824,361268,677495,
220,attr0_nav_sel0.01,0,0,316227,568177,884404,0,316227,27058,343285,
221,attr1_nav_sel0.01,1,0,316227,683772,999999,257690,573917,473453,789680,
222,attr2_nav_sel0.01,2,465429,781656,683772,999999,498844,815071,189920,506147,
223,attr3_nav_sel0.01,3,0,316227,624069,940296,0,316227,683772,999999,
224,balanced_sel0.01,0,333712,649939,575621,891848,639117,955344,0,316227,
225,attr0_nav_sel0.01,0,486270,802497,121141,437368,397010,713237,53462,369689,
226,attr1_nav_sel0.01,1,683772,999999,683772,999999,65550,381777,616706,932933,
227,attr2_nav_sel0.01,2,591073,907300,49603,365830,0,316227,219703,535930,
228,attr3_nav_sel0.01,3,485071,801298,570828,887055,0,316227,13004,329231,
229,balanced_sel0.01,0,573509,889736,668096,984323,359234,675461,117314,433541,
230,attr0_nav_sel0.01,0,406045,722272,651749,967976,683772,999999,365806,682033,
231,attr1_nav_sel0.01,1,192663,508890,392215,708442,244017,560244,516597,832824,
232,attr2_nav_sel0.01,2,467356,783583,591832,908059,301200,617427,0,316227,
233,attr3_nav_sel0.01,3,23743,339970,683772,999999,169474,485701,353507,669734,
234,balanced_sel0.01,0,481212,797439,386417,702644,466122,782349,683772,999999,
235,attr0_nav_sel0.01,0,510905,827132,683772,999999,683772,999999,503866,820093,
236,attr1_nav_sel0.01,1,328384,644611,187431,503658,524380,840607,36518,352745,
237,attr2_nav_sel0.01,2,295734,611961,82421,398648,683772,999999,683772,999999,
238,attr3_nav_sel0.01,3,683772,999999,79016,395243,0,316227,426037,742264,
239,balanced_sel0.01,0,300939,617166,188813,505040,242986,559213,632701,948928,
240,attr0_nav_sel0.01,0,411630,727857,683772,999999,665157,981384,564761,880988,
241,attr1_nav_sel0.01,1,0,316227,320338,636565,177263,493490,683772,999999,
242,attr2_nav_sel0.01,2,0,316227,33757,349984,529759,845986,683772,999999,
243,attr3_nav_sel0.01,3,86435,402662,656689,972916,62746,378973,683772,999999,
244,balanced_sel0.01,0,0,316227,673435,989662,338100,654327,683772,999999,
245,attr0_nav_sel0.01,0,683772,999999,131466,447693,526057,842284,109998,426225,
246,attr1_nav_sel0.01,1,318028,634255,401624,717851,0,316227,683772,999999,
247,attr2_nav_sel0.01,2,298998,615225,223453,539680,0,316227,317625,633852,
248,attr3_nav_sel0.01,3,592767,908994,0,316227,0,316227,619534,935761,
249,balanced_sel0.01,0,117970,434197,0,316227,683772,999999,0,316227,
250,attr0_nav_sel0.01,0,269734,585961,299669,615896,34701,350928,524432,840659,
251,attr1_nav_sel0.01,1,623282,939509,137554,453781,432462,748689,273994,590221,
252,attr2_nav_sel0.01,2,492905,809132,0,316227,607446,923673,552056,868283,
253,attr3_nav_sel0.01,3,683772,999999,675322,991549,0,316227,683772,999999,
254,balanced_sel0.01,0,0,316227,650450,966677,93461,409688,0,316227,
255,attr0_nav_sel0.01,0,360182,676409,0,316227,621350,937577,0,316227,
256,attr1_nav_sel0.01,1,384914,701141,259451,575678,92278,408505,0,316227,
257,attr2_nav_sel0.01,2,70652,386879,139375,455602,0,316227,4062,320289,
258,attr3_nav_sel0.01,3,134467,450694,193158,509385,585396,901623,16461,332688,
259,balanced_sel0.01,0,388289,704516,568226,884453,0,316227,577719,893946,
260,attr0_nav_sel0.01,0,570594,886821,0,316227,72294,388521,66073,382300,
261,attr1_nav_sel0.01,1,0,316227,77002,393229,380678,696905,63332,379559,
262,attr2_nav_sel0.01,2,455123,771350,3752,319979,0,316227,0,316227,
263,attr3_nav_sel0.01,3,154649,470876,63148,379375,683772,999999,683772,999999,
264,balanced_sel0.01,0,389982,706209,503720,819947,521298,837525,210177,526404,
265,attr0_nav_sel0.01,0,683772,999999,381204,697431,560238,876465,621777,938004,
266,attr1_nav_sel0.01,1,554129,870356,507081,823308,0,316227,478041,794268,
267,attr2_nav_sel0.01,2,264252,580479,353744,669971,143169,459396,402006,718233,
268,attr3_nav_sel0.01,3,683772,999999,98760,414987,206868,523095,0,316227,
269,balanced_sel0.01,0,7494,323721,445133,761360,620301,936528,304311,620538,
270,attr0_nav_sel0.01,0,83182,399409,0,316227,0,316227,0,316227,
271,attr1_nav_sel0.01,1,0,316227,103503,419730,247897,564124,632451,948678,
272,attr2_nav_sel0.01,2,156757,472984,619287,935514,240273,556500,424401,740628,
273,attr3_nav_sel0.01,3,683772,999999,577819,894046,524877,841104,286734,602961,
274,balanced_sel0.01,0,683772,999999,592264,908491,70471,386698,425303,741530,
275,attr0_nav_sel0.01,0,35126,351353,683772,999999,0,316227,492165,808392,
276,attr1_nav_sel0.01,1,0,316227,402891,719118,51573,367800,683772,999999,
277,attr2_nav_sel0.01,2,0,316227,462353,778580,404156,720383,59255,375482,
278,attr3_nav_sel0.01,3,36040,352267,106058,422285,367805,684032,0,316227,
279,balanced_sel0.01,0,89880,406107,92071,408298,683772,999999,683772,999999,
280,attr0_nav_sel0.01,0,221414,537641,159772,475999,683772,999999,267426,583653,
281,attr1_nav_sel0.01,1,89065,405292,518468,834695,683772,999999,0,316227,
282,attr2_nav_sel0.01,2,683772,999999,673226,989453,0,316227,309644,625871,
283,attr3_nav_sel0.01,3,683772,999999,562855,879082,403514,719741,506727,822954,
284,balanced_sel0.01,0,131758,447985,675753,991980,636404,952631,660696,976923,
285,attr0_nav_sel0.01,0,238421,554648,0,316227,68887,385114,417848,734075,
286,attr1_nav_sel0.01,1,683772,999999,402083,718310,379397,695624,552447,868674,
287,attr2_nav_sel0.01,2,648434,964661,2831,319058,49169,365396,404778,721005,
288,attr3_nav_sel0.01,3,0,316227,160178,476405,421916,738143,273614,589841,
289,balanced_sel0.01,0,65724,381951,283444,599671,0,316227,358306,674533,
290,attr0_nav_sel0.01,0,683772,999999,342010,658237,587993,904220,415374,731601,
291,attr1_nav_sel0.01,1,0,316227,0,316227,120619,436846,683772,999999,
292,attr2_nav_sel0.01,2,0,316227,294058,610285,659596,975823,683772,999999,
293,attr3_nav_sel0.01,3,662598,978825,144028,460255,0,316227,660507,976734,
294,balanced_sel0.01,0,514286,830513,603729,919956,0,316227,0,316227,
295,attr0_nav_sel0.01,0,306051,622278,629388,945615,315143,631370,0,316227,
296,attr1_nav_sel0.01,1,261944,578171,449358,765585,0,316227,471154,787381,
297,attr2_nav_sel0.01,2,163921,480148,0,316227,619670,935897,299756,615983,
298,attr3_nav_sel0.01,3,57348,373575,17617,333844,0,316227,246646,562873,
299,balanced_sel0.01,0,683772,999999,683772,999999,191087,507314,356041,672268,
300,attr0_nav_sel0.01,0,683772,999999,239596,555823,39011,355238,441725,757952,
301,attr1_nav_sel0.01,1,288410,604637,0,316227,362973,679200,678034,994261,
302,attr2_nav_sel0.01,2,554716,870943,559431,875658,0,316227,683772,999999,
303,attr3_nav_sel0.01,3,575879,892106,0,316227,632248,948475,308889,625116,
304,balanced_sel0.01,0,201878,518105,0,316227,0,316227,683772,999999,
305,attr0_nav_sel0.01,0,0,316227,537111,853338,531307,847534,151182,467409,
306,attr1_nav_sel0.01,1,545592,861819,0,316227,276655,592882,0,316227,
307,attr2_nav_sel0.01,2,314081,630308,683772,999999,155612,471839,258335,574562,
308,attr3_nav_sel0.01,3,298224,614451,0,316227,143643,459870,479114,795341,
309,balanced_sel0.01,0,683772,999999,630980,947207,0,316227,80974,397201,
310,attr0_nav_sel0.01,0,260961,577188,284177,600404,175767,491994,193350,509577,
311,attr1_nav_sel0.01,1,175568,491795,612379,928606,210715,526942,0,316227,
312,attr2_nav_sel0.01,2,599426,915653,59959,376186,140412,456639,0,316227,
313,attr3_nav_sel0.01,3,0,316227,530262,846489,640957,957184,596386,912613,
314,balanced_sel0.01,0,293511,609738,193939,510166,117232,433459,105073,421300,
315,attr0_nav_sel0.01,0,30005,346232,47567,363794,501136,817363,0,316227,
316,attr1_nav_sel0.01,1,683772,999999,228764,544991,297978,614205,87830,404057,
317,attr2_nav_sel0.01,2,683772,999999,304885,621112,557564,873791,314435,630662,
318,attr3_nav_sel0.01,3,89367,405594,683772,999999,354458,670685,0,316227,
319,balanced_sel0.01,0,4629,320856,29412,345639,680581,996808,583358,899585,
320,attr0_nav_sel0.01,0,683772,999999,0,316227,0,316227,0,316227,
321,attr1_nav_sel0.01,1,124081,440308,448346,764573,501637,817864,0,316227,
322,attr2_nav_sel0.01,2,44478,360705,659221,975448,683772,999999,522037,838264,
323,attr3_nav_sel0.01,3,0,316227,36248,352475,0,316227,683772,999999,
324,balanced_sel0.01,0,629940,946167,0,316227,537875,854102,17281,333508,
325,attr0_nav_sel0.01,0,304230,620457,683772,999999,683772,999999,237557,553784,
326,attr1_nav_sel0.01,1,158209,474436,343625,659852,356390,672617,0,316227,
327,attr2_nav_sel0.01,2,482706,798933,683772,999999,92302,408529,0,316227,
328,attr3_nav_sel0.01,3,627514,943741,249387,565614,529405,845632,372008,688235,
329,balanced_sel0.01,0,604566,920793,0,316227,423789,740016,326665,642892,
330,attr0_nav_sel0.01,0,150164,466391,354074,670301,167540,483767,683772,999999,
331,attr1_nav_sel0.01,1,683772,999999,683772,999999,133761,449988,76776,393003,
332,attr2_nav_sel0.01,2,73139,389366,0,316227,111693,427920,60879,377106,
333,attr3_nav_sel0.01,3,655851,972078,0,316227,117802,434029,487441,803668,
334,balanced_sel0.01,0,532633,848860,209791,526018,0,316227,683772,999999,
335,attr0_nav_sel0.01,0,680157,996384,653274,969501,0,316227,524575,840802,
336,attr1_nav_sel0.01,1,31374,347601,582978,899205,99620,415847,543210,859437,
337,attr2_nav_sel0.01,2,633753,949980,430066,746293,683772,999999,628818,945045,
338,attr3_nav_sel0.01,3,641319,957546,39568,355795,683772,999999,457445,773672,
339,balanced_sel0.01,0,235271,551498,683772,999999,617249,933476,285568,601795,
