query_idx,profile,primary_attr,attr0_low,attr0_high,attr1_low,attr1_high,attr2_low,attr2_high,attr3_low,attr3_high,expected_top10
31,attr1_nav_sel0.1,1,0,562340,6671,569011,134090,696430,437659,999999,
32,attr2_nav_sel0.1,2,437659,999999,0,562340,437659,999999,0,562340,
33,attr3_nav_sel0.1,3,279331,841671,397337,959677,150797,713137,437659,999999,
34,balanced_sel0.1,0,437659,999999,0,562340,0,562340,0,562340,
35,attr0_nav_sel0.1,0,0,562340,374771,937111,148341,710681,0,562340,
36,attr1_nav_sel0.1,1,0,562340,258905,821245,383458,945798,54015,616355,
37,attr2_nav_sel0.1,2,0,562340,379542,941882,210425,772765,437116,999456,
38,attr3_nav_sel0.1,3,0,562340,437659,999999,403275,965615,437659,999999,
39,balanced_sel0.1,0,321382,883722,0,562340,437659,999999,203366,765706,
40,attr0_nav_sel0.1,0,0,562340,73587,635927,0,562340,437659,999999,
41,attr1_nav_sel0.1,1,32002,594342,101474,663814,437659,999999,69093,631433,
42,attr2_nav_sel0.1,2,205789,768129,102794,665134,164958,727298,0,562340,
43,attr3_nav_sel0.1,3,0,562340,131385,693725,48090,610430,0,562340,
44,balanced_sel0.1,0,395619,957959,437659,999999,119545,681885,437659,999999,
45,attr0_nav_sel0.1,0,240874,803214,0,562340,328343,890683,160598,722938,
46,attr1_nav_sel0.1,1,437659,999999,437659,999999,0,562340,0,562340,
47,attr2_nav_sel0.1,2,220201,782541,0,562340,77129,639469,437525,999865,
48,attr3_nav_sel0.1,3,287390,849730,437659,999999,437659,999999,173381,735721,
49,balanced_sel0.1,0,393017,955357,0,562340,0,562340,0,562340,
50,attr0_nav_sel0.1,0,226690,789030,360891,923231,81054,643394,437659,999999,
51,attr1_nav_sel0.1,1,91774,654114,158422,720762,134544,696884,309364,871704,
52,attr2_nav_sel0.1,2,0,562340,0,562340,178871,741211,96963,659303,
53,attr3_nav_sel0.1,3,437659,999999,204406,766746,0,562340,0,562340,
54,balanced_sel0.1,0,0,562340,437659,999999,54487,616827,143589,705929,
55,attr0_nav_sel0.1,0,276449,838789,349438,911778,0,562340,0,562340,
56,attr1_nav_sel0.1,1,0,562340,437659,999999,323718,886058,437659,999999,
57,attr2_nav_sel0.1,2,0,562340,0,562340,437659,999999,281178,843518,
58,attr3_nav_sel0.1,3,246420,808760,108846,671186,0,562340,0,562340,
59,balanced_sel0.1,0,335140,897480,319279,881619,338896,901236,0,562340,
60,attr0_nav_sel0.1,0,437659,999999,0,562340,339493,901833,47555,609895,
61,attr1_nav_sel0.1,1,353705,916045,0,562340,437659,999999,437659,999999,
62,attr2_nav_sel0.1,2,341847,904187,0,562340,353419,915759,32096,594436,
63,attr3_nav_sel0.1,3,255777,818117,437659,999999,437659,999999,0,562340,
64,balanced_sel0.1,0,345869,908209,241610,803950,0,562340,0,562340,
65,attr0_nav_sel0.1,0,437659,999999,437659,999999,0,562340,325427,887767,
66,attr1_nav_sel0.1,1,437659,999999,219128,781468,1687,564027,0,562340,
67,attr2_nav_sel0.1,2,133391,695731,0,562340,0,562340,437659,999999,
68,attr3_nav_sel0.1,3,437659,999999,34965,597305,324390,886730,0,562340,
69,balanced_sel0.1,0,437659,999999,68386,630726,0,562340,437659,999999,
70,attr0_nav_sel0.1,0,0,562340,382020,944360,0,562340,437659,999999,
71,attr1_nav_sel0.1,1,293412,855752,185184,747524,0,562340,437659,999999,
72,attr2_nav_sel0.1,2,437659,999999,393166,955506,0,562340,0,562340,
73,attr3_nav_sel0.1,3,388602,950942,0,562340,437659,999999,437659,999999,
74,balanced_sel0.1,0,0,562340,269250,831590,34226,596566,437659,999999,
75,attr0_nav_sel0.1,0,437659,999999,437659,999999,60053,622393,394649,956989,
76,attr1_nav_sel0.1,1,154331,716671,83712,646052,74469,636809,437659,999999,
77,attr2_nav_sel0.1,2,73403,635743,0,562340,347694,910034,379068,941408,
78,attr3_nav_sel0.1,3,372860,935200,142391,704731,437659,999999,0,562340,
79,balanced_sel0.1,0,0,562340,437659,999999,437659,999999,297384,859724,
80,attr0_nav_sel0.1,0,437659,999999,353180,915520,0,562340,437659,999999,
81,attr1_nav_sel0.1,1,9529,571869,168210,730550,437659,999999,298268,860608,
82,attr2_nav_sel0.1,2,80206,642546,437659,999999,437659,999999,437659,999999,
83,attr3_nav_sel0.1,3,0,562340,437659,999999,0,562340,28691,591031,
84,balanced_sel0.1,0,363098,925438,119144,681484,86815,649155,331807,894147,
85,attr0_nav_sel0.1,0,48983,611323,2919,565259,0,562340,29677,592017,
86,attr1_nav_sel0.1,1,0,562340,70666,633006,437659,999999,222124,784464,
87,attr2_nav_sel0.1,2,437659,999999,338813,901153,0,562340,117609,679949,
88,attr3_nav_sel0.1,3,435596,997936,437659,999999,0,562340,26185,588525,
89,balanced_sel0.1,0,205710,768050,323267,885607,0,562340,255917,818257,
90,attr0_nav_sel0.1,0,233674,796014,390274,952614,147534,709874,154871,717211,
91,attr1_nav_sel0.1,1,437659,999999,437659,999999,339489,901829,330048,892388,
92,attr2_nav_sel0.1,2,437659,999999,0,562340,387213,949553,431737,994077,
93,attr3_nav_sel0.1,3,437659,999999,115196,677536,33284,595624,437659,999999,
94,balanced_sel0.1,0,0,562340,0,562340,437659,999999,373469,935809,
95,attr0_nav_sel0.1,0,437659,999999,0,562340,0,562340,0,562340,
96,attr1_nav_sel0.1,1,437659,999999,233830,796170,298829,861169,0,562340,
97,attr2_nav_sel0.1,2,65157,627497,133224,695564,94165,656505,437659,999999,
98,attr3_nav_sel0.1,3,437659,999999,437659,999999,0,562340,437659,999999,
99,balanced_sel0.1,0,0,562340,13957,576297,58410,620750,437659,999999,
100,attr0_nav_sel0.1,0,0,562340,0,562340,114359,676699,0,562340,
101,attr1_nav_sel0.1,1,157771,720111,0,562340,437659,999999,0,562340,
102,attr2_nav_sel0.1,2,0,562340,437659,999999,437659,999999,0,562340,
103,attr3_nav_sel0.1,3,209907,772247,0,562340,0,562340,321368,883708,
104,balanced_sel0.1,0,100621,662961,57773,620113,0,562340,401276,963616,
105,attr0_nav_sel0.1,0,437659,999999,257742,820082,437659,999999,313466,875806,
106,attr1_nav_sel0.1,1,15942,578282,0,562340,378018,940358,405336,967676,
107,attr2_nav_sel0.1,2,437659,999999,437659,999999,437659,999999,0,562340,
108,attr3_nav_sel0.1,3,45064,607404,0,562340,195062,757402,437659,999999,
109,balanced_sel0.1,0,437659,999999,437659,999999,0,562340,0,562340,
110,attr0_nav_sel0.1,0,123721,686061,0,562340,437659,999999,437659,999999,
111,attr1_nav_sel0.1,1,0,562340,313888,876228,178542,740882,437659,999999,
112,attr2_nav_sel0.1,2,241135,803475,8825,571165,224188,786528,437659,999999,
113,attr3_nav_sel0.1,3,183215,745555,367697,930037,0,562340,0,562340,
114,balanced_sel0.1,0,0,562340,67280,629620,437659,999999,0,562340,
115,attr0_nav_sel0.1,0,0,562340,437659,999999,437659,999999,437659,999999,
116,attr1_nav_sel0.1,1,257309,819649,237811,800151,396746,959086,226350,788690,
117,attr2_nav_sel0.1,2,402752,965092,0,562340,0,562340,0,562340,
118,attr3_nav_sel0.1,3,437659,999999,437659,999999,437659,999999,437659,999999,
119,balanced_sel0.1,0,0,562340,437659,999999,0,562340,437659,999999,
120,attr0_nav_sel0.1,0,74847,637187,333341,895681,104075,666415,0,562340,
121,attr1_nav_sel0.1,1,251121,813461,437659,999999,0,562340,437659,999999,
122,attr2_nav_sel0.1,2,0,562340,361585,923925,437659,999999,252786,815126,
123,attr3_nav_sel0.1,3,11583,573923,385913,948253,366271,928611,1529,563869,
124,balanced_sel0.1,0,207633,769973,405006,967346,0,562340,55884,618224,
125,attr0_nav_sel0.1,0,205505,767845,276431,838771,83000,645340,437659,999999,
126,attr1_nav_sel0.1,1,437659,999999,77203,639543,0,562340,437659,999999,
127,attr2_nav_sel0.1,2,437659,999999,427308,989648,437659,999999,309039,871379,
128,attr3_nav_sel0.1,3,0,562340,244602,806942,258003,820343,254863,817203,
129,balanced_sel0.1,0,331095,893435,437659,999999,0,562340,64160,626500,
130,attr0_nav_sel0.1,0,0,562340,356006,918346,437659,999999,437659,999999,
131,attr1_nav_sel0.1,1,437659,999999,0,562340,0,562340,246716,809056,
132,attr2_nav_sel0.1,2,82429,644769,437659,999999,437659,999999,204223,766563,
133,attr3_nav_sel0.1,3,295208,857548,0,562340,433445,995785,0,562340,
134,balanced_sel0.1,0,286984,849324,437659,999999,148487,710827,405462,967802,
135,attr0_nav_sel0.1,0,0,562340,5936,568276,83840,646180,437659,999999,
136,attr1_nav_sel0.1,1,437659,999999,216987,779327,437659,999999,0,562340,
137,attr2_nav_sel0.1,2,229353,791693,437659,999999,202509,764849,0,562340,
138,attr3_nav_sel0.1,3,0,562340,199643,761983,0,562340,437659,999999,
139,balanced_sel0.1,0,437659,999999,437659,999999,437659,999999,0,562340,
140,attr0_nav_sel0.1,0,104664,667004,437659,999999,180132,742472,231336,793676,
141,attr1_nav_sel0.1,1,0,562340,0,562340,0,562340,111779,674119,
142,attr2_nav_sel0.1,2,383593,945933,0,562340,317531,879871,411046,973386,
143,attr3_nav_sel0.1,3,401262,963602,0,562340,0,562340,437659,999999,
144,balanced_sel0.1,0,403856,966196,0,562340,437659,999999,0,562340,
145,attr0_nav_sel0.1,0,236022,798362,0,562340,0,562340,0,562340,
146,attr1_nav_sel0.1,1,437659,999999,379830,942170,0,562340,437659,999999,
147,attr2_nav_sel0.1,2,437659,999999,175628,737968,106355,668695,437659,999999,
148,attr3_nav_sel0.1,3,0,562340,182296,744636,0,562340,0,562340,
149,balanced_sel0.1,0,258959,821299,437659,999999,0,562340,0,562340,
150,attr0_nav_sel0.1,0,425702,988042,0,562340,0,562340,0,562340,
151,attr1_nav_sel0.1,1,437659,999999,56421,618761,365776,928116,244174,806514,
152,attr2_nav_sel0.1,2,0,562340,0,562340,437659,999999,437659,999999,
153,attr3_nav_sel0.1,3,0,562340,0,562340,5177,567517,245425,807765,
154,balanced_sel0.1,0,321047,883387,0,562340,265353,827693,184933,747273,
155,attr0_nav_sel0.1,0,0,562340,112622,674962,0,562340,437659,999999,
156,attr1_nav_sel0.1,1,75959,638299,0,562340,43525,605865,0,562340,
157,attr2_nav_sel0.1,2,437659,999999,0,562340,0,562340,0,562340,
158,attr3_nav_sel0.1,3,217477,779817,437659,999999,437659,999999,0,562340,
159,balanced_sel0.1,0,358739,921079,0,562340,266103,828443,0,562340,
160,attr0_nav_sel0.1,0,0,562340,267213,829553,0,562340,230833,793173,
161,attr1_nav_sel0.1,1,437659,999999,99646,661986,284909,847249,235281,797621,
162,attr2_nav_sel0.1,2,139954,702294,140925,703265,0,562340,437659,999999,
163,attr3_nav_sel0.1,3,0,562340,437659,999999,437659,999999,437659,999999,
164,balanced_sel0.1,0,0,562340,53375,615715,437659,999999,0,562340,
165,attr0_nav_sel0.1,0,437659,999999,1415,563755,437659,999999,437659,999999,
166,attr1_nav_sel0.1,1,0,562340,220685,783025,84233,646573,100257,662597,
167,attr2_nav_sel0.1,2,60256,622596,437659,999999,437659,999999,0,562340,
168,attr3_nav_sel0.1,3,427680,990020,262199,824539,437659,999999,437659,999999,
169,balanced_sel0.1,0,0,562340,207191,769531,113429,675769,437659,999999,
170,attr0_nav_sel0.1,0,148849,711189,370959,933299,44695,607035,7290,569630,
171,attr1_nav_sel0.1,1,437659,999999,171218,733558,437659,999999,360308,922648,
172,attr2_nav_sel0.1,2,0,562340,0,562340,386515,948855,437659,999999,
173,attr3_nav_sel0.1,3,392363,954703,437659,999999,171752,734092,437659,999999,
174,balanced_sel0.1,0,0,562340,437659,999999,210905,773245,0,562340,
175,attr0_nav_sel0.1,0,0,562340,90159,652499,0,562340,71034,633374,
176,attr1_nav_sel0.1,1,106608,668948,131273,693613,0,562340,0,562340,
177,attr2_nav_sel0.1,2,142945,705285,101164,663504,71959,634299,256183,818523,
178,attr3_nav_sel0.1,3,437659,999999,437659,999999,55649,617989,369444,931784,
179,balanced_sel0.1,0,398298,960638,437659,999999,0,562340,437659,999999,
180,attr0_nav_sel0.1,0,561,562901,0,562340,437659,999999,0,562340,
181,attr1_nav_sel0.1,1,370744,933084,437659,999999,0,562340,437659,999999,
182,attr2_nav_sel0.1,2,0,562340,0,562340,437659,999999,0,562340,
183,attr3_nav_sel0.1,3,0,562340,213200,775540,437659,999999,0,562340,
184,balanced_sel0.1,0,437659,999999,437659,999999,0,562340,437659,999999,
185,attr0_nav_sel0.1,0,309993,872333,437659,999999,182843,745183,0,562340,
186,attr1_nav_sel0.1,1,68336,630676,275506,837846,0,562340,24847,587187,
187,attr2_nav_sel0.1,2,437659,999999,437659,999999,43516,605856,139313,701653,
188,attr3_nav_sel0.1,3,0,562340,57424,619764,0,562340,437659,999999,
189,balanced_sel0.1,0,333431,895771,283170,845510,437659,999999,286386,848726,
190,attr0_nav_sel0.1,0,437659,999999,437659,999999,437659,999999,0,562340,
191,attr1_nav_sel0.1,1,0,562340,305920,868260,355211,917551,14614,576954,
192,attr2_nav_sel0.1,2,0,562340,417172,979512,437659,999999,186959,749299,
193,attr3_nav_sel0.1,3,437659,999999,0,562340,437659,999999,368542,930882,
194,balanced_sel0.1,0,437659,999999,20224,582564,189843,752183,437659,999999,
195,attr0_nav_sel0.1,0,437659,999999,211704,774044,0,562340,312773,875113,
196,attr1_nav_sel0.1,1,128982,691322,357478,919818,217728,780068,437659,999999,
197,attr2_nav_sel0.1,2,13506,575846,437659,999999,166770,729110,437659,999999,
198,attr3_nav_sel0.1,3,437659,999999,129906,692246,398650,960990,179052,741392,
199,balanced_sel0.1,0,57037,619377,18341,580681,0,562340,437659,999999,
200,attr0_nav_sel0.1,0,0,562340,321265,883605,437659,999999,65343,627683,
201,attr1_nav_sel0.1,1,437659,999999,0,562340,437659,999999,437659,999999,
202,attr2_nav_sel0.1,2,0,562340,437659,999999,0,562340,0,562340,
203,attr3_nav_sel0.1,3,165474,727814,437659,999999,437659,999999,0,562340,
204,balanced_sel0.1,0,117904,680244,0,562340,153110,715450,0,562340,
205,attr0_nav_sel0.1,0,437659,999999,203429,765769,437659,999999,191001,753341,
206,attr1_nav_sel0.1,1,436831,999171,437659,999999,0,562340,0,562340,
207,attr2_nav_sel0.1,2,437659,999999,323851,886191,71283,633623,0,562340,
208,attr3_nav_sel0.1,3,431742,994082,197378,759718,437659,999999,0,562340,
209,balanced_sel0.1,0,344966,907306,337841,900181,0,562340,152994,715334,
210,attr0_nav_sel0.1,0,0,562340,437659,999999,396390,958730,78167,640507,
211,attr1_nav_sel0.1,1,0,562340,437659,999999,437659,999999,437659,999999,
212,attr2_nav_sel0.1,2,121443,683783,0,562340,400670,963010,0,562340,
213,attr3_nav_sel0.1,3,437659,999999,173414,735754,0,562340,437659,999999,
214,balanced_sel0.1,0,0,562340,437659,999999,437659,999999,0,562340,
215,attr0_nav_sel0.1,0,0,562340,312335,874675,29702,592042,437659,999999,
216,attr1_nav_sel0.1,1,1631,563971,197815,760155,0,562340,286501,848841,
217,attr2_nav_sel0.1,2,0,562340,0,562340,105775,668115,0,562340,
218,attr3_nav_sel0.1,3,149305,711645,437659,999999,344682,907022,192824,755164,
219,balanced_sel0.1,0,84713,647053,183734,746074,0,562340,238212,800552,
220,attr0_nav_sel0.1,0,0,562340,437659,999999,0,562340,0,562340,
221,attr1_nav_sel0.1,1,0,562340,437659,999999,134634,696974,350397,912737,
222,attr2_nav_sel0.1,2,342373,904713,437659,999999,375788,938128,66864,629204,
223,attr3_nav_sel0.1,3,0,562340,437659,999999,0,562340,437659,999999,
224,balanced_sel0.1,0,210656,772996,437659,999999,437659,999999,0,562340,
225,attr0_nav_sel0.1,0,363214,925554,0,562340,273954,836294,0,562340,
226,attr1_nav_sel0.1,1,437659,999999,437659,999999,0,562340,437659,999999,
227,attr2_nav_sel0.1,2,437659,999999,0,562340,0,562340,96647,658987,
228,attr3_nav_sel0.1,3,362015,924355,437659,999999,0,562340,0,562340,
229,balanced_sel0.1,0,437659,999999,437659,999999,236178,798518,0,562340,
230,attr0_nav_sel0.1,0,282989,845329,437659,999999,437659,999999,242750,805090,
231,attr1_nav_sel0.1,1,69607,631947,269159,831499,120961,683301,393541,955881,
232,attr2_nav_sel0.1,2,344300,906640,437659,999999,178144,740484,0,562340,
233,attr3_nav_sel0.1,3,0,562340,437659,999999,46418,608758,230451,792791,
234,balanced_sel0.1,0,358156,920496,263361,825701,343066,905406,437659,999999,
235,attr0_nav_sel0.1,0,387849,950189,437659,999999,437659,999999,380810,943150,
236,attr1_nav_sel0.1,1,205328,767668,64375,626715,401324,963664,0,562340,
237,attr2_nav_sel0.1,2,172678,735018,0,562340,437659,999999,437659,999999,
238,attr3_nav_sel0.1,3,437659,999999,0,562340,0,562340,302981,865321,
239,balanced_sel0.1,0,177883,740223,65757,628097,119930,682270,437659,999999,
240,attr0_nav_sel0.1,0,288574,850914,437659,999999,437659,999999,437659,999999,
241,attr1_nav_sel0.1,1,0,562340,197282,759622,54207,616547,437659,999999,
242,attr2_nav_sel0.1,2,0,562340,0,562340,406703,969043,437659,999999,
243,attr3_nav_sel0.1,3,0,562340,437659,999999,0,562340,437659,999999,
244,balanced_sel0.1,0,0,562340,437659,999999,215044,777384,437659,999999,
245,attr0_nav_sel0.1,0,437659,999999,8410,570750,403001,965341,0,562340,
246,attr1_nav_sel0.1,1,194972,757312,278568,840908,0,562340,437659,999999,
247,attr2_nav_sel0.1,2,175942,738282,100397,662737,0,562340,194569,756909,
248,attr3_nav_sel0.1,3,437659,999999,0,562340,0,562340,437659,999999,
249,balanced_sel0.1,0,0,562340,0,562340,437659,999999,0,562340,
250,attr0_nav_sel0.1,0,146678,709018,176613,738953,0,562340,401376,963716,
251,attr1_nav_sel0.1,1,437659,999999,14498,576838,309406,871746,150938,713278,
252,attr2_nav_sel0.1,2,369849,932189,0,562340,437659,999999,429000,991340,
253,attr3_nav_sel0.1,3,437659,999999,437659,999999,0,562340,437659,999999,
254,balanced_sel0.1,0,0,562340,437659,999999,0,562340,0,562340,
255,attr0_nav_sel0.1,0,237126,799466,0,562340,437659,999999,0,562340,
256,attr1_nav_sel0.1,1,261858,824198,136395,698735,0,562340,0,562340,
257,attr2_nav_sel0.1,2,0,562340,16319,578659,0,562340,0,562340,
258,attr3_nav_sel0.1,3,11411,573751,70102,632442,437659,999999,0,562340,
259,balanced_sel0.1,0,265233,827573,437659,999999,0,562340,437659,999999,
260,attr0_nav_sel0.1,0,437659,999999,0,562340,0,562340,0,562340,
261,attr1_nav_sel0.1,1,0,562340,0,562340,257622,819962,0,562340,
262,attr2_nav_sel0.1,2,332067,894407,0,562340,0,562340,0,562340,
263,attr3_nav_sel0.1,3,31593,593933,0,562340,437659,999999,437659,999999,
264,balanced_sel0.1,0,266926,829266,380664,943004,398242,960582,87121,649461,
265,attr0_nav_sel0.1,0,437659,999999,258148,820488,437182,999522,437659,999999,
266,attr1_nav_sel0.1,1,431073,993413,384025,946365,0,562340,354985,917325,
267,attr2_nav_sel0.1,2,141196,703536,230688,793028,20113,582453,278950,841290,
268,attr3_nav_sel0.1,3,437659,999999,0,562340,83812,646152,0,562340,
269,balanced_sel0.1,0,0,562340,322077,884417,437659,999999,181255,743595,
270,attr0_nav_sel0.1,0,0,562340,0,562340,0,562340,0,562340,
271,attr1_nav_sel0.1,1,0,562340,0,562340,124841,687181,437659,999999,
272,attr2_nav_sel0.1,2,33701,596041,437659,999999,117217,679557,301345,863685,
273,attr3_nav_sel0.1,3,437659,999999,437659,999999,401821,964161,163678,726018,
274,balanced_sel0.1,0,437659,999999,437659,999999,0,562340,302247,864587,
275,attr0_nav_sel0.1,0,0,562340,437659,999999,0,562340,369109,931449,
276,attr1_nav_sel0.1,1,0,562340,279835,842175,0,562340,437659,999999,
277,attr2_nav_sel0.1,2,0,562340,339297,901637,281100,843440,0,562340,
278,attr3_nav_sel0.1,3,0,562340,0,562340,244749,807089,0,562340,
279,balanced_sel0.1,0,0,562340,0,562340,437659,999999,437659,999999,
280,attr0_nav_sel0.1,0,98358,660698,36716,599056,437659,999999,144370,706710,
281,attr1_nav_sel0.1,1,0,562340,395412,957752,437659,999999,0,562340,
282,attr2_nav_sel0.1,2,437659,999999,437659,999999,0,562340,186588,748928,
283,attr3_nav_sel0.1,3,437659,999999,437659,999999,280458,842798,383671,946011,
284,balanced_sel0.1,0,8702,571042,437659,999999,437659,999999,437659,999999,
285,attr0_nav_sel0.1,0,115365,677705,0,562340,0,562340,294792,857132,
286,attr1_nav_sel0.1,1,437659,999999,279027,841367,256341,818681,429391,991731,
287,attr2_nav_sel0.1,2,437659,999999,0,562340,0,562340,281722,844062,
288,attr3_nav_sel0.1,3,0,562340,37122,599462,298860,861200,150558,712898,
289,balanced_sel0.1,0,0,562340,160388,722728,0,562340,235250,797590,
290,attr0_nav_sel0.1,0,437659,999999,218954,781294,437659,999999,292318,854658,
291,attr1_nav_sel0.1,1,0,562340,0,562340,0,562340,437659,999999,
292,attr2_nav_sel0.1,2,0,562340,171002,733342,437659,999999,437659,999999,
293,attr3_nav_sel0.1,3,437659,999999,20972,583312,0,562340,437659,999999,
294,balanced_sel0.1,0,391230,953570,437659,999999,0,562340,0,562340,
295,attr0_nav_sel0.1,0,182995,745335,437659,999999,192087,754427,0,562340,
296,attr1_nav_sel0.1,1,138888,701228,326302,888642,0,562340,348098,910438,
297,attr2_nav_sel0.1,2,40865,603205,0,562340,437659,999999,176700,739040,
298,attr3_nav_sel0.1,3,0,562340,0,562340,0,562340,123590,685930,
299,balanced_sel0.1,0,437659,999999,437659,999999,68031,630371,232985,795325,
300,attr0_nav_sel0.1,0,437659,999999,116540,678880,0,562340,318669,881009,
301,attr1_nav_sel0.1,1,165354,727694,0,562340,239917,802257,437659,999999,
302,attr2_nav_sel0.1,2,431660,994000,436375,998715,0,562340,437659,999999,
303,attr3_nav_sel0.1,3,437659,999999,0,562340,437659,999999,185833,748173,
304,balanced_sel0.1,0,78822,641162,0,562340,0,562340,437659,999999,
305,attr0_nav_sel0.1,0,0,562340,414055,976395,408251,970591,28126,590466,
306,attr1_nav_sel0.1,1,422536,984876,0,562340,153599,715939,0,562340,
307,attr2_nav_sel0.1,2,191025,753365,437659,999999,32556,594896,135279,697619,
308,attr3_nav_sel0.1,3,175168,737508,0,562340,20587,582927,356058,918398,
309,balanced_sel0.1,0,437659,999999,437659,999999,0,562340,0,562340,
310,attr0_nav_sel0.1,0,137905,700245,161121,723461,52711,615051,70294,632634,
311,attr1_nav_sel0.1,1,52512,614852,437659,999999,87659,649999,0,562340,
312,attr2_nav_sel0.1,2,437659,999999,0,562340,17356,579696,0,562340,
313,attr3_nav_sel0.1,3,0,562340,407206,969546,437659,999999,437659,999999,
314,balanced_sel0.1,0,170455,732795,70883,633223,0,562340,0,562340,
315,attr0_nav_sel0.1,0,0,562340,0,562340,378080,940420,0,562340,
316,attr1_nav_sel0.1,1,437659,999999,105708,668048,174922,737262,0,562340,
317,attr2_nav_sel0.1,2,437659,999999,181829,744169,434508,996848,191379,753719,
318,attr3_nav_sel0.1,3,0,562340,437659,999999,231402,793742,0,562340,
319,balanced_sel0.1,0,0,562340,0,562340,437659,999999,437659,999999,
320,attr0_nav_sel0.1,0,437659,999999,0,562340,0,562340,0,562340,
321,attr1_nav_sel0.1,1,1025,563365,325290,887630,378581,940921,0,562340,
322,attr2_nav_sel0.1,2,0,562340,437659,999999,437659,999999,398981,961321,
323,attr3_nav_sel0.1,3,0,562340,0,562340,0,562340,437659,999999,
324,balanced_sel0.1,0,437659,999999,0,562340,414819,977159,0,562340,
325,attr0_nav_sel0.1,0,181174,743514,437659,999999,437659,999999,114501,676841,
326,attr1_nav_sel0.1,1,35153,597493,220569,782909,233334,795674,0,562340,
327,attr2_nav_sel0.1,2,359650,921990,437659,999999,0,562340,0,562340,
328,attr3_nav_sel0.1,3,437659,999999,126331,688671,406349,968689,248952,811292,
329,balanced_sel0.1,0,437659,999999,0,562340,300733,863073,203609,765949,
330,attr0_nav_sel0.1,0,27108,589448,231018,793358,44484,606824,437659,999999,
331,attr1_nav_sel0.1,1,437659,999999,437659,999999,10705,573045,0,562340,
332,attr2_nav_sel0.1,2,0,562340,0,562340,0,562340,0,562340,
333,attr3_nav_sel0.1,3,437659,999999,0,562340,0,562340,364385,926725,
334,balanced_sel0.1,0,409577,971917,86735,649075,0,562340,437659,999999,
335,attr0_nav_sel0.1,0,437659,999999,437659,999999,0,562340,401519,963859,
336,attr1_nav_sel0.1,1,0,562340,437659,999999,0,562340,420154,982494,
337,attr2_nav_sel0.1,2,437659,999999,307010,869350,437659,999999,437659,999999,
338,attr3_nav_sel0.1,3,437659,999999,0,562340,437659,999999,334389,896729,
339,balanced_sel0.1,0,112215,674555,437659,999999,437659,999999,162512,724852,
340,attr0_nav_sel0.1,0,0,562340,437659,999999,132888,695228,437659,999999,
341,attr1_nav_sel0.1,1,97839,660179,431477,993817,240466,802806,0,562340,
342,attr2_nav_sel0.1,2,13658,575998,87180,649520,362728,925068,0,562340,
343,attr3_nav_sel0.1,3,0,562340,156093,718433,18341,580681,10481,572821,
