160,160,1153,7863
161,161,6801,6347
162,162,8937,417
163,163,4499,2789
164,164,7168,8155
165,165,2854,8655
166,166,3114,9367
167,167,708,9517
168,168,6798,1318
169,169,6503,9823
170,170,9203,1723
171,171,3723,4899
172,172,8836,2182
173,173,1939,9027
174,174,2665,1705
175,175,991,5888
176,176,902,8424
177,177,1043,2057
178,178,3745,8014
179,179,2812,6105
180,180,486,9625
181,181,257,5950
182,182,3264,5861
183,183,4895,4826
184,184,8304,4712
185,185,6961,1116
186,186,1846,1353
187,187,847,7848
188,188,9906,1161
189,189,9820,2971
190,190,5963,1345
191,191,1333,8313
192,192,4308,6424
193,193,2629,8870
194,194,7974,8831
195,195,5317,2068
196,196,2045,1263
197,197,8264,4376
198,198,3159,446
199,199,6007,3458
200,200,7595,5458
201,201,4300,752
202,202,3422,4344
203,203,3584,5476
204,204,4246,3012
205,205,3669,8853
206,206,7628,6522
207,207,4024,4230
208,208,9908,3682
209,209,7187,579
210,210,3808,9372
211,211,2444,2687
212,212,3258,7291
213,213,6668,5040
214,214,6963,9069
215,215,7641,714
216,216,7176,9754
217,217,4420,8010
218,218,9815,3350
219,219,6661,2337
220,220,4223,3885
221,221,6967,4536
222,222,7301,9666
223,223,1135,7840
224,224,7651,8521
225,225,1560,2336
226,226,8415,9042
227,227,7523,5252
228,228,961,8605
229,229,9373,2810
230,230,5623,1199
231,231,5295,9401
232,232,49,5631
233,233,6694,333
234,234,644,2867
235,235,9019,4399
236,236,7522,339
237,237,7149,1377
238,238,7405,5572
239,239,3959,8711
240,240,3624,6922
241,241,8295,6852
242,242,2743,2695
243,243,8476,5602
244,244,696,5007
245,245,6900,978
246,246,3247,8501
247,247,4411,6754
248,248,1885,7451
249,249,3349,8380
250,250,5604,6533
251,251,8711,8829
252,252,4794,8295
253,253,4546,3487
254,254,618,3273
255,255,6446,6304
256,256,1373,342
257,257,1227,5108
258,258,2694,1986
259,259,6785,8761
260,260,5494,9423
261,261,4923,2549
262,262,4339,8145
263,263,9519,5092
264,264,4210,7764
265,265,9749,3410
266,266,3545,4300
267,267,8498,7792
268,268,1256,2125
269,269,7817,455
270,270,8974,3586
271,271,7119,1871
272,272,7139,3123
273,273,8495,3560
274,274,3783,7261
275,275,3963,4469
276,276,3230,6152
277,277,5275,1741
278,278,2635,6571
279,279,6317,7107
280,280,318,7424
281,281,9559,7003
282,282,8935,3465
283,283,2610,311
284,284,5809,8565
285,285,4142,9395
286,286,3241,6192
287,287,5205,3282
288,288,6041,4627
289,289,2939,7615
290,290,2633,9215
291,291,6833,7293
292,292,5253,3081
293,293,44,593
294,294,2314,5195
295,295,6227,159
296,296,797,4943
297,297,7800,1458
298,298,5276,2596
299,299,2973,2632
300,300,7779,6845
301,301,5267,1659
302,302,5159,7308
303,303,8197,8296
304,304,2913,1601
305,305,8842,4955
306,306,4657,406
307,307,8910,4974
308,308,8458,9922
309,309,688,9462
310,310,5138,8276
311,311,1750,3263
312,312,3501,4687
313,313,701,1714
314,314,838,726
315,315,2337,694
316,316,6452,9443
317,317,8006,6561
318,318,5558,1334
319,319,3762,890
320,320,7318,4028
321,321,6758,3072
322,322,1838,7897
323,323,1791,802
324,324,1157,3825
325,325,2421,7169
326,326,4866,6530
327,327,7503,1125
328,328,2380,7278
329,329,5400,6294
330,330,952,7116
331,331,6428,5020
332,332,4997,2282
333,333,3733,1532
334,334,3297,9702
335,335,8971,3796
336,336,8185,4533
337,337,4496,2702
338,338,4031,9328
339,339,7581,6028
340,340,4806,6208
341,341,9421,6615
342,342,2446,9766
343,343,2660,5946
344,344,331,2981
345,345,5166,895
346,346,2551,7436
347,347,3370,1524
348,348,5024,5899
349,349,2413,6560
350,350,819,8858
351,351,8346,9139
352,352,2613,9812
353,353,9535,2111
354,354,1947,6377
355,355,4764,8509
356,356,8022,65
357,357,2546,8023
358,358,6955,7439
359,359,998,7751
360,360,2983,5091
361,361,1497,4273
362,362,3414,3396
363,363,8583,1452
364,364,2034,1043
365,365,2130,158
366,366,6577,7120
367,367,2108,6019
368,368,546,7951
369,369,9226,5024
370,370,9507,2640
371,371,75,7706
372,372,2179,9109
373,373,6671,675
374,374,8570,969
375,375,5322,2518
376,376,9727,6384
377,377,6893,2626
378,378,1300,8334
379,379,7570,9095
380,380,2825,2419
381,381,2998,1207
382,382,4629,2391
383,383,6221,3354
384,384,6217,301
385,385,3831,1054
386,386,2106,8437
387,387,8548,3849
388,388,5097,5581
389,389,4849,252
390,390,8674,6012
391,391,9890,5663
392,392,8700,1669
393,393,2655,3300
394,394,4126,4301
395,395,313,2495
396,396,2376,1876
397,397,459,4144
398,398,5990,7217
399,399,4312,9633
400,400,89,2930
401,401,7460,36
402,402,2512,4151
403,403,5240,2998
404,404,9265,2067
405,405,3777,7612
406,406,2935,7735
407,407,6095,1761
408,408,4677,2444
409,409,7022,9903
410,410,9854,4051
411,411,3009,249
412,412,6739,2600
413,413,7130,3624
414,414,2581,1971
415,415,3198,4734
416,416,1935,2689
417,417,1126,457
418,418,8438,4722
419,419,5868,1437
420,420,9045,6052
421,421,7878,8256
422,422,2245,9494
423,423,398,6699
424,424,8591,5415
425,425,7757,9531
426,426,2585,4057
427,427,4212,7568
428,428,1349,5230
429,429,1555,6434
430,430,9340,2394
431,431,502,7562
432,432,1143,4733
433,433,7268,7392
434,434,6646,7098
435,435,8444,6213
436,436,2028,6574
437,437,464,5920
438,438,7616,8786
439,439,7018,7987
440,440,883,4127
441,441,9536,5975
442,442,1804,8989
443,443,1788,524
444,444,6005,2777
445,445,2502,5448
446,446,4391,3279
447,447,4179,3387
448,448,5548,4567
449,449,4026,3305
450,450,6639,9994
451,451,9939,8498
452,452,4651,568
453,453,6857,4903
454,454,369,9448
455,455,561,4366
456,456,1340,2892
457,457,4091,1880
458,458,9760,7980
459,459,120,7956
460,460,21,8059
461,461,4836,187
462,462,6077,879
463,463,2774,2156
464,464,5353,8076
465,465,7584,4248
466,466,8108,9693
467,467,7905,4318
468,468,9818,8763
469,469,1334,8662
470,470,8369,6300
471,471,8151,4837
472,472,5944,8525
473,473,1873,9741
474,474,6650,8729
475,475,1670,4835
476,476,4908,2439
477,477,5258,5247
478,478,9917,5116
479,479,3004,1153
480,480,7804,4099
481,481,8654,2094
482,482,4834,5445
483,483,2417,5026
484,484,9866,6365
485,485,6050,7642
486,486,2816,8448
487,487,7123,60
488,488,6815,3156
489,489,8802,1749
490,490,2377,9143
491,491,5431,4010
492,492,2092,8943
493,493,9974,9076
494,494,8083,3959
495,495,830,173
496,496,2907,2589
497,497,9954,9249
498,498,1954,3797
499,499,279,9209
500,500,8196,1781
501,501,6239,4259
502,502,8372,9647
503,503,7911,5935
504,504,2904,1029
505,505,1445,3268
506,506,8849,8688
507,507,5600,8839
508,508,6132,1258
509,509,6974,5258
510,510,7304,4970
511,511,2748,4048
512,512,6343,9324
513,513,6385,9260
514,514,457,3549
515,515,6017,7938
516,516,4475,6170
517,517,6670,6075
518,518,5860,2197
519,519,1692,356
520,520,3250,2660
521,521,7814,7312
522,522,5347,7752
523,523,9002,7419
524,524,7788,1341
525,525,6449,1654
526,526,4766,201
527,527,7896,9826
528,528,5718,8795
529,529,1649,9911
530,530,5342,29
531,531,5056,9325
532,532,6630,3149
533,533,7937,6034
534,534,3964,7710
535,535,7185,6545
536,536,8285,2435
537,537,7823,4455
538,538,1284,8912
539,539,549,3598
540,540,9359,9595
541,541,3081,2759
542,542,1164,1138
543,543,5970,1004
544,544,7618,7640
545,545,1559,1643
546,546,9263,5852
547,547,4932,7198
548,548,4889,1770
549,549,9936,7829
550,550,3939,9172
551,551,2957,8282
552,552,8981,3795
553,553,7344,9044
554,554,5850,6441
555,555,7935,5878
556,556,5910,5312
557,557,6706,3254
558,558,5463,7390
559,559,7358,6194
560,560,1882,4857
561,561,5955,9869
562,562,2909,9943
563,563,455,8543
564,564,6808,3039
565,565,9229,8833
566,566,1019,9375
567,567,2762,1512
568,568,6430,1569
569,569,2021,2227
570,570,3802,9564
571,571,116,7888
572,572,4115,5018
573,573,5277,8049
574,574,8347,2900
575,575,2267,6137
576,576,3991,4834
577,577,1828,7984
578,578,1757,7713
579,579,7211,5605
580,580,4442,6090
581,581,6802,8981
582,582,2299,9981
583,583,8853,2355
584,584,6501,216
585,585,5445,3731
586,586,7390,8627
587,587,9698,4296
588,588,9959,4958
589,589,3344,5907
590,590,6083,2037
591,591,412,6181
592,592,8660,9921
593,593,6268,851
594,594,8307,8811
595,595,7579,4757
596,596,9864,6915
597,597,6070,9144
598,598,5563,720
599,599,5784,2299
600,600,2595,3324
601,601,3502,6632
602,602,9915,1203
603,603,794,2266
604,604,9784,6221
605,605,2068,9669
606,606,8191,4696
607,607,7746,6073
608,608,7225,4260
609,609,8598,3333
610,610,5536,7386
611,611,8799,4960
612,612,5242,8404
613,613,8826,2358
614,614,7450,6031
615,615,6444,1095
616,616,555,4021
617,617,1940,9821
618,618,5222,1759
619,619,1635,2506
620,620,3534,5534
621,621,1877,8994
622,622,7195,6629
623,623,6120,8680
624,624,1275,6369
625,625,7376,765
626,626,6156,4491
627,627,6018,1636
628,628,5017,5769
629,629,2357,5034
630,630,5251,4668
631,631,95,5875
632,632,1241,1762
633,633,3343,7484
634,634,1031,8072
635,635,1269,8093
636,636,8901,1399
637,637,400,2838
638,638,3278,3261
639,639,1671,1974
640,640,1007,559
641,641,6229,5125
642,642,1018,4210
643,643,2971,6463
644,644,2427,1253
645,645,6795,1634
646,646,5649,1423
647,647,3781,8125
648,648,3537,6225
649,649,3947,355
650,650,5942,9509
651,651,6734,3738
652,652,7958,8506
653,653,9590,7467
654,654,4622,2183
655,655,873,7427
656,656,898,772
657,657,2088,4313
658,658,8187,3495
659,659,5236,6200
660,660,2289,5761
661,661,6198,6460
662,662,9765,8894
663,663,2222,6526
664,664,4598,494
665,665,4944,7321
666,666,1609,635
667,667,19,6138
668,668,7693,174
669,669,6709,2335
670,670,6675,435
671,671,2286,3743
672,672,4555,3376
673,673,6946,275
674,674,3842,555
675,675,2624,7017
676,676,2802,4576
677,677,9769,466
678,678,7175,7492
679,679,9144,7252
680,680,3987,2366
681,681,6412,7062
682,682,9441,3330
683,683,9281,8751
684,684,3240,5273
685,685,9728,8845
686,686,314,1774
687,687,6904,2746
688,688,3148,1961
689,689,9021,7422
690,690,9379,8032
691,691,4306,8562
692,692,2003,3127
693,693,3933,5985
694,694,6065,4883
695,695,660,8910
696,696,7972,2979
697,697,6947,9481
698,698,449,6876
699,699,8759,761
700,700,9945,4433
701,701,6162,4945
702,702,3697,9487
703,703,3578,549
704,704,6442,8244
705,705,3784,7055
706,706,4336,6267
707,707,6336,7483
708,708,1803,5880
709,709,7766,470
710,710,9813,2686
711,711,451,6546
712,712,7780,594
713,713,3737,4381
714,714,4492,5882
715,715,7478,6467
716,716,5537,997
717,717,5572,5429
718,718,8105,930
719,719,6345,8971
720,720,7934,214
721,721,8862,1783
722,722,669,4897
723,723,8687,6812
724,724,9160,6878
725,725,663,4290
726,726,8279,7808
727,727,6504,4689
728,728,8647,3416
729,729,9967,3717
730,730,4154,1883
731,731,1016,1513
732,732,6405,2841
733,733,9690,1483
734,734,8568,8162
735,735,4667,9698
736,736,6463,5787
737,737,7753,1834
738,738,5433,5391
739,739,2600,1179
740,740,3955,4953
741,741,1861,2633
742,742,5578,7958
743,743,3647,6345
744,744,3246,6273
745,745,8938,543
746,746,2857,7632
747,747,105,521
748,748,46,8481
749,749,3793,837
750,750,5502,8009
751,751,1055,7816
752,752,2834,9365
753,753,6226,8472
754,754,1420,2639
755,755,2369,9370
756,756,9334,8897
757,757,7468,6297
758,758,7196,4092
759,759,5165,3454
760,760,9293,9835
761,761,632,898
762,762,3864,7725
763,763,3395,1297
764,764,9388,5163
765,765,1017,7503
766,766,8007,4007
767,767,5131,8794
768,768,7108,7332
769,769,6702,1473
770,770,1562,7125
771,771,6752,4219
772,772,3927,8641
773,773,7951,9111
774,774,3073,195
775,775,9235,2228
776,776,7388,5276
777,777,6213,1150
778,778,8056,7393
779,779,6469,3783
780,780,7080,8658
781,781,678,3763
782,782,6211,3241
783,783,6611,9416
784,784,7514,6433
785,785,4038,764
786,786,2841,156
787,787,6869,501
788,788,9809,1036
789,789,6886,9580
790,790,6133,534
791,791,5866,2791
792,792,9191,9689
793,793,3807,6296
794,794,4884,3539
795,795,6019,7519
796,796,6386,3382
797,797,4996,3129
798,798,5490,4728
799,799,771,1188
800,800,4612,4451
801,801,1800,8854
802,802,9694,6042
803,803,168,8293
804,804,9247,8533
805,805,6187,9818
806,806,7679,8144
807,807,5086,6038
808,808,3746,1545
809,809,5473,1396
810,810,6872,3554
811,811,2287,9923
812,812,2261,7948
813,813,5140,7955
814,814,9264,8847
815,815,8906,9967
816,816,6753,3007
817,817,9562,6729
818,818,7387,4477
819,819,3879,1621
820,820,5730,1810
821,821,4044,5145
822,822,5683,9049
823,823,9385,6357
824,824,9669,217
825,825,7653,1269
826,826,3373,4380
827,827,3206,441
828,828,6978,4368
829,829,8552,7576
830,830,2277,4330
831,831,3797,1107
832,832,8810,5715
833,833,9307,3830
834,834,8214,5778
835,835,7349,9560
836,836,6560,2963
837,837,8546,42
838,838,7755,7660
839,839,1314,5737
840,840,8728,9514
841,841,3158,7101
842,842,4023,4077
843,843,2969,6858
844,844,9162,3894
845,845,7047,5336
846,846,3766,6969
847,847,748,9405
848,848,537,771
849,849,9024,4486
850,850,1753,1333
851,851,7837,4798
852,852,8614,7898
853,853,7702,918
854,854,2194,2287
855,855,8085,9940
856,856,2752,1800
857,857,6740,9322
858,858,7023,3680
859,859,8170,6053
860,860,5493,9335
861,861,778,5063
862,862,3204,882
863,863,2429,8515
864,864,864,9088
865,865,6984,1578
866,866,4731,2298
867,867,35,5692
868,868,2129,4542
869,869,2527,4692
870,870,170,1471
871,871,3089,3654
872,872,6387,9714
873,873,6420,4211
874,874,7244,429
875,875,9919,4746
876,876,6009,4432
877,877,141,7600
878,878,8772,5227
879,879,2975,7931
880,880,7230,4382
881,881,5346,1112
882,882,5845,9232
883,883,2475,8709
884,884,9994,7581
885,885,338,9485
886,886,6249,815
887,887,4276,9928
888,888,5816,3151
889,889,470,4525
890,890,3030,3851
891,891,1061,1422
892,892,9186,4014
893,893,2979,9651
894,894,9755,4452
895,895,9582,4543
896,896,1148,193
897,897,3718,3551
898,898,6417,3256
899,899,9834,5804
900,900,4293,3644
901,901,8454,5234
902,902,5592,2684
903,903,1008,3491
904,904,1145,2778
905,905,8496,1631
906,906,5,8461
907,907,1028,4163
908,908,2144,1622
909,909,2099,412
910,910,3295,9927
911,911,8771,5725
912,912,4550,8940
913,913,2801,8710
914,914,448,9227
915,915,9953,8324
916,916,4735,259
917,917,5765,9220
918,918,3741,9005
919,919,3824,1272
920,920,1376,2426
921,921,9492,8796
922,922,9881,792
923,923,1329,5747
924,924,6044,9318
925,925,5908,9526
926,926,8471,889
927,927,6365,7745
928,928,918,7212
929,929,7512,9120
930,930,7810,5150
931,931,863,3508
932,932,9478,6100
933,933,9454,7639
934,934,4413,3934
935,935,1277,2820
936,936,456,6815
937,937,5448,5297
938,938,1902,2793
939,939,7462,1245
940,940,1933,5999
941,941,5662,7080
942,942,4854,8851
943,943,14,3891
944,944,8324,2050
945,945,5711,1286
946,946,8484,4652
947,947,3796,4790
948,948,1453,5403
949,949,7786,1429
950,950,1335,2212
951,951,8705,1367
952,952,8876,6947
953,953,3123,5478
954,954,7816,7965
955,955,1264,6398
956,956,6335,2607
957,957,6938,7758
958,958,9561,9906
959,959,1328,8972
960,960,6236,4206
961,961,8886,5407
962,962,1260,1655
963,963,411,3507
964,964,3951,5434
965,965,7163,5320
966,966,656,5462
967,967,8845,2487
968,968,5263,9142
969,969,995,9351
970,970,2043,4395
971,971,3029,2428
972,972,605,2407
973,973,4685,938
974,974,4586,315
975,975,7311,9721
976,976,9842,7572
977,977,6103,8607
978,978,2002,3756
979,979,7666,2983
980,980,2630,4495
981,981,2053,7976
982,982,6885,102
983,983,8344,4618
984,984,9338,6349
985,985,8984,7646
986,986,6879,907
987,987,6988,9889
988,988,7152,713
989,989,4313,2710
990,990,306,108
991,991,5483,976
992,992,9501,6768
993,993,631,1184
994,994,2818,5546
995,995,7393,8921
996,996,1336,9656
997,997,7501,5008
998,998,5616,4201
999,999,5982,8900
1000,1000,6576,6330
1001,1001,5638,8300
1002,1002,8963,5872
1003,1003,8204,9424
1004,1004,8321,4235
1005,1005,9923,1229
1006,1006,7040,8748
1007,1007,855,6484
1008,1008,8897,4644
1009,1009,2128,157
1010,1010,4556,4123
1011,1011,6225,9569
1012,1012,5961,1330
1013,1013,426,8557
1014,1014,5047,3693
1015,1015,2224,7703
1016,1016,4611,3260
1017,1017,1233,4400
1018,1018,4531,5578
1019,1019,8424,1716
1020,1020,81,9268
1021,1021,9885,731
1022,1022,9865,2320
1023,1023,2404,1303
1024,1024,4132,6785
1025,1025,4980,2262
1026,1026,6638,219
1027,1027,1674,4156
1028,1028,5120,4316
1029,1029,6295,5343
1030,1030,4590,9539
1031,1031,9836,2142
1032,1032,4970,9783
1033,1033,148,641
1034,1034,1405,2925
1035,1035,37,6024
1036,1036,3386,8106
1037,1037,7695,8891
1038,1038,8828,5613
1039,1039,3171,8252
1040,1040,6807,2861
1041,1041,8420,4353
1042,1042,7732,7990
1043,1043,1798,1942
1044,1044,5479,5330
1045,1045,6134,6937
1046,1046,7964,9887
1047,1047,5770,331
1048,1048,9983,7882
1049,1049,2671,8747
1050,1050,3954,1933
1051,1051,433,3451
1052,1052,20,9058
1053,1053,6408,7656
1054,1054,1980,3529
1055,1055,9054,7472
1056,1056,4741,8284
1057,1057,5197,5327
1058,1058,1977,7370
1059,1059,5498,4996
1060,1060,6114,5869
1061,1061,9267,9806
1062,1062,5169,5680
1063,1063,7323,8258
1064,1064,1607,2870
1065,1065,6909,9870
1066,1066,8037,9712
1067,1067,7677,7454
1068,1068,7587,1691
1069,1069,1553,8199
1070,1070,2835,5575
1071,1071,2620,4373
1072,1072,2025,9319
1073,1073,3283,3027
1074,1074,4,8969
1075,1075,4767,4725
1076,1076,9564,2656
1077,1077,6619,4411
1078,1078,4136,3430
1079,1079,4831,212
1080,1080,772,3501
1081,1081,7400,5314
1082,1082,1280,1328
1083,1083,6662,2000
1084,1084,5760,5749
1085,1085,8883,1853
1086,1086,2950,3787
1087,1087,7107,471
1088,1088,4896,9245
1089,1089,5993,4174
1090,1090,1787,5923
1091,1091,7711,9354
1092,1092,3248,4053
1093,1093,8692,4508
1094,1094,4078,2097
1095,1095,6275,6305
1096,1096,1984,189
1097,1097,5626,363
1098,1098,812,9312
1099,1099,8120,9946
1100,1100,973,8842
1101,1101,5523,7242
1102,1102,6908,6786
1103,1103,4971,2654
1104,1104,965,2617
1105,1105,6006,9938
1106,1106,5071,8834
1107,1107,4184,5871
1108,1108,2318,5551
1109,1109,7006,8242
1110,1110,2165,9148
1111,1111,4219,9561
1112,1112,8680,8259
1113,1113,3794,1025
1114,1114,1874,6144
1115,1115,4189,9499
1116,1116,8877,8984
1117,1117,9957,2523
1118,1118,7170,2070
1119,1119,2495,8518
1120,1120,1103,8967
1121,1121,7670,4505
1122,1122,6948,9333
1123,1123,4330,1934
1124,1124,8542,4612
1125,1125,1409,4279
1126,1126,6553,4564
1127,1127,1459,8726
1128,1128,2400,4504
1129,1129,4366,4597
1130,1130,3316,1108
1131,1131,1618,6544
1132,1132,4686,7868
1133,1133,3962,8329
1134,1134,7302,5362
1135,1135,5157,3086
1136,1136,3442,4760
1137,1137,7649,2522
1138,1138,1831,2946
1139,1139,8801,9779
1140,1140,4147,7219
1141,1141,2522,1065
1142,1142,3410,463
1143,1143,4497,9948
1144,1144,8962,4808
1145,1145,6462,8287
1146,1146,4287,5840
1147,1147,8201,5822
1148,1148,5041,5351
1149,1149,3126,3711
1150,1150,466,4043
1151,1151,3215,5442
1152,1152,569,6599
1153,1153,3844,4321
1154,1154,9396,4519
1155,1155,1085,7148
1156,1156,4993,4216
1157,1157,5731,6478
1158,1158,6060,6639
1159,1159,7036,8373
1160,1160,9996,168
1161,1161,9667,6498
1162,1162,5705,2015
1163,1163,2552,1366
1164,1164,726,2977
1165,1165,4765,8585
1166,1166,7310,9829
1167,1167,7541,9556
1168,1168,208,3765
1169,1169,1811,788
1170,1170,5763,3575
1171,1171,5969,5449
1172,1172,2268,9915
1173,1173,5542,4767
1174,1174,4440,7540
1175,1175,1123,3203
1176,1176,9095,1754
1177,1177,2403,2833
1178,1178,346,9028
1179,1179,1821,7329
1180,1180,1679,4406
1181,1181,7672,5651
1182,1182,4968,7834
1183,1183,1205,1614
1184,1184,4194,9769
1185,1185,1699,2151
1186,1186,4927,125
1187,1187,8003,5356
1188,1188,254,8743
1189,1189,9600,6
1190,1190,612,7871
1191,1191,7172,4423
1192,1192,7077,6156
1193,1193,6475,4196
1194,1194,7642,6907
1195,1195,5432,4240
1196,1196,9767,6313
1197,1197,6713,6141
1198,1198,534,9276
1199,1199,5823,3625
1200,1200,5080,6487
1201,1201,9991,6310
1202,1202,9080,3170
1203,1203,9192,7117
1204,1204,4936,6970
1205,1205,4524,7167
1206,1206,9490,7368
1207,1207,3058,7019
1208,1208,4421,2976
1209,1209,1830,2840
1210,1210,4585,832
1211,1211,5246,8771
1212,1212,5183,1873
1213,1213,143,2455
1214,1214,3084,8088
1215,1215,7223,354
1216,1216,6434,2002
1217,1217,3812,4825
1218,1218,4934,8561
1219,1219,6091,7953
1220,1220,3404,4029
1221,1221,4916,175
1222,1222,4443,5961
1223,1223,2057,4721
1224,1224,8297,1466
1225,1225,3340,8939
1226,1226,3168,3115
1227,1227,7436,3815
1228,1228,7015,7887
1229,1229,2451,4936
1230,1230,4076,225
1231,1231,6283,5897
1232,1232,956,1368
1233,1233,8487,518
1234,1234,9140,7546
1235,1235,6979,5141
1236,1236,7622,4768
1237,1237,3018,5712
1238,1238,7663,1165
1239,1239,7243,6618
1240,1240,9798,179
1241,1241,3445,2996
1242,1242,7635,8069
1243,1243,9583,6585
1244,1244,5551,6926
1245,1245,1140,512
1246,1246,2836,2288
1247,1247,8545,2447
1248,1248,8137,4532
1249,1249,9042,1428
1250,1250,4747,101
1251,1251,360,2945
1252,1252,3120,9068
1253,1253,4576,6720
1254,1254,9880,1556
1255,1255,4144,2888
1256,1256,1777,1493
1257,1257,1812,2659
1258,1258,6264,9688
1259,1259,4318,7928
1260,1260,854,2144
1261,1261,6145,9864
1262,1262,9495,3767
1263,1263,4648,4184
1264,1264,7571,2566
1265,1265,3546,5708
1266,1266,3342,5173
1267,1267,109,8947
1268,1268,1569,4978
1269,1269,9289,3971
1270,1270,6088,3155
1271,1271,9367,1479
1272,1272,9849,7826
1273,1273,8773,5306
1274,1274,4809,9544
1275,1275,4644,6961
1276,1276,4789,6103
1277,1277,11,4539
1278,1278,3269,9450
1279,1279,9029,8725
1280,1280,7260,7027
1281,1281,5212,1958
1282,1282,3175,5618
1283,1283,8514,7320
1284,1284,5356,5620
1285,1285,2437,2250
1286,1286,9126,3799
1287,1287,40,2730
1288,1288,3666,748
1289,1289,2339,1182
1290,1290,3884,5649
1291,1291,5284,3732
1292,1292,5000,2828
1293,1293,6051,1945
1294,1294,4166,3712
1295,1295,914,4607
1296,1296,6470,1387
1297,1297,1667,6227
1298,1298,1723,1362
1299,1299,5469,2138
1300,1300,560,3017
1301,1301,532,2546
1302,1302,7983,7670
1303,1303,1622,2072
1304,1304,1424,7697
1305,1305,9352,589
1306,1306,5048,4549
1307,1307,6822,1858
1308,1308,2740,7485
1309,1309,8669,1086
1310,1310,8322,120
1311,1311,1617,6222
1312,1312,8216,9269
1313,1313,9081,5334
1314,1314,8099,4683
1315,1315,544,7877
1316,1316,1959,9147
1317,1317,9943,8553
1318,1318,5733,9759
1319,1319,9368,2611
1320,1320,1185,6733
1321,1321,9542,372
1322,1322,7612,8128
1323,1323,6995,5342
1324,1324,709,2300
1325,1325,8708,3133
1326,1326,2266,2324
1327,1327,9000,4475
1328,1328,5399,7236
1329,1329,6069,452
1330,1330,7908,646
1331,1331,588,326
1332,1332,6366,2451
1333,1333,3003,3841
1334,1334,6118,6636
1335,1335,5812,8920
1336,1336,8067,3660
1337,1337,2295,6061
1338,1338,9850,7635
1339,1339,6418,485
1340,1340,6169,711
1341,1341,1588,112
1342,1342,1299,8484
1343,1343,52,8478
1344,1344,2382,2066
1345,1345,657,5047
1346,1346,6425,3932
1347,1347,935,2509
1348,1348,1253,1223
1349,1349,3705,8477
1350,1350,4138,932
1351,1351,9804,4544
1352,1352,781,1949
1353,1353,5686,5305
1354,1354,235,4339
