query_idx,profile,primary_attr,attr0_low,attr0_high,attr1_low,attr1_high,attr2_low,attr2_high,expected_top10
33,medium,0,4449,6948,3624,6123,0,2499,5699 5808 5870 5636 5917 5299 5615 5876 5454 4966
34,mixed,0,4108,7307,0,1999,5000,9999,5708 5270 5475 6147 5777 6003 6266 4991 6245 4896
35,broad,0,0,9999,1348,9347,0,7999,6163 6790 5550 5915 5878 6566 6637 6126 6285 6198
36,narrow,0,6878,7877,8500,9999,4417,5916,7378 7341 7735 6917 7243 7863 7622 6901 6965 7410
37,medium,0,5034,7533,0,2499,7177,9676,6284 5896 6266 5270 6045 6629 6061 6442 6985 6640
38,mixed,0,0,3199,7594,9593,2484,7483,1431 946 1093 1124 849 1629 2458 1558 901 1644
39,broad,0,0,9999,452,8451,0,7999,2704 2295 2502 2902 2454 2744 3171 2453 2450 3068
40,narrow,0,3829,4828,8500,9999,2467,3966,4329 4705 4367 4448 4213 4056 4730 3831 4036 4358
41,medium,0,1087,3586,6371,8870,0,2499,2337 2426 2035 1933 1971 2139 1568 2053 2240 2535
42,mixed,0,1870,5069,5598,7597,2529,7528,3470 4052 3421 3425 4124 4173 3693 3553 2871 3357
43,broad,0,0,9999,0,7999,0,7999,4480 4277 4520 4476 4507 5019 4958 3952 4660 3899
44,narrow,0,1751,2750,8500,9999,6612,8111,2251 2716 2036 2254 2581 2348 1841 2081 2474 2128
45,medium,0,5331,7830,6149,8648,270,2769,6581 6758 6856 6888 6194 7180 6625 6388 6413 6313
46,mixed,0,0,3199,3221,5220,5000,9999,1560 1851 1259 1535 1476 1913 2037 2026 1458 1594
47,broad,0,0,9999,1739,9738,2000,9999,9689 9532 9797 9770 9998 9434 9595 9773 9875 9679
48,narrow,0,0,999,1887,3386,0,1499,67 283 365 198 411 315 35 786 909 479
49,medium,0,2476,4975,3000,5499,0,2499,3726 3522 4171 4230 3360 4104 3733 3531 3926 3991
50,mixed,0,4116,7315,0,1999,2139,7138,5716 5302 6209 5224 5832 5230 5605 5296 6598 6144
51,broad,0,0,9999,0,7999,0,7999,3539 4559 2779 3668 4087 3651 4258 3618 3734 3433
52,narrow,0,515,1514,1474,2973,6953,8452,1015 1392 981 1179 1356 578 812 1308 1514 1058
53,medium,0,2998,5497,5532,8031,6128,8627,4248 4539 3459 4229 4667 3785 4322 3969 4630 4182
54,mixed,0,3254,6453,3080,5079,582,5581,4854 4660 5145 4170 4836 4761 5250 5256 5020 5384
55,broad,0,0,9999,144,8143,0,7999,1255 1466 1490 1208 989 1763 1572 1368 1819 1448
56,narrow,0,958,1957,3022,4521,7232,8731,1458 1476 1214 1535 1594 1703 1560 1783 1395 1133
57,medium,0,89,2588,5168,7667,0,2499,1339 1340 1329 886 1782 1540 1825 1974 986 982
58,mixed,0,1827,5026,6989,8988,0,4999,3427 3524 4002 3597 3770 4212 3249 4608 4208 3947
59,broad,0,0,9999,2000,9999,256,8255,6212 5903 5983 6048 5921 7179 6073 6471 5697 6338
60,narrow,0,5192,6191,134,1633,0,1499,5692 5208 5398 5774 5628 5617 5241 5328 5525 5864
61,medium,0,806,3305,3071,5570,4839,7338,2056 1422 2133 1993 2366 1761 1750 1222 3008 1883
62,mixed,0,6800,9999,895,2894,0,4999,9087 8552 9027 9298 9445 8680 8847 8625 9960 8638
63,broad,0,0,9999,0,7999,844,8843,5780 5811 6177 5108 5005 5118 6219 6109 5517 5532
64,narrow,0,8881,9880,1020,2519,6809,8308,9381 9395 9253 9232 9261 8919 9461 9724 9538 9553
65,medium,0,2207,4706,2560,5059,3694,6193,3457 2909 3194 2999 3656 3197 3870 2521 2988 2841
66,mixed,0,96,3295,318,2317,2131,7130,1696 2425 1017 1180 1574 1566 1927 1888 1960 1975
67,broad,0,0,9999,2000,9999,0,7999,392 489 583 363 59 2 500 172 374 721
68,narrow,0,0,999,7798,9297,3099,4598,387 849 892 844 552 235 335 336 104 270
69,medium,0,6293,8792,7055,9554,7500,9999,7543 7446 7433 7908 7015 7095 6951 7303 7331 7524
70,mixed,0,2779,5978,0,1999,3301,8300,4379 4753 4795 4657 4025 4461 4206 4065 4376 5093
71,broad,0,0,9999,0,7999,0,7999,2462 2518 1486 2453 2890 2354 2394 2600 2832 2358
72,narrow,0,4621,5620,0,1499,3573,5072,5121 4704 5275 5605 5296 5230 4941 5302 5224 4877
73,medium,0,7500,9999,4066,6565,1566,4065,9268 9335 8955 9815 9342 9124 9469 9190 8948 8911
74,mixed,0,5636,8835,4903,6902,2026,7025,7236 7350 6983 7443 6948 7360 6460 7123 7361 7573
75,broad,0,0,9999,125,8124,0,7999,2855 2166 3525 2928 3212 2790 2412 2400 2825 2470
76,narrow,0,4799,5798,4303,5802,676,2175,5299 5718 5699 5514 5615 5631 4966 4971 5349 5464
77,medium,0,3032,5531,6483,8982,1359,3858,4282 4475 4192 3973 3491 3975 4068 4089 4553 4299
78,mixed,0,6800,9999,6306,8305,0,4999,8958 8795 9032 9264 9191 8993 9220 9507 8381 8675
79,broad,0,0,9999,720,8719,2000,9999,6949 6723 7021 6591 7506 7103 6368 6660 6870 8213
80,narrow,0,4945,5944,1095,2594,0,1499,5445 5057 4979 5314 5396 5163 5628 5624 5241 5208
81,medium,0,620,3119,2813,5312,7500,9999,1870 1551 2091 1600 2037 2206 2098 1918 1855 1965
82,mixed,0,5912,9111,6343,8342,5000,9999,7512 7113 7571 7804 7952 7284 8027 8505 7476 7465
83,broad,0,0,9999,0,7999,2000,9999,4183 4463 4041 4405 3265 4169 4440 4715 4819 3039
84,narrow,0,3299,4298,6571,8070,8500,9999,3799 3896 4011 3914 3791 4094 3479 3981 3956 3946
85,medium,0,2182,4681,0,2499,1274,3773,3432 2904 3146 3690 2656 3253 3118 3433 3252 3029
86,mixed,0,1797,4996,3922,5921,5000,9999,3397 3622 3402 3519 3137 2553 3316 3338 2852 3368
87,broad,0,0,9999,2000,9999,0,7999,2 583 59 172 392 170 489 103 10 481
88,narrow,0,1042,2041,130,1629,2102,3601,1542 1251 1260 1516 1405 1586 1347 1602 1482 1104
89,medium,0,6191,8690,4524,7023,6815,9314,7441 7631 7225 7240 7100 7619 7444 7472 6902 6884
90,mixed,0,2800,5999,7308,9307,469,5468,4400 3975 5497 4273 4253 4730 4840 3846 3992 5304
91,broad,0,0,9999,1911,9910,1936,9935,6264 6416 6567 6494 6095 6609 6124 6467 6509 5860
92,narrow,0,3096,4095,444,1943,8500,9999,3596 4042 3875 3635 3629 3136 3836 4082 3755 3842
93,medium,0,7500,9999,7500,9999,6232,8731,9993 9373 9809 9865 9917 9631 9992 9396 9399 9737
94,mixed,0,5554,8753,4879,6878,721,5720,7154 6982 6692 6863 7312 7496 6637 7330 7223 6594
95,broad,0,0,9999,202,8201,0,7999,3858 3664 4098 3749 3529 4277 4228 4168 3820 3809
96,narrow,0,3862,4861,6199,7698,5464,6963,4362 4138 4359 4203 4005 4122 4787 3988 4444 4588
97,medium,0,7308,9807,736,3235,7500,9999,8558 8677 8155 8724 8693 8334 8080 8689 7695 8184
98,mixed,0,0,3199,5709,7708,0,4999,669 687 377 412 219 271 590 1585 645 1118
99,broad,0,0,9999,1145,9144,1520,9519,8367 7688 8018 8270 8617 8604 7785 8050 8109 8409
