query_idx,profile,primary_attr,attr0_low,attr0_high,attr1_low,attr1_high,attr2_low,attr2_high,expected_top10
47,attr2_narrow,0,18286,68285,50000,99999,82298,92297,
48,attr0_narrow,0,78371,88370,16540,66539,30699,80698,
49,attr1_narrow,0,50000,99999,61574,71573,50000,99999,
50,attr2_narrow,0,0,49999,23053,73052,38482,48481,
51,attr0_narrow,0,13897,23896,18622,68621,15624,65623,
52,attr1_narrow,0,16388,66387,8049,18048,0,49999,
53,attr2_narrow,0,50000,99999,50000,99999,38943,48942,
54,attr0_narrow,0,84494,94493,50000,99999,0,49999,
55,attr1_narrow,0,21637,71636,11296,21295,0,49999,
56,attr2_narrow,0,45243,95242,27499,77498,21265,31264,
57,attr0_narrow,0,68143,78142,50000,99999,42334,92333,
58,attr1_narrow,0,29557,79556,22545,32544,38002,88001,
59,attr2_narrow,0,11430,61429,30911,80910,45963,55962,
60,attr0_narrow,0,53695,63694,0,49999,50000,99999,
61,attr1_narrow,0,0,49999,57521,67520,50000,99999,
62,attr2_narrow,0,50000,99999,31784,81783,45024,55023,
63,attr0_narrow,0,5239,15238,50000,99999,50000,99999,
64,attr1_narrow,0,0,49999,63919,73918,0,49999,
65,attr2_narrow,0,2744,52743,6162,56161,11866,21865,
66,attr0_narrow,0,54889,64888,0,49999,1531,51530,
67,attr1_narrow,0,48654,98653,0,9999,50000,99999,
68,attr2_narrow,0,50000,99999,37255,87254,37825,47824,
69,attr0_narrow,0,1495,11494,9055,59054,48507,98506,
70,attr1_narrow,0,21698,71697,19717,29716,39217,89216,
71,attr2_narrow,0,50000,99999,45767,95766,89247,99246,
72,attr0_narrow,0,76841,86840,50000,99999,0,49999,
73,attr1_narrow,0,15472,65471,45807,55806,50000,99999,
74,attr2_narrow,0,50000,99999,0,49999,48398,58397,
75,attr0_narrow,0,43550,53549,42259,92258,43795,93794,
76,attr1_narrow,0,30897,80896,82851,92850,34399,84398,
77,attr2_narrow,0,0,49999,50000,99999,81347,91346,
78,attr0_narrow,0,90000,99999,50000,99999,43724,93723,
79,attr1_narrow,0,38007,88006,9029,19028,17440,67439,
80,attr2_narrow,0,0,49999,36451,86450,60690,70689,
81,attr0_narrow,0,87184,97183,50000,99999,5929,55928,
82,attr1_narrow,0,34585,84584,8559,18558,0,49999,
83,attr2_narrow,0,0,49999,9972,59971,78837,88836,
84,attr0_narrow,0,0,9999,50000,99999,32220,82219,
85,attr1_narrow,0,50000,99999,56615,66614,45277,95276,
86,attr2_narrow,0,19064,69063,0,49999,12556,22555,
87,attr0_narrow,0,10619,20618,50000,99999,0,49999,
88,attr1_narrow,0,21271,71270,32251,42250,38121,88120,
89,attr2_narrow,0,0,49999,0,49999,79516,89515,
90,attr0_narrow,0,6838,16837,7505,57504,50000,99999,
91,attr1_narrow,0,0,49999,90000,99999,39601,89600,
92,attr2_narrow,0,0,49999,50000,99999,60349,70348,
93,attr0_narrow,0,89230,99229,50000,99999,47358,97357,
94,attr1_narrow,0,0,49999,3338,13337,50000,99999,
95,attr2_narrow,0,0,49999,11981,61980,62561,72560,
96,attr0_narrow,0,69499,79498,29432,79431,50000,99999,
97,attr1_narrow,0,25164,75163,16044,26043,50000,99999,
98,attr2_narrow,0,50000,99999,50000,99999,79477,89476,
99,attr0_narrow,0,86203,96202,0,49999,11423,61422,
100,attr1_narrow,0,0,49999,17677,27676,40372,90371,
101,attr2_narrow,0,31766,81765,50000,99999,3405,13404,
102,attr0_narrow,0,44505,54504,50000,99999,50000,99999,
103,attr1_narrow,0,50000,99999,4024,14023,14013,64012,
104,attr2_narrow,0,0,49999,0,49999,67107,77106,
105,attr0_narrow,0,11729,21728,41071,91070,0,49999,
106,attr1_narrow,0,50000,99999,46029,56028,50000,99999,
107,attr2_narrow,0,0,49999,17493,67492,82244,92243,
108,attr0_narrow,0,86009,96008,0,49999,0,49999,
109,attr1_narrow,0,14195,64194,26679,36678,0,49999,
110,attr2_narrow,0,0,49999,0,49999,38134,48133,
111,attr0_narrow,0,0,9999,50000,99999,0,49999,
112,attr1_narrow,0,0,49999,45100,55099,18598,68597,
113,attr2_narrow,0,50000,99999,7127,57126,89214,99213,
114,attr0_narrow,0,16345,26344,50000,99999,28992,78991,
115,attr1_narrow,0,0,49999,90000,99999,50000,99999,
116,attr2_narrow,0,48224,98223,20913,70912,18737,28736,
117,attr0_narrow,0,48917,58916,50000,99999,7615,57614,
118,attr1_narrow,0,50000,99999,80491,90490,9514,59513,
119,attr2_narrow,0,0,49999,3888,53887,0,9999,
120,attr0_narrow,0,57312,67311,0,49999,0,49999,
121,attr1_narrow,0,19056,69055,57829,67828,50000,99999,
122,attr2_narrow,0,24548,74547,50000,99999,79496,89495,
123,attr0_narrow,0,84260,94259,45427,95426,50000,99999,
124,attr1_narrow,0,21963,71962,26086,36085,49806,99805,
125,attr2_narrow,0,47690,97689,6839,56838,18188,28187,
126,attr0_narrow,0,50423,60422,0,49999,47452,97451,
127,attr1_narrow,0,50000,99999,80980,90979,28959,78958,
128,attr2_narrow,0,435,50434,14750,64749,19319,29318,
129,attr0_narrow,0,76287,86286,43970,93969,24518,74517,
130,attr1_narrow,0,1887,51886,13977,23976,30255,80254,
131,attr2_narrow,0,50000,99999,0,49999,52021,62020,
132,attr0_narrow,0,4398,14397,49127,99126,0,49999,
133,attr1_narrow,0,50000,99999,84283,94282,32875,82874,
134,attr2_narrow,0,50000,99999,50000,99999,66706,76705,
135,attr0_narrow,0,7892,17891,0,49999,30034,80033,
136,attr1_narrow,0,31605,81604,8894,18893,27246,77245,
137,attr2_narrow,0,18396,68395,28109,78108,67204,77203,
138,attr0_narrow,0,56807,66806,0,49999,18182,68181,
139,attr1_narrow,0,38679,88678,54165,64164,50000,99999,
140,attr2_narrow,0,27589,77588,0,49999,55575,65574,
141,attr0_narrow,0,79041,89040,0,49999,50000,99999,
142,attr1_narrow,0,0,49999,82870,92869,14402,64401,
143,attr2_narrow,0,39329,89328,1247,51246,8712,18711,
144,attr0_narrow,0,35151,45150,50000,99999,0,49999,
145,attr1_narrow,0,50000,99999,50425,60424,0,49999,
146,attr2_narrow,0,12286,62285,24716,74715,59492,69491,
147,attr0_narrow,0,80392,90391,6723,56722,50000,99999,
148,attr1_narrow,0,0,49999,38156,48155,8552,58551,
149,attr2_narrow,0,10011,60010,4817,54816,25455,35454,
150,attr0_narrow,0,1052,11051,14907,64906,0,49999,
151,attr1_narrow,0,0,49999,6281,16280,50000,99999,
152,attr2_narrow,0,19803,69802,50000,99999,26311,36310,
153,attr0_narrow,0,52278,62277,0,49999,50000,99999,
154,attr1_narrow,0,15498,65497,53127,63126,50000,99999,
155,attr2_narrow,0,27162,77161,10927,60926,10263,20262,
156,attr0_narrow,0,87720,97719,0,49999,47532,97531,
157,attr1_narrow,0,50000,99999,11786,21785,0,49999,
158,attr2_narrow,0,42821,92820,50000,99999,68946,78945,
159,attr0_narrow,0,77378,87377,50000,99999,0,49999,
160,attr1_narrow,0,0,49999,18991,28990,22582,72581,
161,attr2_narrow,0,50000,99999,0,49999,82186,92185,
162,attr0_narrow,0,84245,94244,25981,75980,0,49999,
163,attr1_narrow,0,0,49999,44685,54684,852,50851,
164,attr2_narrow,0,36321,86320,29448,79447,56031,66030,
165,attr0_narrow,0,32668,42667,0,49999,22179,72178,
166,attr1_narrow,0,0,49999,53003,63002,45344,95343,
167,attr2_narrow,0,42461,92460,8183,58182,41453,51452,
168,attr0_narrow,0,17128,27127,50000,99999,50000,99999,
169,attr1_narrow,0,13353,63352,86952,96951,0,49999,
170,attr2_narrow,0,3967,53966,50000,99999,11067,21066,
171,attr0_narrow,0,31742,41741,37932,87931,28381,78380,
172,attr1_narrow,0,50000,99999,81701,91700,6182,56181,
173,attr2_narrow,0,50000,99999,14557,64556,73476,83475,
174,attr0_narrow,0,78201,88200,36255,86254,21546,71545,
175,attr1_narrow,0,50000,99999,48098,58097,40544,90543,
176,attr2_narrow,0,0,49999,0,49999,66314,76313,
177,attr0_narrow,0,29829,39828,5063,55062,50000,99999,
178,attr1_narrow,0,28023,78022,63739,73738,16232,66231,
179,attr2_narrow,0,47055,97054,0,49999,85861,95860,
180,attr0_narrow,0,0,9999,14064,64063,21529,71528,
181,attr1_narrow,0,0,49999,78035,88034,50000,99999,
182,attr2_narrow,0,41424,91423,50000,99999,90000,99999,
183,attr0_narrow,0,79702,89701,26308,76307,50000,99999,
184,attr1_narrow,0,0,49999,90000,99999,50000,99999,
185,attr2_narrow,0,25984,75983,50000,99999,19111,29110,
186,attr0_narrow,0,63469,73468,44922,94921,28962,78961,
187,attr1_narrow,0,50000,99999,90000,99999,40853,90852,
188,attr2_narrow,0,40357,90356,50000,99999,90000,99999,
189,attr0_narrow,0,79861,89860,35401,85400,44807,94806,
190,attr1_narrow,0,11056,61055,6451,16450,28979,78978,
191,attr2_narrow,0,0,49999,17697,67696,90000,99999,
192,attr0_narrow,0,73530,83529,50000,99999,49453,99452,
193,attr1_narrow,0,5114,55113,44828,54827,0,49999,
194,attr2_narrow,0,50000,99999,50000,99999,77716,87715,
195,attr0_narrow,0,82523,92522,50000,99999,50000,99999,
196,attr1_narrow,0,50000,99999,2532,12531,39836,89835,
197,attr2_narrow,0,50000,99999,0,49999,72529,82528,
198,attr0_narrow,0,9176,19175,27267,77266,50000,99999,
199,attr1_narrow,0,8494,58493,80942,90941,15967,65966,
200,attr2_narrow,0,50000,99999,0,49999,35096,45095,
201,attr0_narrow,0,23533,33532,13411,63410,9469,59468,
202,attr1_narrow,0,23989,73988,80283,90282,24669,74668,
203,attr2_narrow,0,50000,99999,50000,99999,29868,39867,
204,attr0_narrow,0,5315,15314,0,49999,0,49999,
205,attr1_narrow,0,48595,98594,90000,99999,3709,53708,
206,attr2_narrow,0,3737,53736,12728,62727,28237,38236,
207,attr0_narrow,0,57908,67907,0,49999,41538,91537,
208,attr1_narrow,0,50000,99999,82646,92645,0,49999,
209,attr2_narrow,0,40019,90018,11033,61032,44606,54605,
210,attr0_narrow,0,20706,30705,38876,88875,7570,57569,
211,attr1_narrow,0,30730,80729,32078,42077,24211,74210,
212,attr2_narrow,0,50000,99999,45730,95729,26699,36698,
213,attr0_narrow,0,3321,13320,45005,95004,50000,99999,
214,attr1_narrow,0,36384,86383,84146,94145,15986,65985,
215,attr2_narrow,0,8720,58719,44999,94998,51690,61689,
216,attr0_narrow,0,51407,61406,42950,92949,19620,69619,
217,attr1_narrow,0,50000,99999,86775,96774,36226,86225,
218,attr2_narrow,0,9430,59429,33665,83664,12010,22009,
219,attr0_narrow,0,35212,45211,48850,98849,35625,85624,
220,attr1_narrow,0,7564,57563,79055,89054,50000,99999,
221,attr2_narrow,0,42726,92725,22151,72150,0,9999,
222,attr0_narrow,0,59660,69659,12068,62067,5951,55950,
223,attr1_narrow,0,24911,74910,14827,24826,1647,51646,
224,attr2_narrow,0,0,49999,0,49999,88760,98759,
225,attr0_narrow,0,25719,35718,22609,72608,0,49999,
226,attr1_narrow,0,0,49999,56220,66219,50000,99999,
227,attr2_narrow,0,0,49999,20612,70611,90000,99999,
228,attr0_narrow,0,29019,39018,32511,82510,0,49999,
229,attr1_narrow,0,0,49999,21670,31669,18836,68835,
230,attr2_narrow,0,42918,92917,0,49999,36216,46215,
231,attr0_narrow,0,4475,14474,50000,99999,50000,99999,
232,attr1_narrow,0,35895,85894,67236,77235,50000,99999,
233,attr2_narrow,0,50000,99999,0,49999,90000,99999,
234,attr0_narrow,0,46421,56420,0,49999,50000,99999,
235,attr1_narrow,0,0,49999,88710,98709,11505,61504,
236,attr2_narrow,0,24648,74647,50000,99999,65548,75547,
237,attr0_narrow,0,35888,45887,48886,98885,0,49999,
238,attr1_narrow,0,42023,92022,79176,89175,42043,92042,
239,attr2_narrow,0,0,49999,22674,72673,39659,49658,
240,attr0_narrow,0,12761,22760,50000,99999,0,49999,
241,attr1_narrow,0,1738,51737,84589,94588,29965,79964,
242,attr2_narrow,0,35536,85535,0,49999,59185,69184,
243,attr0_narrow,0,0,9999,50000,99999,50000,99999,
244,attr1_narrow,0,5421,55420,90000,99999,50000,99999,
245,attr2_narrow,0,50000,99999,31162,81161,5209,15208,
246,attr0_narrow,0,30354,40353,0,49999,50000,99999,
247,attr1_narrow,0,370,50369,0,9999,12114,62113,
248,attr2_narrow,0,12428,62427,25141,75140,64196,74195,
249,attr0_narrow,0,0,9999,50000,99999,2475,52474,
250,attr1_narrow,0,0,49999,90000,99999,240,50239,
251,attr2_narrow,0,42375,92374,38695,88694,45381,55380,
252,attr0_narrow,0,88531,98530,50000,99999,50000,99999,
253,attr1_narrow,0,11275,61274,33711,43710,43309,93308,
254,attr2_narrow,0,0,49999,50000,99999,34347,44346,
255,attr0_narrow,0,32192,42191,50000,99999,0,49999,
256,attr1_narrow,0,22334,72333,22934,32933,50000,99999,
257,attr2_narrow,0,0,49999,27267,77266,90000,99999,
258,attr0_narrow,0,53504,63503,25943,75942,20951,70950,
259,attr1_narrow,0,13189,63188,4206,14205,1451,51450,
260,attr2_narrow,0,33232,83231,50000,99999,40138,50137,
261,attr0_narrow,0,90000,99999,9279,59278,15241,65240,
262,attr1_narrow,0,0,49999,53806,63805,2992,52991,
263,attr2_narrow,0,0,49999,8396,58395,34623,44622,
264,attr0_narrow,0,67765,77764,50000,99999,12043,62042,
265,attr1_narrow,0,50000,99999,30823,40822,50000,99999,
266,attr2_narrow,0,42253,92252,25719,75718,18866,28865,
267,attr0_narrow,0,0,9999,23825,73824,50000,99999,
268,attr1_narrow,0,49758,99757,60980,70979,49039,99038,
269,attr2_narrow,0,50000,99999,0,49999,71210,81209,
270,attr0_narrow,0,51296,61295,0,49999,0,49999,
271,attr1_narrow,0,0,49999,81983,91982,0,49999,
272,attr2_narrow,0,13403,63402,0,49999,5276,15275,
273,attr0_narrow,0,90000,99999,50000,99999,31948,81947,
274,attr1_narrow,0,12484,62483,45916,55915,50000,99999,
275,attr2_narrow,0,0,49999,50000,99999,75615,85614,
276,attr0_narrow,0,32187,42186,37785,87784,25188,75187,
277,attr1_narrow,0,50000,99999,48161,58160,13911,63910,
278,attr2_narrow,0,50000,99999,23968,73967,40191,50190,
279,attr0_narrow,0,9990,19989,10928,60927,0,49999,
280,attr1_narrow,0,0,49999,13315,23314,13767,63766,
281,attr2_narrow,0,15114,65113,0,49999,7956,17955,
282,attr0_narrow,0,90000,99999,7291,57290,48920,98919,
283,attr1_narrow,0,50000,99999,74785,84784,18326,68325,
284,attr2_narrow,0,24507,74506,35134,85133,28668,38667,
285,attr0_narrow,0,32315,42314,33236,83235,33415,83414,
286,attr1_narrow,0,50000,99999,42638,52637,27765,77764,
287,attr2_narrow,0,0,49999,0,49999,32188,42187,
288,attr0_narrow,0,36781,46780,0,49999,0,49999,
289,attr1_narrow,0,11503,61502,27446,37445,43351,93350,
290,attr2_narrow,0,0,49999,0,49999,35257,45256,
291,attr0_narrow,0,11121,21120,23441,73440,50000,99999,
292,attr1_narrow,0,0,49999,8884,18883,50000,99999,
293,attr2_narrow,0,29660,79659,50000,99999,87702,97701,
294,attr0_narrow,0,0,9999,48050,98049,0,49999,
295,attr1_narrow,0,19384,69383,90000,99999,29396,79395,
296,attr2_narrow,0,0,49999,43491,93490,0,9999,
297,attr0_narrow,0,81634,91633,0,49999,0,49999,
298,attr1_narrow,0,47533,97532,21020,31019,0,49999,
299,attr2_narrow,0,11872,61871,37257,87256,19881,29880,
